r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win,id
48,72,19,62,112,23,14,93,114,52,True,7623869152
110,15,53,41,14,13,19,20,21,25,False,7623427790
19,94,98,13,65,33,109,62,41,107,True,7623373946
44,65,9,52,14,129,86,20,21,46,False,7622374781
109,40,33,44,82,97,19,53,61,42,True,7622313347
72,44,9,2,58,46,109,15,69,65,False,7622024484
123,126,72,38,85,59,78,82,65,79,False,7621964890
9,98,107,19,67,72,120,20,53,96,False,7620465924
40,109,5,107,89,57,65,86,13,94,False,7624147863
29,105,63,109,74,65,129,46,123,114,True,7624089181
104,106,53,65,44,78,83,88,41,110,False,7624020210
23,44,105,43,65,96,46,114,33,54,False,7622705967
85,57,44,123,2,40,109,21,9,136,False,7622635045
33,53,19,106,54,129,85,48,59,65,True,7622581064
129,13,93,9,66,95,123,120,53,57,True,7622544071
65,100,9,35,89,98,53,105,106,93,False,7621368325
78,21,52,83,25,91,49,136,109,112,False,7621349685
78,85,25,105,13,72,41,49,109,97,True,7621326676
2,69,65,54,56,33,85,19,39,98,True,7621273013
120,52,97,31,18,78,19,91,138,105,False,7621207817
44,136,20,60,58,78,65,52,89,17,False,7619630089
78,90,57,48,65,9,109,19,76,98,True,7619575593
93,83,79,9,54,13,95,73,103,65,False,7619520507
90,69,5,18,120,13,9,100,21,1,False,7619476326
57,21,45,19,98,33,46,52,5,109,True,7619413475
49,25,58,72,10,21,114,48,19,55,True,7619190531
129,49,13,58,109,52,12,14,26,19,True,7618984722
9,33,19,120,72,96,17,10,105,109,False,7618902482
73,105,53,67,19,48,52,83,57,76,True,7622395344
19,31,10,86,73,35,57,109,13,5,True,7622346319
70,100,36,109,35,114,136,19,29,14,True,7620887628
129,25,79,109,53,57,105,13,63,45,True,7619637858
52,71,97,30,95,106,123,21,53,48,True,7624594599
10,23,105,31,82,53,110,86,70,129,True,7624509030
53,47,86,11,93,52,46,9,129,79,False,7624473093
29,109,10,80,90,126,40,72,65,129,True,7624435736
15,5,100,18,35,21,53,49,20,54,True,7624415011
49,9,109,106,15,34,123,97,3,63,True,7624393031
97,5,44,20,69,34,49,45,21,83,False,7624373647
137,83,12,53,23,56,20,103,129,98,False,7624349245
48,65,61,19,96,57,136,43,63,27,True,7624330066
137,72,73,74,10,120,85,123,16,21,True,7624300737
34,44,9,20,69,98,53,102,95,106,False,7623068874
126,105,98,95,3,76,14,70,72,96,False,7623032640
137,123,97,15,100,105,21,18,57,109,False,7623010451
93,61,45,21,57,120,27,129,109,25,True,7622982410
23,26,41,102,53,13,121,2,54,100,True,7622960495
94,20,49,22,21,79,69,86,120,82,False,7621580960
9,21,18,137,19,23,41,96,109,65,True,7621554139
59,87,70,28,90,96,136,123,1,101,False,7624426377
2,85,94,65,19,74,25,15,52,58,False,7624397840
57,9,123,15,29,44,66,39,107,129,True,7624299584
45,120,93,52,19,44,105,16,85,23,True,7624275013
58,25,93,85,71,14,13,53,103,63,False,7624196352
53,39,120,95,9,128,5,109,13,70,False,7623392190
9,82,109,95,129,121,126,96,123,48,False,7623210476
26,104,22,41,53,1,65,123,59,96,False,7623163731
72,39,65,58,44,137,123,66,19,41,True,7623117776
105,57,7,65,73,52,15,38,75,41,True,7623081335
51,71,98,74,10,85,14,63,123,52,True,7623060025
135,100,90,44,123,17,58,109,14,54,False,7623029110
56,93,110,105,10,69,20,86,98,48,False,7622998318
18,106,23,105,123,126,20,129,26,70,True,7622959486
44,123,98,15,100,18,128,28,9,21,False,7622931514
12,66,82,100,23,70,20,71,52,45,True,7622902234
85,52,95,129,53,72,137,13,9,3,False,7622155407
93,69,53,126,79,1,29,26,83,17,False,7622090160
14,121,52,85,41,59,45,21,98,95,True,7621878321
70,78,26,57,25,72,83,41,29,22,False,7621792578
82,123,22,111,97,95,105,28,65,39,True,7621605405
94,20,49,22,21,79,69,86,120,82,False,7621580960
48,19,43,53,20,109,104,85,86,13,True,7621557259
21,67,105,85,113,136,95,13,9,123,False,7621524445
96,52,48,9,100,73,45,126,56,65,True,7621500726
52,18,97,53,112,98,1,19,57,5,False,7621473813
52,71,61,53,136,137,86,93,22,112,True,7621455125
21,88,102,105,22,13,98,85,8,40,True,7621436300
93,20,112,9,19,23,105,100,21,69,True,7620286325
21,52,105,93,69,76,45,129,44,109,True,7620235016
3,65,23,48,11,32,34,40,105,78,False,7620145056
96,61,86,69,1,66,21,94,98,36,False,7620110603
120,121,109,12,129,52,3,26,57,93,False,7620078766
49,21,45,129,123,97,26,51,72,126,False,7620040282
39,69,67,5,65,41,9,105,57,19,False,7620011192
100,14,93,21,25,39,105,96,94,119,True,7619992721
15,73,96,33,114,129,21,126,72,53,True,7619958074
19,52,48,110,126,88,129,21,26,18,False,7619930061
46,62,86,53,70,47,26,13,88,61,False,7619898912
103,96,86,10,112,114,9,65,49,25,True,7624343236
129,121,120,21,45,9,61,97,105,49,True,7624313745
85,105,106,14,129,47,109,26,89,74,True,7624277942
6,103,47,86,29,5,52,41,96,59,True,7624118643
21,137,65,49,85,93,106,103,53,55,False,7624001658
103,114,27,109,49,48,100,23,105,21,True,7623936136
85,19,112,90,48,41,18,5,92,17,True,7622879409
126,20,86,96,73,5,22,100,21,62,False,7622854818
112,98,18,123,90,103,52,21,82,9,False,7622824175
52,9,49,109,41,58,76,23,65,114,False,7622711930
85,57,44,123,2,40,109,21,9,136,False,7622635045
17,5,21,72,9,85,69,65,8,113,False,7621366138
78,85,25,105,13,72,41,49,109,97,True,7621326676
103,135,113,65,7,28,109,53,46,18,False,7621280894
72,23,105,95,29,18,74,65,53,120,True,7621228721
103,86,114,57,32,15,5,19,73,49,True,7621162898
5,17,47,136,44,90,69,3,85,52,False,7621111201
103,79,1,88,46,29,105,45,17,18,True,7620936854
54,137,98,33,105,58,32,43,13,89,False,7620886613
94,14,109,26,49,66,98,96,112,44,True,7619865233
85,23,13,72,46,55,109,65,120,10,True,7619826679
44,96,19,49,103,46,53,20,21,129,True,7619784464
54,52,65,53,69,72,62,98,128,94,True,7619737282
57,27,86,98,129,5,96,79,39,72,False,7619683071
120,45,65,73,93,5,63,79,17,78,False,7619621850
78,90,57,48,65,9,109,19,76,98,True,7619575593
35,79,96,25,9,44,109,123,21,107,False,7619331048
9,33,19,120,72,96,17,10,105,109,False,7618902482
106,96,9,18,58,5,54,97,13,121,False,7618807808
65,18,20,23,120,28,78,66,1,27,False,7624607582
98,88,86,49,46,41,19,53,13,40,True,7624449475
120,19,57,40,73,82,96,123,22,66,True,7623749266
13,26,53,120,95,59,49,5,123,44,True,7622138828
76,123,58,137,70,54,98,13,26,53,False,7622067984
105,73,43,56,13,33,10,9,129,137,True,7621491225
18,26,112,78,120,25,45,123,23,67,True,7620885447
129,95,9,39,45,17,109,96,44,86,True,7620659159
5,22,103,67,69,129,26,46,52,105,False,7620566989
94,105,22,69,86,1,53,96,90,56,False,7620327346
18,71,53,98,52,21,45,74,14,93,True,7620193032
