r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
36,46,58,86,96,113,63,105,21,20,True
105,17,23,10,58,96,106,20,79,82,True
48,49,123,7,87,113,138,69,5,18,False
95,25,129,26,105,93,47,106,123,53,False
104,137,105,20,54,123,120,96,5,8,True
49,20,14,138,22,48,121,98,11,5,True
48,126,26,110,96,123,95,74,23,51,False
26,29,123,137,95,36,112,136,96,28,False
112,123,21,49,111,87,82,120,128,28,False
126,18,129,56,53,82,119,106,77,51,False
136,79,28,49,48,93,19,123,53,20,True
84,98,41,20,123,6,88,15,22,49,True
84,21,49,90,77,26,86,43,29,14,False
19,86,49,10,35,80,33,21,20,76,True
2,48,53,20,36,94,138,49,68,74,False
58,78,13,86,46,67,47,137,19,110,True
78,62,123,86,41,53,48,97,26,106,True
95,45,119,112,96,21,15,23,86,126,False
14,121,49,74,129,76,61,45,82,66,True
51,98,17,111,25,84,94,129,86,90,False
81,71,55,37,114,28,83,50,14,21,False
89,106,137,112,105,111,73,50,19,46,False
26,49,93,45,126,21,105,48,23,106,False
60,126,112,71,45,41,138,49,64,74,False
26,126,129,79,15,46,13,49,123,86,True
1,22,112,129,123,101,38,74,48,87,True
129,25,19,121,18,48,3,106,26,120,True
48,106,84,77,26,25,121,8,68,2,True
10,71,138,74,45,28,129,120,65,121,False
21,86,96,48,106,45,97,14,26,25,True
36,58,84,86,48,20,28,114,11,17,False
73,120,43,20,65,53,106,38,123,4,False
25,28,27,47,21,45,129,48,88,123,True
18,76,98,14,5,93,45,13,26,57,False
53,48,84,105,96,10,25,104,86,5,True
21,49,45,62,26,10,71,101,39,58,False
43,120,128,129,70,96,39,21,82,83,False
30,135,23,41,112,128,121,48,20,14,True
48,137,20,96,86,123,74,69,136,109,False
14,120,86,3,12,17,13,5,53,38,False
23,72,70,97,31,50,35,2,19,112,False
21,120,20,28,48,93,105,79,71,74,True
33,126,105,97,93,83,13,49,21,89,False
7,86,48,1,5,96,8,22,20,119,False
65,93,25,51,110,119,14,111,129,70,True
9,120,42,14,112,74,110,69,88,64,False
136,21,96,48,126,25,10,83,86,69,True
19,14,101,63,64,104,6,88,26,53,False
74,97,95,83,40,7,1,5,86,113,False
97,96,102,105,107,49,41,21,51,26,True
112,21,48,86,96,90,29,65,105,114,False
94,85,72,113,5,69,13,10,20,14,False
41,83,21,103,46,58,20,136,74,10,False
22,97,87,8,45,42,30,71,137,19,False
105,96,13,114,25,20,106,136,21,47,True
137,97,79,20,54,14,80,44,26,5,False
32,19,89,114,84,27,106,86,41,2,False
11,64,19,28,37,106,26,72,49,85,True
106,123,94,112,69,104,62,72,105,21,False
62,120,46,35,51,58,28,75,128,18,True
86,114,69,106,30,71,137,98,84,44,True
23,3,112,20,4,18,5,129,49,7,True
11,49,26,64,22,107,93,106,40,112,True
14,90,2,114,84,62,86,120,82,16,True
6,72,27,23,104,19,64,129,48,101,True
43,19,128,54,53,136,98,72,26,75,False
21,25,70,31,7,86,71,121,42,26,True
95,23,98,65,53,15,46,96,26,121,False
69,53,26,44,17,22,5,35,129,48,False
19,44,129,35,66,14,68,22,26,1,True
89,120,121,96,112,4,33,92,100,49,False
97,106,110,123,109,12,126,100,20,43,True
25,121,20,98,120,96,48,31,11,86,False
43,73,129,101,58,95,46,26,135,65,True
121,16,93,135,5,96,37,95,76,101,True
86,69,5,7,70,95,26,39,96,20,True
93,96,106,123,26,18,97,23,105,45,False
46,106,69,100,43,135,120,26,136,10,True
114,48,51,15,83,11,86,58,6,49,True
39,10,105,58,129,4,106,43,20,100,True
1,105,23,26,47,72,86,69,17,21,True
96,72,120,45,41,95,106,20,21,100,True
102,106,20,19,112,89,120,129,123,45,False
74,40,82,56,43,25,58,97,48,86,True
20,29,79,23,76,61,86,60,65,21,True
95,23,14,26,45,48,123,83,28,13,True
102,49,25,64,121,14,109,5,22,56,False
120,123,49,121,4,17,96,93,105,79,True
121,6,96,58,120,4,33,69,26,46,False
84,88,33,45,47,106,49,136,90,48,False
14,8,74,5,11,6,86,20,39,49,False
63,100,96,123,106,73,5,28,121,120,True
10,120,100,26,21,110,76,48,136,29,False
20,18,105,69,98,87,21,137,100,76,False
94,136,138,21,106,48,91,126,27,69,True
48,90,129,72,58,10,98,21,105,51,False
96,10,35,112,110,1,60,85,26,128,True
114,93,135,86,26,73,106,9,20,80,True
29,42,31,7,14,97,57,123,84,25,False
21,104,26,57,45,11,48,14,43,5,True
69,97,123,54,121,105,120,55,82,65,True
48,19,65,112,74,137,126,123,93,86,False
36,46,58,86,96,113,63,105,21,20,True
