r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
10,110,13,29,112,19,28,54,45,31,False
98,60,86,15,20,99,42,52,5,112,False
21,17,85,19,33,79,52,96,20,18,True
21,137,42,101,20,41,121,23,112,96,False
82,51,20,69,40,49,9,26,84,113,True
110,129,25,89,66,8,14,128,92,20,False
136,48,98,37,75,71,14,21,70,30,True
49,86,81,64,120,44,74,53,129,19,False
94,21,71,26,53,49,110,41,137,128,False
110,25,35,31,47,58,57,64,21,17,False
18,28,64,19,83,23,16,48,26,20,True
100,23,53,20,48,29,54,14,26,86,True
98,69,40,20,17,49,97,42,26,84,True
34,99,74,29,86,38,54,40,104,73,False
14,45,74,41,3,64,63,26,13,43,False
55,93,21,31,7,63,2,101,106,121,True
110,17,94,123,96,112,137,85,98,20,False
27,39,82,20,135,119,105,21,46,28,True
93,137,97,121,45,70,112,14,26,30,False
26,94,97,106,90,50,29,84,45,48,False
86,49,48,11,5,26,129,10,58,22,True
78,49,112,95,86,93,123,110,106,97,False
65,43,96,10,53,74,121,5,138,104,True
86,10,19,2,22,14,7,48,49,5,False
14,123,8,5,11,80,21,48,64,27,True
83,17,69,45,93,49,52,96,22,110,False
20,11,63,123,48,14,119,1,22,40,True
49,98,5,123,8,21,70,104,26,20,True
105,53,97,17,73,41,106,83,123,99,True
109,98,97,86,110,10,128,49,136,85,True
46,74,120,65,26,49,59,135,123,72,False
41,49,123,25,83,17,95,45,96,64,True
25,106,129,105,20,85,97,45,18,17,False
18,96,13,26,121,41,17,105,69,112,True
121,102,96,137,86,53,19,20,95,69,True
53,26,48,76,33,112,41,98,3,100,True
83,10,96,123,22,109,85,97,20,39,True
48,60,26,64,49,21,20,29,119,73,True
10,106,100,119,38,48,49,19,30,26,True
21,1,37,97,67,82,20,69,120,68,False
96,110,17,123,82,49,120,112,136,128,True
49,121,106,128,4,123,90,21,102,72,True
98,10,19,106,3,70,112,76,20,78,False
4,5,37,78,45,65,100,20,49,93,True
121,71,70,74,31,105,78,123,82,3,False
123,106,110,67,129,89,20,57,19,128,False
71,14,90,48,20,109,86,39,96,64,True
48,38,58,105,61,137,4,86,90,45,False
91,39,76,79,137,95,37,45,77,49,False
19,97,26,109,110,41,68,106,86,16,False
105,17,94,137,58,89,49,28,65,121,False
10,106,28,3,58,109,78,61,20,56,False
26,63,114,129,100,73,13,98,90,86,True
57,41,64,74,31,70,50,71,20,25,True
135,105,44,25,50,10,49,68,97,26,False
65,41,49,137,85,21,136,98,93,63,True
10,128,45,61,96,26,17,123,114,129,False
53,120,18,49,121,113,20,13,128,28,False
89,106,137,26,53,105,95,25,129,65,True
138,69,20,46,54,26,96,94,51,22,False
80,19,5,15,36,95,43,29,20,123,True
92,64,123,97,41,34,26,70,50,60,False
95,64,121,71,128,93,103,27,110,39,True
48,20,137,69,100,42,75,45,41,111,True
71,64,93,5,74,66,22,104,14,80,False
6,75,20,87,16,67,76,86,64,71,False
79,21,120,96,20,58,119,69,13,48,False
55,65,39,110,41,86,76,123,129,89,False
70,96,90,128,121,9,120,114,123,97,False
123,38,74,94,26,135,138,120,20,18,False
114,105,17,49,53,95,29,45,86,90,False
112,20,93,29,126,82,13,69,92,123,False
63,28,25,20,31,107,30,13,93,102,True
58,123,97,50,95,86,93,96,137,105,True
41,87,13,97,50,81,102,27,113,40,False
70,96,27,68,36,95,98,50,83,102,True
5,136,126,73,96,48,22,137,26,58,False
41,49,123,65,38,45,46,70,129,20,True
9,51,105,39,8,38,41,34,50,20,False
40,41,74,85,2,97,20,90,48,128,False
84,76,20,29,42,71,50,69,27,12,False
106,86,85,12,97,26,78,70,46,111,True
26,78,120,45,46,20,73,61,123,43,False
7,21,85,74,112,126,15,27,96,26,True
93,15,49,69,79,86,97,114,65,40,True
112,61,137,56,51,25,72,38,100,17,True
65,21,89,96,110,82,50,97,128,53,True
93,49,121,65,14,26,13,21,29,58,True
105,13,49,6,53,10,22,98,65,20,False
49,9,129,18,79,54,45,26,46,137,True
10,58,55,49,123,89,25,137,79,65,False
20,4,46,110,129,120,25,83,26,45,False
11,20,3,13,19,21,83,96,46,25,False
93,110,49,26,98,53,106,97,4,20,True
70,137,65,121,14,26,21,10,58,29,False
