r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
74,26,59,94,96,95,71,57,25,102,False
58,120,98,123,73,20,90,27,96,11,False
21,51,121,16,1,10,37,97,19,112,True
7,10,101,64,63,20,62,31,42,112,False
15,87,93,28,5,44,105,26,100,71,True
18,31,71,106,112,49,12,90,7,20,True
93,74,26,121,80,13,112,107,48,20,True
111,93,25,86,108,76,28,105,53,54,True
106,45,48,98,26,97,72,40,128,112,True
1,105,84,27,137,106,70,71,112,5,False
81,32,128,58,22,19,4,137,30,60,True
74,64,63,129,101,42,121,49,13,45,False
33,51,17,18,5,86,14,48,114,106,True
76,119,26,69,41,10,93,16,5,29,True
48,85,96,107,7,23,20,129,114,31,False
37,86,114,69,2,104,14,10,13,5,False
19,49,26,95,123,25,28,64,90,37,False
56,7,46,35,14,17,86,69,19,41,True
9,13,20,44,84,72,50,58,7,39,True
4,28,121,21,26,45,70,100,75,49,True
70,33,5,126,135,75,86,100,14,21,True
114,98,35,58,46,49,31,48,78,107,True
14,84,101,97,66,136,42,20,21,5,False
10,97,43,19,20,41,90,106,123,105,False
77,86,35,102,57,79,67,129,21,26,False
21,19,43,65,100,67,120,73,26,5,True
102,49,123,48,39,129,57,25,19,91,False
7,33,123,70,58,21,119,69,43,42,True
45,26,72,17,51,33,11,70,123,58,True
15,17,80,100,20,105,106,65,135,41,False
33,102,82,48,119,69,26,18,20,22,True
65,106,19,114,10,94,90,15,107,5,True
86,38,22,46,14,105,8,64,126,129,True
20,39,19,65,73,33,137,70,26,57,True
105,6,39,5,129,86,104,25,48,14,False
33,97,84,123,94,101,96,1,43,26,True
20,120,28,65,10,9,126,69,79,93,False
86,38,8,120,123,21,9,100,48,2,False
120,20,135,121,18,28,114,106,26,5,True
21,48,101,2,106,86,38,1,39,123,True
91,100,137,21,76,86,83,48,96,22,True
20,49,138,26,112,36,45,27,96,10,False
85,120,69,123,48,94,26,33,105,137,False
97,80,105,121,10,128,41,19,3,26,True
37,111,9,136,92,62,112,104,48,79,False
10,121,135,26,137,5,120,129,9,95,True
27,43,20,29,41,21,53,96,86,112,False
128,71,11,26,21,107,102,77,93,113,False
86,53,93,98,76,48,65,112,121,20,True
79,106,96,65,94,120,123,58,137,41,False
138,98,100,120,15,75,9,86,69,36,True
9,22,69,123,89,94,129,26,5,73,True
137,26,58,129,82,85,120,96,123,93,True
13,73,86,20,1,21,102,41,121,28,False
114,39,78,66,86,45,98,41,5,13,True
45,37,49,56,123,25,2,136,79,48,True
112,29,121,93,49,136,91,106,20,21,True
49,76,129,20,9,95,61,33,96,123,True
48,58,20,126,29,45,5,47,49,123,False
59,99,101,47,66,9,97,100,13,96,True
113,137,98,19,5,120,70,58,49,86,True
112,126,21,98,93,80,123,53,49,86,False
18,13,129,123,65,48,21,20,26,96,True
5,106,15,97,105,41,86,120,53,96,False
120,41,96,58,105,18,17,80,26,65,True
58,20,93,86,25,17,109,69,85,21,True
106,47,97,79,123,40,59,49,136,48,True
39,20,18,86,29,70,96,120,33,114,False
94,105,120,78,26,79,54,47,86,49,True
93,106,137,19,5,66,13,112,54,96,False
101,20,4,26,36,89,112,57,123,15,True
106,97,14,91,71,70,28,121,100,49,False
93,29,13,66,86,120,18,26,112,97,True
114,69,106,128,5,14,13,21,137,113,False
9,26,89,137,19,65,106,97,79,48,True
48,9,42,27,22,19,4,64,28,72,True
86,93,90,39,137,5,120,49,26,89,True
56,106,40,7,88,82,53,5,11,69,True
110,41,112,97,19,66,13,129,86,95,True
107,8,72,128,103,11,26,52,2,112,False
6,113,136,58,20,98,7,94,90,26,True
85,120,96,123,48,89,21,129,79,20,False
74,67,65,43,84,10,25,33,103,105,True
10,64,104,26,101,23,100,19,97,15,True
10,39,49,26,105,85,57,79,97,1,True
128,71,86,72,23,33,48,80,19,64,False
86,3,48,49,19,6,113,21,58,20,False
26,110,96,73,15,66,49,86,97,48,False
25,114,87,104,86,97,107,81,70,84,False
87,42,7,96,37,129,26,93,102,91,False
48,17,120,65,5,53,98,19,10,55,True
136,98,4,30,128,120,49,57,31,21,True
46,14,104,70,5,13,96,93,87,41,False
48,49,86,68,74,40,95,102,26,36,False
22,31,129,101,70,21,18,126,29,14,True
85,10,123,120,96,18,23,21,105,20,False
26,69,19,93,79,75,70,34,84,7,True
108,71,13,15,7,21,64,20,54,98,True
112,20,65,49,76,138,15,100,96,137,True
40,17,11,84,93,71,121,18,13,85,True
65,6,86,31,29,55,20,62,53,63,False
3,14,90,67,112,43,48,71,26,49,True
62,48,86,35,63,84,14,10,120,5,False
129,137,40,18,19,63,98,35,11,71,True
19,72,51,69,26,64,39,48,28,112,True
