r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
74,87,26,98,1,17,2,25,45,65,False
7,78,66,123,10,82,68,128,96,41,True
110,48,76,26,97,128,54,49,121,107,False
76,111,98,82,45,26,97,95,121,71,True
89,126,14,20,40,137,19,112,111,95,True
19,32,96,25,86,1,112,26,17,69,True
9,100,47,106,30,31,71,111,46,48,True
110,78,20,126,49,30,106,40,26,95,True
17,20,45,100,95,106,96,138,83,1,False
121,95,69,26,17,83,49,6,19,13,True
53,106,43,100,12,105,129,123,17,73,False
120,128,25,27,97,45,49,30,70,113,False
129,128,110,123,82,54,21,97,65,58,False
45,74,97,121,49,20,41,47,19,51,False
97,98,95,112,64,93,114,106,30,96,False
74,30,41,129,105,64,100,106,43,12,False
129,106,110,123,18,73,96,53,5,50,True
55,6,21,25,20,49,9,83,12,98,True
19,46,11,84,104,86,114,42,49,85,False
19,96,89,30,49,102,112,88,93,76,True
23,80,41,84,31,14,106,121,1,21,False
26,80,98,105,74,120,86,83,97,25,False
100,1,63,120,105,94,106,98,65,86,True
78,106,121,26,8,95,7,23,123,58,False
86,85,46,113,49,11,96,6,19,84,True
53,95,84,123,98,7,64,48,71,39,True
95,74,106,121,65,123,7,28,72,10,True
61,6,17,51,119,112,107,26,48,19,True
19,26,1,86,10,13,2,119,84,6,True
48,39,49,121,102,65,120,53,112,85,True
41,120,98,121,65,46,23,96,68,26,True
46,60,98,26,51,41,17,49,72,45,False
48,5,14,104,22,11,86,46,83,43,True
48,26,68,135,25,138,14,49,40,5,False
39,73,129,26,58,48,21,28,100,20,True
109,14,49,82,88,46,121,104,64,36,False
21,13,43,19,121,39,41,58,105,98,False
41,106,121,100,98,20,43,26,63,129,False
44,23,75,101,98,38,114,123,26,93,False
70,25,20,121,98,53,27,113,114,29,False
20,59,25,114,3,19,120,21,51,10,False
58,128,45,106,10,33,98,110,62,15,True
53,49,10,26,97,48,96,65,79,20,True
20,121,95,17,96,10,120,129,86,128,True
19,93,121,71,106,123,45,14,21,126,False
58,70,31,129,25,48,9,20,29,106,True
93,28,120,123,66,53,106,48,27,14,True
58,20,105,94,120,135,82,123,65,49,True
105,49,45,43,41,80,120,121,111,98,False
14,119,109,126,85,87,16,86,17,10,True
41,13,123,121,23,53,97,106,105,94,False
107,62,5,19,76,97,135,75,63,20,False
5,14,84,11,109,62,114,39,40,83,False
105,102,106,121,89,96,126,65,73,75,False
23,96,86,100,18,49,26,63,21,103,True
97,114,93,26,20,48,86,35,69,83,False
23,22,2,110,109,13,114,102,59,3,False
84,39,65,48,137,96,10,126,121,53,True
106,90,126,138,85,97,49,71,47,21,False
106,27,73,83,14,10,11,86,114,20,False
48,84,4,52,121,69,126,45,87,21,False
48,2,51,39,3,74,121,42,71,101,True
48,2,3,51,39,74,71,42,121,101,False
27,76,129,11,83,106,137,86,20,41,False
32,46,86,14,85,17,26,39,96,5,False
84,87,32,48,49,3,51,104,1,8,False
8,57,105,64,128,100,29,72,110,4,False
13,20,86,16,93,21,98,136,79,48,True
2,51,76,54,102,49,21,98,109,84,True
