r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
46,69,106,72,121,1,68,64,74,96,False
105,11,62,14,136,53,51,82,76,43,False
71,76,120,65,114,41,104,64,58,106,False
10,121,120,74,87,46,106,96,5,26,False
110,98,25,46,20,100,119,39,114,60,True
10,100,43,106,65,86,90,48,7,38,True
26,96,46,22,51,6,25,20,100,135,True
35,63,48,123,49,10,119,41,129,14,True
84,35,21,48,137,61,86,114,5,23,False
14,41,13,110,58,84,56,48,23,137,False
17,114,97,123,5,86,29,90,20,93,False
2,26,23,44,31,21,20,25,104,41,True
26,129,17,102,58,120,78,86,21,51,True
2,94,39,123,5,53,38,6,66,76,True
46,69,128,79,106,26,120,85,60,48,False
84,22,129,46,128,123,41,10,97,85,False
94,90,55,129,66,111,48,19,96,82,True
79,36,53,69,54,102,48,13,96,86,True
114,110,109,106,5,14,86,6,120,28,False
90,26,69,38,53,1,28,21,123,105,False
112,128,85,60,32,67,69,97,121,45,True
14,98,102,26,60,32,128,45,29,79,False
18,97,29,53,119,86,102,21,96,121,False
46,26,60,120,123,119,98,19,21,48,False
82,23,45,53,5,76,21,47,98,121,True
119,120,96,123,93,10,19,61,26,90,True
76,120,20,28,53,82,98,5,21,45,False
26,46,58,96,73,105,74,19,41,97,True
123,82,14,80,31,91,98,83,28,76,False
105,74,58,137,93,20,129,106,65,114,True
56,92,71,17,45,78,129,128,66,90,False
36,120,112,60,66,78,21,45,20,39,True
82,5,45,69,36,95,21,121,98,86,True
14,20,19,112,82,105,13,58,129,109,True
41,106,53,55,56,123,13,29,14,58,False
25,38,123,95,45,28,20,21,101,74,True
56,113,100,110,43,21,95,38,119,20,True
10,96,31,13,53,21,20,14,112,90,False
44,29,66,45,74,31,14,26,106,93,True
21,20,14,112,90,10,13,96,31,53,True
42,84,71,18,51,54,57,60,27,3,True
89,106,100,110,15,59,10,129,123,20,True
28,49,84,14,114,71,31,53,26,11,False
5,75,96,19,8,44,97,101,126,72,False
36,51,49,77,121,14,20,104,45,21,False
81,25,43,11,84,112,48,51,60,5,False
3,28,121,11,22,23,95,128,101,20,True
6,20,28,45,106,36,49,51,69,121,False
57,104,29,10,9,14,87,74,84,53,True
