r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
120,119,97,110,41,100,20,49,48,106,False
60,120,105,41,128,106,45,85,97,10,True
48,17,79,92,98,105,21,112,72,106,False
82,14,110,114,92,90,10,135,128,100,True
26,89,49,69,121,6,119,61,20,106,True
28,45,33,100,41,129,20,106,121,72,True
13,88,105,82,37,43,96,123,23,10,True
41,135,129,26,120,4,19,86,74,60,True
39,137,70,20,26,100,92,1,66,82,False
123,69,14,20,22,97,106,19,109,26,True
121,126,18,20,38,82,22,45,136,119,False
48,52,66,80,79,19,136,98,35,65,True
129,17,5,62,9,106,45,82,96,123,False
98,120,100,79,93,129,39,9,20,63,True
71,45,101,82,137,13,23,107,105,95,True
25,78,10,86,66,95,43,90,58,38,False
89,121,97,68,39,17,19,86,18,21,False
85,9,106,63,129,100,136,114,53,10,True
14,86,54,21,48,120,103,98,25,26,True
70,74,53,137,105,17,42,19,71,91,True
86,10,110,102,126,85,26,129,25,48,True
39,93,71,105,78,129,21,41,20,53,True
112,41,100,120,69,53,19,31,93,74,True
26,106,68,10,129,67,100,20,83,25,False
20,13,53,79,48,44,17,14,128,37,True
88,63,25,42,102,46,120,69,53,135,False
60,138,51,74,85,76,123,86,19,97,False
106,48,96,101,105,46,17,33,45,19,False
76,86,107,106,102,80,96,37,41,53,True
14,46,21,41,64,106,26,42,53,29,True
78,74,41,50,105,2,123,46,43,53,False
14,76,20,96,46,59,5,41,98,88,False
39,70,53,112,20,94,25,100,21,26,False
26,64,86,12,7,25,20,82,78,128,False
53,15,51,7,40,39,26,109,69,20,True
113,86,106,55,20,98,14,94,96,37,False
53,1,74,102,107,83,2,95,123,23,True
22,41,79,53,19,106,137,111,21,113,True
82,21,69,20,105,90,46,30,96,53,False
11,102,43,86,121,100,30,114,82,21,True
99,39,26,14,28,76,54,66,69,86,False
128,68,129,58,56,97,114,76,119,64,True
95,137,74,31,71,120,129,46,105,20,False
39,1,86,26,102,58,74,15,43,105,True
58,26,16,93,106,10,15,120,71,64,False
112,19,106,102,83,20,93,25,65,79,True
92,74,82,71,53,106,69,64,36,84,True
14,25,63,76,83,61,13,95,20,105,False
96,47,41,31,123,13,112,14,86,93,False
96,10,123,26,98,19,114,64,14,20,True
26,31,106,21,71,137,136,59,14,53,False
64,84,109,114,123,11,8,45,38,20,False
82,17,53,98,26,126,105,64,38,106,True
84,58,19,106,69,10,59,7,26,21,False
123,107,47,89,96,17,36,101,98,5,True
102,93,107,14,26,22,54,29,31,62,True
31,47,97,54,106,21,8,79,60,20,False
22,7,6,110,129,13,96,9,10,87,False
86,48,123,45,129,17,73,71,33,26,False
123,25,78,71,13,89,106,100,5,15,True
39,78,41,45,26,25,14,100,43,30,True
39,30,19,12,69,96,26,13,22,70,True
119,21,102,46,84,64,89,22,121,104,True
123,25,17,137,102,26,114,6,21,99,True
19,98,114,80,79,53,93,64,20,96,False
29,41,20,71,42,65,14,54,45,96,False
74,54,69,53,121,112,59,41,19,30,True
93,80,62,31,13,76,74,26,21,48,False
41,114,121,60,5,90,71,46,84,17,False
80,98,45,64,41,57,126,83,107,15,True
12,100,26,98,19,35,58,89,2,74,False
106,15,138,33,85,43,86,84,114,10,False
106,28,42,83,86,32,82,33,100,64,False
41,114,5,121,14,72,107,25,87,126,True
112,53,106,102,26,13,46,69,31,123,False
19,109,106,64,29,53,102,67,123,7,True
31,46,1,86,71,99,4,106,50,53,True
47,8,121,86,15,20,126,28,135,58,False
25,129,71,97,13,53,10,120,45,26,True
46,47,123,13,100,41,25,2,5,26,True
106,71,26,86,41,59,30,64,16,114,True
69,31,88,100,25,74,53,76,97,123,False
69,54,53,22,86,1,13,110,137,14,True
17,10,83,69,123,21,106,2,136,42,True
