r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
20,102,45,41,22,40,95,26,74,98,False
14,100,21,40,98,76,62,29,86,95,True
48,128,92,49,86,12,76,136,123,91,True
123,14,25,86,29,21,110,19,54,39,False
90,114,98,86,48,121,73,36,45,21,True
26,59,45,36,11,49,97,86,112,39,True
20,90,136,2,110,19,95,31,21,126,False
95,104,23,126,83,123,14,25,19,15,False
87,100,99,79,50,63,17,129,44,10,True
15,20,136,100,113,109,110,23,123,106,True
40,126,86,72,38,17,63,98,19,33,True
112,123,8,102,106,14,91,137,20,136,False
106,28,53,46,5,17,1,90,121,129,False
2,54,39,64,86,49,96,27,82,105,False
21,33,129,95,79,135,28,86,41,19,False
112,39,20,19,67,23,12,21,7,105,True
31,10,40,17,26,15,1,14,102,136,False
112,3,106,54,100,47,20,95,14,129,False
89,19,96,20,85,69,46,36,86,105,False
128,120,96,46,53,21,48,86,20,98,False
46,43,29,65,26,93,120,23,53,121,False
95,26,13,100,96,6,39,28,51,20,True
48,66,96,45,80,17,123,41,23,5,True
23,74,5,40,94,10,87,69,119,6,True
31,95,129,26,17,123,57,105,2,63,True
72,17,69,26,102,46,120,65,100,33,True
46,48,19,26,69,82,138,80,5,11,False
89,55,68,123,137,49,3,121,73,66,True
123,129,105,136,93,98,106,102,26,111,True
14,11,119,46,40,28,85,54,63,113,False
60,123,13,95,121,119,20,74,29,48,True
89,98,104,86,119,41,114,126,123,121,False
46,129,47,26,94,39,10,101,53,49,True
82,86,33,14,95,22,41,26,103,9,False
69,13,123,109,87,33,48,7,86,58,False
69,121,101,137,82,94,106,77,123,119,True
86,72,104,5,11,123,84,42,39,64,True
93,46,129,53,33,18,108,54,123,20,True
63,23,65,98,53,26,97,55,105,48,False
22,26,106,44,129,100,17,48,49,64,False
96,98,58,105,10,48,19,120,102,15,True
128,98,129,41,5,106,21,105,51,108,False
105,25,41,135,128,48,5,100,98,35,False
97,135,128,136,25,95,47,23,19,110,False
5,10,14,106,79,37,74,49,123,95,False
51,13,10,86,49,25,32,119,20,69,True
123,39,48,71,110,21,40,57,136,14,True
57,33,92,98,88,19,135,72,90,62,False
86,90,106,73,26,18,28,19,20,43,False
47,48,137,123,53,80,86,49,27,46,False
5,72,49,23,123,20,29,17,9,48,True
12,121,25,91,14,112,20,104,102,106,False
88,48,123,96,129,105,64,95,69,98,False
49,77,109,73,85,80,21,17,87,10,True
56,86,49,37,112,80,79,1,123,14,True
21,126,38,40,48,18,52,79,96,86,True
56,86,49,112,37,14,80,79,1,123,True
20,29,126,26,48,13,9,72,129,79,False
20,61,108,10,123,19,53,89,21,90,True
96,95,20,49,123,21,105,106,98,109,True
20,33,43,91,136,9,72,49,129,79,False
88,93,106,98,33,20,91,15,112,86,True
31,43,137,65,54,21,96,20,48,35,False
49,14,98,86,75,91,80,10,136,33,True
33,29,126,86,48,94,21,49,58,110,True
53,60,20,120,48,95,123,69,113,19,True
91,106,113,14,5,10,123,49,36,58,True
86,65,46,19,48,41,74,78,27,33,True
