r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
2,51,76,54,102,49,21,98,109,84,True
19,72,129,31,87,27,104,48,6,9,False
10,39,71,20,86,53,19,84,102,80,False
46,14,72,20,21,23,70,26,64,129,False
137,98,21,10,5,16,23,26,25,100,False
21,100,48,35,26,22,46,27,86,96,True
128,96,13,136,10,19,58,101,98,41,True
63,28,121,119,22,91,45,18,135,30,True
14,82,121,126,7,112,120,2,41,5,True
55,39,62,27,10,100,65,87,67,21,True
22,28,45,48,20,35,49,101,64,19,False
30,2,54,126,5,71,23,7,88,82,False
53,107,80,102,64,105,3,14,48,71,False
84,19,21,49,63,50,14,97,26,25,True
74,49,14,8,5,51,69,56,48,64,True
23,78,4,26,5,46,10,110,121,137,False
123,59,48,61,64,14,74,46,5,22,False
110,106,47,135,93,41,49,136,58,21,False
69,11,46,74,5,61,42,39,123,87,False
77,46,19,27,20,123,48,55,17,5,False
35,2,119,64,54,13,86,31,10,38,True
138,120,53,96,51,105,49,121,129,109,True
21,46,100,58,128,73,137,47,51,110,False
65,106,58,46,49,101,120,96,102,10,False
35,86,96,20,48,11,55,26,84,18,False
10,21,96,26,110,22,97,48,65,105,True
46,129,84,25,86,48,19,2,106,21,False
113,19,55,43,84,48,20,49,17,45,False
43,19,136,48,66,20,73,55,90,53,False
63,86,21,84,36,82,17,98,79,112,True
21,98,96,121,110,15,128,19,87,42,True
95,119,29,98,45,41,106,21,40,84,True
6,39,88,98,51,46,102,75,49,112,True
102,3,137,91,48,76,49,20,96,123,True
41,90,129,105,30,65,49,113,26,10,False
78,105,49,21,93,89,79,23,20,14,False
47,88,31,43,98,112,46,49,10,86,True
49,136,45,60,63,120,15,100,69,41,False
94,119,51,33,98,45,106,114,100,21,True
21,136,96,48,35,39,100,112,49,94,True
63,39,129,26,136,58,98,120,105,93,True
93,58,50,26,28,21,136,120,95,98,False
27,10,49,79,48,9,136,60,109,106,False
79,13,98,121,1,75,5,60,45,90,True
97,120,58,80,119,100,54,25,129,5,False
41,26,46,121,49,1,65,27,38,98,True
66,23,113,82,62,5,9,49,109,17,True
40,46,97,18,111,89,104,86,105,49,True
19,74,20,128,48,47,93,135,91,100,True
135,49,79,80,105,26,18,17,129,53,True
10,106,28,86,58,93,17,97,123,105,False
15,100,21,40,45,62,90,93,38,5,True
105,41,38,121,114,53,106,94,78,26,False
58,25,129,26,106,49,98,86,79,59,True
15,28,135,91,123,45,20,69,48,74,False
11,89,2,50,51,137,128,109,86,5,True
123,129,83,21,43,106,41,97,101,53,False
49,93,29,45,64,52,57,8,31,63,True
5,97,80,119,25,10,65,85,39,129,False
109,86,74,14,5,11,56,50,69,121,False
68,106,112,19,82,120,76,128,30,95,True
70,59,21,40,19,112,102,20,48,126,False
13,49,114,11,84,107,121,14,119,97,True
74,49,105,25,136,65,90,98,26,41,False
10,20,19,43,11,14,27,2,25,5,False
21,71,56,109,29,58,25,137,83,48,False
21,50,70,87,71,94,135,114,126,51,True
41,58,40,96,98,129,95,123,121,31,True
41,96,40,98,58,121,31,95,129,123,True
14,72,100,2,13,114,86,11,10,5,False
65,4,97,5,120,93,86,58,90,29,True
46,10,135,26,84,38,106,53,92,48,False
1,39,137,114,105,79,120,69,95,51,True
82,26,17,129,20,43,46,86,49,95,False
23,120,119,81,84,42,28,45,17,9,False
27,128,10,21,86,88,85,39,71,114,True
49,14,20,112,120,19,106,87,38,15,False
84,114,86,11,10,75,17,109,96,3,False
41,60,3,123,82,89,96,79,45,49,False
68,106,86,43,41,73,46,98,72,26,True
46,96,39,71,58,52,11,51,97,123,False
41,49,110,74,121,26,17,10,137,58,False
43,90,114,126,106,87,74,6,62,21,False
74,26,88,21,4,56,104,100,64,27,False
