r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
43,96,42,14,7,62,6,100,53,71,False
39,53,100,60,48,19,114,69,123,121,True
21,32,106,86,45,110,97,20,120,41,False
90,114,82,43,106,37,60,25,86,4,True
123,96,71,18,97,79,88,19,91,40,True
10,49,129,86,5,58,97,105,106,95,False
86,53,32,22,73,26,104,46,25,87,True
123,80,18,110,13,3,28,7,64,70,False
58,80,109,86,74,91,84,13,28,48,True
105,58,10,2,25,35,72,63,36,53,False
119,66,89,97,13,123,14,112,136,113,True
50,2,86,76,25,53,91,98,100,13,False
19,13,56,55,85,128,41,17,105,38,False
87,29,45,128,46,15,129,64,120,105,True
14,21,48,19,20,61,74,109,100,86,True
18,17,55,100,53,112,21,49,123,41,False
79,128,63,25,121,31,48,72,49,11,False
58,129,21,10,123,41,97,86,90,72,True
76,74,54,62,83,96,95,13,9,85,True
21,104,27,22,11,97,48,69,20,65,False
7,55,8,119,85,19,43,48,120,86,True
20,120,33,63,46,58,98,13,10,26,False
20,120,71,112,82,10,106,62,97,123,False
21,18,100,136,64,63,7,121,58,35,False
1,51,44,50,43,106,26,16,102,3,False
10,14,101,100,76,35,95,119,16,71,False
93,137,13,86,105,51,110,106,39,97,True
66,22,137,48,105,64,23,49,123,89,False
8,49,46,9,20,44,23,110,14,40,False
72,45,17,96,111,11,28,22,13,20,False
48,102,45,25,53,49,64,42,43,84,False
119,71,58,88,39,44,110,53,72,22,False
41,14,119,25,121,42,49,100,26,46,False
52,26,48,97,71,18,21,64,47,119,False
42,14,121,3,19,106,4,64,69,26,False
110,10,137,15,19,53,63,129,49,72,False
53,1,129,39,5,8,86,137,25,64,False
20,43,21,69,26,18,23,98,53,121,True
64,112,7,35,56,38,83,10,13,86,True
53,22,18,96,26,73,19,20,58,28,True
110,20,86,13,8,64,123,41,7,65,False
11,70,7,86,119,35,114,27,99,64,False
68,95,137,126,123,110,129,13,4,20,True
82,114,112,92,5,25,137,48,26,53,False
10,137,20,26,25,1,114,112,106,87,False
20,93,19,121,96,112,82,102,72,120,True
54,79,2,19,26,48,86,39,29,84,False
129,90,48,91,121,10,87,123,29,13,False
121,23,123,96,4,120,26,129,45,73,True
82,123,14,20,7,91,61,48,129,121,False
82,69,53,136,50,20,13,109,123,106,True
94,37,98,27,76,123,52,112,35,19,False
123,7,82,14,20,91,129,61,121,48,False
26,47,1,53,102,106,65,55,45,10,False
45,93,98,79,52,77,53,21,26,126,True
45,19,128,137,82,5,95,114,69,123,False
21,79,85,28,120,12,39,112,96,27,False
80,129,20,45,39,21,136,106,10,137,False
53,106,51,29,48,21,23,26,60,58,True
90,73,112,19,45,41,120,121,20,49,False
93,53,40,71,15,89,17,26,58,135,False
128,26,20,137,82,53,73,59,69,123,True
20,26,128,137,82,53,73,59,69,123,False
33,19,9,95,110,73,43,105,136,39,False
21,10,69,86,56,112,19,1,28,121,True
48,20,113,123,96,40,45,25,107,128,True
48,97,7,65,110,26,13,66,129,95,False
104,61,98,112,37,123,43,69,1,91,False
82,1,123,98,31,19,10,84,63,126,True
20,109,49,97,123,83,86,17,69,21,False
33,123,49,25,97,89,69,53,105,13,False
48,39,29,53,112,93,22,97,123,45,False
20,55,51,95,46,17,41,86,98,128,True
105,13,97,82,21,49,37,61,90,5,True
19,48,137,84,74,95,56,69,121,20,True
137,86,58,96,25,5,73,49,15,19,False
51,45,97,13,25,46,95,38,79,72,True
138,53,29,74,84,71,98,10,39,21,False
91,62,48,92,17,43,95,137,119,66,False
66,95,13,23,65,85,123,126,96,48,True
41,90,98,26,20,95,22,102,123,105,False
58,21,120,98,70,88,11,97,100,106,False
95,137,46,65,86,82,96,20,105,106,False
110,98,95,26,97,48,129,46,86,45,False
112,100,48,120,33,26,71,13,41,105,True
63,49,110,21,88,19,42,84,43,45,True
89,25,33,19,58,72,137,96,9,66,False
27,11,14,49,100,84,34,19,55,48,True
138,7,92,86,19,123,97,120,46,21,False
58,39,48,123,29,93,26,129,46,66,False
48,97,103,105,19,109,29,23,20,123,True
52,138,88,21,51,44,104,105,9,126,True
105,104,34,114,5,35,37,70,86,60,False
93,17,129,5,128,90,26,58,14,41,False
41,120,33,69,64,13,66,123,38,63,True
73,98,20,96,110,105,76,95,26,14,False
6,57,101,64,17,49,48,16,90,71,True
94,17,137,123,90,95,13,96,65,110,False
86,46,100,84,60,35,79,48,43,85,False
73,86,121,69,46,106,43,56,100,112,True
45,23,64,81,121,8,28,72,13,20,True
13,66,123,102,93,106,19,83,79,41,True
53,123,25,96,10,18,22,33,66,19,True
123,98,40,71,10,36,112,63,45,43,False
48,21,71,19,45,106,26,78,44,64,False
22,36,59,104,79,71,25,6,86,84,True
14,97,112,123,120,12,28,26,121,106,False
74,14,103,66,119,70,7,71,9,128,False
48,98,137,86,58,10,19,97,56,20,False
25,66,20,46,38,129,98,7,48,128,True
14,6,85,27,106,112,25,44,119,3,True
97,2,123,27,52,128,12,29,64,84,False
17,107,93,15,112,22,26,10,83,4,False
22,71,31,8,20,18,49,21,106,101,False
63,74,46,96,20,35,10,2,19,87,True
10,21,13,64,85,107,72,129,35,53,False
53,16,48,86,84,27,74,1,69,64,False
25,97,31,106,86,83,76,19,38,114,True
48,17,29,26,103,15,120,98,86,20,True
73,26,83,96,7,1,84,14,46,5,True
21,100,26,28,25,72,96,20,39,121,True
42,29,119,22,121,23,69,45,93,64,True
