r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
74,21,42,103,22,9,105,2,48,11,False
71,74,9,42,87,62,20,5,75,54,True
128,67,71,121,114,18,49,64,47,21,False
55,48,1,74,5,104,23,22,18,84,False
79,46,60,11,20,45,80,92,66,52,False
11,31,71,27,39,106,19,41,21,53,False
22,104,74,20,44,114,14,48,106,84,True
19,128,101,18,83,93,40,88,100,36,False
17,69,93,5,110,100,106,52,40,95,False
10,97,26,20,106,76,31,81,129,45,True
105,74,48,98,45,53,11,20,66,33,False
86,25,96,42,84,40,49,5,53,48,True
52,45,48,29,71,18,14,101,40,64,True
5,49,53,40,54,25,2,75,48,84,True
6,137,88,87,91,86,114,17,102,64,False
25,84,75,96,48,5,49,40,54,53,True
48,21,51,119,106,23,45,129,4,26,True
26,96,46,63,20,102,80,92,66,45,False
11,86,8,33,83,25,97,26,74,64,True
104,138,80,86,20,13,26,96,48,84,False
19,90,83,9,136,74,93,86,13,84,True
20,90,96,94,121,54,17,105,66,69,True
69,41,106,84,86,12,114,21,98,31,False
121,137,129,102,20,114,90,53,5,29,True
84,22,35,41,56,110,83,6,129,13,False
31,86,48,99,11,119,75,25,109,137,False
43,100,23,46,105,19,69,28,77,112,False
85,82,42,106,121,69,19,119,20,18,True
61,91,30,20,106,21,99,73,46,85,False
123,11,44,49,5,21,97,90,84,86,False
20,17,54,69,26,53,123,70,96,106,False
15,92,114,66,50,21,56,83,29,36,False
41,114,129,53,86,21,105,2,98,123,False
20,120,69,73,26,7,110,86,129,18,True
1,29,43,45,86,53,120,10,78,123,False
41,120,21,123,20,58,46,114,19,15,True
75,120,129,95,20,51,110,26,70,137,True
25,79,66,98,102,61,21,29,32,40,True
46,69,107,53,105,58,39,70,96,26,True
5,41,15,129,19,22,65,20,97,8,True
10,45,23,19,47,12,65,74,96,20,False
78,96,9,31,98,32,10,105,66,22,True
29,25,48,121,20,19,13,96,36,66,False
114,33,120,105,100,53,106,89,129,123,False
137,65,83,38,21,96,41,15,20,87,False
100,95,96,112,25,13,91,83,137,32,False
98,39,121,18,31,26,75,82,119,100,False
120,121,69,66,109,102,22,48,96,86,False
83,86,120,98,25,20,63,126,97,65,False
82,128,53,29,32,106,28,2,123,86,True
49,25,61,20,136,43,82,110,80,100,False
25,112,66,102,76,58,137,41,17,110,True
123,69,51,49,48,66,98,21,106,96,False
109,45,126,86,97,6,29,13,20,112,False
96,90,95,86,97,54,17,19,92,5,True
28,135,48,20,110,31,95,25,69,19,False
15,120,26,48,100,20,95,106,86,40,True
13,8,65,96,5,20,137,93,123,129,True
119,33,48,74,69,13,26,85,60,41,False
70,86,112,138,14,109,97,120,20,123,False
129,42,25,20,19,21,120,86,110,69,True
45,96,91,23,48,58,120,114,73,123,False
100,53,71,56,25,19,49,26,48,83,False
73,14,64,87,106,71,26,53,104,46,False
96,41,17,65,105,129,46,102,25,26,True
21,91,4,102,121,72,128,14,6,22,False
21,71,13,26,31,98,84,120,60,121,False
44,25,26,104,71,46,38,30,32,64,True
17,68,21,123,96,126,10,65,112,129,True
64,9,49,35,15,107,103,97,43,114,False
98,82,13,26,65,129,35,102,48,123,False
137,54,28,26,79,73,14,21,85,100,True
26,74,109,20,29,45,70,137,129,105,True
17,18,86,14,84,53,69,54,5,114,True
22,46,64,96,31,101,71,14,17,25,True
53,69,54,26,114,76,8,86,14,5,True
105,106,89,98,20,74,110,41,104,53,True
45,96,27,63,126,106,97,64,21,111,False
17,111,41,45,69,23,138,100,21,76,True
98,65,28,95,79,82,106,102,10,86,True
14,83,63,106,48,51,27,22,86,81,True
23,123,18,97,72,31,90,22,11,106,False
28,3,63,38,121,123,14,106,69,33,False
55,109,106,87,105,43,97,19,44,84,True
35,28,105,76,21,45,29,90,95,26,True
19,43,97,84,44,9,49,42,5,14,False
96,48,106,65,20,26,17,8,119,129,True
26,49,45,96,18,11,2,121,39,119,False
110,2,8,11,20,72,104,4,35,5,False
48,29,101,64,19,22,16,26,93,71,True
96,95,53,106,86,20,120,25,121,98,True
26,33,9,7,48,84,86,54,104,71,True
65,69,39,105,63,89,76,110,71,53,True
106,63,96,64,71,41,97,101,49,100,False
84,14,138,77,42,71,48,22,5,90,True
25,74,38,86,53,62,98,65,41,68,False
10,21,100,22,58,106,129,26,48,102,False
136,90,112,25,2,96,41,49,65,62,True
8,69,23,123,83,7,97,51,110,72,False
110,22,20,73,19,21,90,53,26,29,False
57,104,29,10,9,14,87,74,84,53,True
74,21,42,103,22,9,105,2,48,11,False
