r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
110,10,84,71,90,59,112,113,96,68,True
22,26,63,97,100,48,20,72,49,31,True
97,87,26,69,114,65,104,120,136,25,False
98,121,97,109,85,43,12,61,105,19,True
46,29,121,31,39,23,95,101,16,71,False
19,55,70,62,5,35,128,18,96,83,True
10,28,71,76,21,106,31,14,20,42,False
22,14,100,47,119,106,98,95,53,66,False
11,86,38,106,105,41,71,22,119,5,True
7,29,64,76,41,18,27,104,119,21,True
48,19,87,96,5,11,86,69,105,74,True
93,48,2,101,20,73,84,106,65,96,True
11,14,101,20,22,106,64,129,26,48,True
9,14,61,10,86,45,20,43,11,95,False
84,40,35,47,49,128,21,63,26,98,False
58,74,23,73,20,95,106,21,128,19,True
126,10,58,123,96,74,94,129,26,53,True
107,95,45,46,112,26,31,14,29,13,True
53,41,22,135,72,95,137,28,58,105,False
5,78,72,100,76,65,137,49,93,31,False
72,64,48,69,39,105,68,25,42,81,False
96,94,120,26,53,5,106,105,28,93,True
138,73,29,17,68,72,2,42,84,22,True
98,106,65,73,58,41,97,28,121,110,True
14,49,22,121,5,137,53,18,30,11,True
105,23,49,121,41,65,120,73,61,20,False
96,22,16,73,138,92,66,80,83,1,True
20,8,25,26,30,14,5,48,100,22,False
104,83,46,86,94,64,13,96,65,95,False
49,8,98,74,5,35,48,104,37,119,False
26,97,120,72,18,65,25,38,106,51,False
46,129,79,48,84,11,86,98,6,31,True
33,65,135,19,70,110,120,38,123,41,False
48,7,101,20,135,35,5,96,100,71,True
35,5,135,106,19,9,49,121,7,31,True
61,14,19,138,47,94,129,69,26,51,False
100,106,92,105,46,96,119,120,41,45,False
17,49,128,105,41,73,100,21,79,50,True
10,85,106,97,86,119,120,96,138,51,False
59,40,100,21,50,41,26,71,85,74,True
89,79,5,19,137,82,92,88,21,50,False
49,10,100,105,21,73,15,123,85,96,True
66,29,46,86,21,48,100,105,120,135,True
75,119,96,45,13,1,106,98,79,65,False
21,49,112,29,100,106,10,121,60,31,False
46,20,23,65,98,96,26,106,105,93,False
41,25,96,114,66,21,49,135,19,121,True
112,120,48,98,20,75,119,96,126,45,False
73,105,5,120,135,66,65,13,19,46,False
121,71,40,48,106,41,19,69,58,57,True
14,58,49,41,22,123,113,82,96,5,False
46,21,29,51,36,112,120,98,70,91,False
10,123,49,136,59,21,106,26,71,109,False
49,90,61,123,58,113,17,79,14,27,False
20,98,102,60,3,106,10,43,123,21,True
110,25,97,86,23,112,18,13,15,136,False
9,38,20,10,120,21,82,19,43,136,True
65,126,97,89,33,13,58,69,41,72,True
18,69,90,105,58,49,96,77,101,85,False
89,98,86,60,3,112,4,129,58,25,False
54,120,96,65,136,39,135,114,87,86,True
69,90,105,18,58,85,101,77,96,49,True
5,89,13,28,86,64,73,60,105,106,True
121,73,26,137,76,41,138,106,20,135,True
94,46,96,26,85,114,87,120,128,69,True
100,13,47,121,49,60,90,95,51,20,False
