r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
39,49,53,119,21,22,10,47,20,71,True
100,105,98,6,51,25,53,54,123,47,True
26,46,19,97,53,49,67,72,96,123,False
98,106,95,26,121,20,70,36,14,51,True
112,85,96,101,63,25,19,71,123,102,False
10,13,129,26,58,20,39,112,1,19,False
10,76,129,26,66,48,136,90,123,97,False
21,29,54,86,110,129,59,20,123,14,True
66,54,21,106,110,56,29,65,53,49,False
29,105,74,20,48,38,79,106,107,41,False
129,25,64,45,71,70,57,123,113,83,False
48,100,56,137,121,95,26,14,113,58,False
30,69,93,36,64,28,95,39,123,121,False
1,53,72,97,23,41,104,26,98,64,True
96,3,20,70,25,73,76,121,123,29,False
41,112,43,100,53,13,138,20,110,71,False
106,14,10,34,20,76,26,28,19,63,True
43,20,74,107,95,102,128,86,10,45,True
97,38,19,119,21,120,20,58,6,129,True
23,46,98,65,102,63,53,96,21,22,False
79,19,43,63,13,100,17,20,40,10,False
41,20,39,97,123,21,23,96,110,51,True
10,96,123,66,39,53,19,128,13,95,True
110,19,44,97,53,41,106,38,26,58,False
91,80,136,126,3,5,86,22,114,11,True
64,86,22,93,35,53,4,66,13,14,False
13,20,46,14,26,71,86,25,1,5,True
128,102,14,41,68,98,119,6,40,75,False
106,105,21,108,26,20,48,107,17,112,False
89,102,45,58,13,10,63,136,86,35,True
106,41,98,53,31,25,119,69,48,83,True
82,14,47,45,84,120,70,53,69,85,False
41,96,92,58,13,45,48,21,86,106,True
20,65,129,74,89,13,21,28,123,53,True
35,123,88,20,41,95,26,97,65,5,False
10,79,43,23,20,6,21,78,64,98,True
73,65,45,106,96,18,79,49,121,97,False
106,30,48,79,136,12,85,78,39,105,True
46,13,71,79,64,10,7,35,40,123,False
93,96,27,21,90,41,43,17,112,83,True
57,65,5,120,137,10,87,23,26,98,False
73,123,47,75,2,128,30,49,19,1,False
112,10,49,85,96,48,25,19,20,64,True
123,78,21,13,85,105,92,89,69,128,False
6,29,105,112,106,21,120,57,123,66,False
85,78,21,13,123,105,92,89,69,128,True
95,110,19,9,137,41,53,105,106,96,False
70,9,36,77,51,89,106,19,112,20,False
123,96,50,105,12,114,92,98,29,45,False
109,60,45,135,5,128,48,111,28,84,False
45,120,82,102,65,5,53,95,19,97,True
10,13,69,86,110,41,33,138,20,49,True
6,72,98,51,91,128,86,63,83,20,True
1,52,26,29,85,112,102,83,128,10,False
67,22,28,111,26,54,101,96,75,120,False
48,74,53,72,129,70,137,28,79,58,True
120,10,129,65,20,105,74,45,29,41,True
63,27,93,97,49,21,101,113,23,45,True
112,38,100,49,59,17,23,121,20,93,True
41,17,96,121,31,54,14,43,30,40,True
48,21,29,65,100,128,120,66,129,93,True
36,1,64,65,29,75,62,76,43,14,True
95,46,65,105,97,41,90,43,19,26,False
79,49,121,95,96,76,21,27,47,28,False
49,79,95,96,121,21,27,47,28,76,True
108,21,126,26,63,22,20,71,70,75,False
48,86,14,26,33,98,105,72,106,121,False
26,23,66,137,48,96,120,86,41,105,True
95,90,129,128,45,48,120,19,58,20,False
22,85,25,65,120,101,46,2,121,104,True
4,119,69,53,80,20,106,96,21,112,False
13,58,69,10,20,15,121,29,19,71,True
4,19,11,85,22,93,53,17,135,27,False
5,123,129,90,10,21,106,113,65,95,True
39,26,8,19,104,45,62,106,57,114,False
66,23,69,100,48,53,106,10,96,90,True
79,70,27,102,36,123,21,14,25,51,False
49,29,6,53,86,93,98,64,2,22,False
70,137,28,65,20,89,121,106,86,98,False
58,49,129,65,10,53,48,120,79,60,True
5,26,38,49,46,105,97,113,100,67,True
51,119,71,70,9,105,21,61,39,14,False
105,126,8,96,79,41,53,45,39,129,False
74,67,5,123,108,12,105,62,2,45,False
58,97,1,25,100,14,27,84,102,112,False
123,23,50,92,80,69,102,26,54,20,True
10,119,17,129,100,36,70,86,85,76,True
5,65,129,46,10,58,120,112,96,41,True
18,20,19,86,97,21,23,137,26,128,True
123,13,51,96,48,10,53,20,23,29,False
13,121,19,69,41,123,89,17,79,80,True
21,123,85,15,25,14,136,121,43,77,False
49,26,129,112,41,105,97,67,62,113,False
83,26,78,49,10,9,113,79,97,82,True
86,94,106,66,14,82,69,105,58,93,False
47,42,26,45,25,114,106,104,79,101,False
48,90,51,26,96,41,78,86,13,65,False
62,23,112,98,67,3,123,137,120,41,True
120,86,129,66,82,105,97,73,7,47,False
28,10,112,26,19,25,93,119,69,9,False
46,26,98,51,106,25,20,128,64,29,True
119,128,95,96,74,98,106,85,46,86,True
58,46,70,105,97,90,120,86,96,67,True
66,126,73,123,97,58,13,79,96,41,False
53,106,33,19,10,22,72,96,65,41,True
10,120,20,7,45,72,51,69,21,23,True
25,56,100,112,7,60,95,111,123,39,False
72,82,19,47,20,106,28,79,27,95,True
36,47,83,100,21,20,89,14,137,5,True
53,17,129,79,70,20,39,41,21,71,False
12,33,21,88,112,26,51,47,41,61,True
79,23,68,80,10,120,20,96,71,21,True
56,96,13,10,53,66,41,97,20,106,True
106,112,129,1,69,42,80,53,105,96,False
60,33,28,30,90,135,86,73,74,56,True
