r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
86,65,46,19,48,41,74,78,27,33,True
5,35,16,10,86,128,62,20,51,41,True
53,126,25,98,100,123,106,29,10,86,True
46,85,97,53,50,12,26,69,20,120,False
49,48,21,40,64,25,69,22,123,63,True
10,86,14,27,26,59,75,35,33,5,False
123,96,110,13,48,86,120,1,28,66,False
75,135,11,20,63,22,8,87,62,110,False
123,96,110,13,48,86,1,120,28,66,True
10,69,86,121,39,80,75,71,45,123,True
128,72,101,84,21,39,96,30,9,95,False
112,78,35,19,46,63,13,137,26,33,False
18,62,39,21,5,10,86,11,114,84,True
27,69,83,35,72,38,74,19,26,10,False
23,20,69,4,105,7,71,74,121,42,False
63,71,46,102,121,17,48,96,27,5,False
114,43,105,61,26,5,14,86,35,81,True
94,112,96,40,129,21,19,69,26,48,False
97,14,86,119,70,105,22,98,53,94,True
94,49,46,26,5,25,77,27,80,88,False
106,26,71,81,121,18,28,27,64,47,False
49,40,25,102,26,84,119,48,39,5,True
2,86,17,53,10,48,26,5,11,104,False
123,105,28,126,41,93,31,98,74,107,True
11,96,20,9,76,74,3,72,98,48,False
73,84,121,11,97,53,55,106,86,10,True
14,13,48,138,53,71,121,21,70,84,False
23,69,45,63,100,41,21,71,84,128,False
120,58,112,98,70,102,26,14,101,84,True
84,121,65,110,70,86,19,71,114,83,False
19,101,14,93,20,48,29,121,58,39,False
2,52,19,30,21,48,114,20,84,102,True
86,40,74,18,20,88,7,90,104,10,False
93,101,22,97,21,106,19,49,42,64,True
26,84,8,14,121,20,129,61,19,21,True
17,43,14,19,20,42,98,26,72,80,False
95,17,21,20,69,84,51,98,25,43,True
21,53,114,29,20,44,90,49,26,75,False
106,93,26,20,82,53,98,14,69,30,False
74,86,98,41,83,30,123,106,80,64,True
53,58,119,2,46,120,26,49,9,48,True
25,20,98,95,53,46,58,86,67,2,True
28,82,50,119,113,49,46,25,68,26,True
95,97,91,65,60,41,123,22,112,102,False
71,20,11,41,84,14,8,39,86,5,True
14,72,22,86,40,19,129,5,44,107,True
19,84,96,13,6,69,1,11,5,26,True
78,65,47,48,105,95,13,100,123,29,True
14,86,104,22,48,64,101,95,97,29,False
92,20,35,18,49,20,35,42,20,43,True
128,20,39,49,48,31,86,55,70,11,True
112,106,96,123,94,10,120,69,20,33,True
20,90,98,86,94,4,74,15,22,26,True
136,120,43,10,53,46,98,65,100,85,False
80,112,69,123,1,94,91,90,136,58,True
84,33,90,49,86,16,41,105,20,113,True
49,82,15,100,58,27,102,80,63,123,False
84,76,83,138,21,95,75,15,35,123,False
105,45,16,95,50,123,73,129,86,106,True
4,37,15,136,36,93,106,86,129,20,False
123,58,135,14,50,21,48,129,5,35,False
20,73,13,53,21,18,126,96,26,79,True
94,49,40,123,36,58,106,79,69,129,True
11,49,114,74,86,105,16,98,123,93,False
48,120,55,96,26,104,74,83,53,46,False
20,73,13,86,63,95,126,129,21,105,True
48,106,123,66,97,10,21,13,45,14,True
96,17,41,86,68,46,98,38,5,26,True
27,18,59,98,19,93,90,96,17,45,True
123,95,105,69,120,79,129,61,82,21,True
5,19,82,106,4,20,120,86,104,48,False
49,88,128,35,114,93,14,9,119,11,False
5,63,13,29,26,95,65,105,98,19,True
46,75,19,76,90,104,14,109,25,5,False
93,26,13,58,129,38,21,5,10,120,False
