r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
32,26,48,17,27,9,89,25,100,69,True
93,97,20,26,22,74,19,94,100,128,True
61,32,33,48,85,9,20,12,2,74,True
112,113,69,136,45,26,1,60,40,49,True
61,43,49,51,73,21,97,22,8,27,True
21,103,50,12,20,6,28,121,31,19,True
26,17,64,78,1,33,39,58,94,51,False
71,114,86,106,5,121,2,13,84,48,True
47,102,20,40,79,86,17,71,44,85,True
10,14,86,64,22,23,11,72,28,71,True
14,51,112,84,17,10,106,49,3,121,True
48,80,20,66,129,46,86,110,96,67,True
14,86,114,106,5,18,48,72,17,83,False
63,49,71,21,119,22,101,70,84,64,True
74,51,58,114,38,17,26,11,85,112,False
137,136,49,63,20,47,6,123,72,29,True
56,107,113,71,49,93,98,137,8,5,False
19,64,95,129,31,48,96,101,45,47,True
112,86,106,2,18,104,14,31,48,25,True
69,82,95,137,85,5,46,79,71,7,True
25,49,76,71,3,106,45,93,57,26,True
14,104,25,119,76,98,87,39,53,46,True
86,69,30,53,46,3,51,42,2,35,True
62,78,86,25,8,85,119,49,14,95,True
18,43,51,65,112,47,48,85,26,137,True
79,48,22,86,98,62,104,70,25,114,True
48,114,79,28,26,44,49,75,121,55,True
105,23,95,21,53,40,27,69,77,114,False
22,48,98,14,26,85,38,49,70,105,False
48,53,126,121,137,26,74,10,135,20,True
14,10,25,69,66,74,5,98,11,1,True
33,100,26,107,48,65,46,22,69,53,False
96,120,26,82,112,4,106,69,20,66,True
114,26,22,84,55,23,48,82,21,86,False
96,120,41,72,110,10,106,78,26,20,False
15,129,3,9,106,44,5,49,53,25,False
128,136,86,97,83,80,106,138,85,78,False
138,74,121,49,93,19,29,53,32,31,True
138,49,121,21,103,50,97,95,86,31,False
79,106,20,29,10,93,112,36,96,105,True
47,19,30,112,75,57,29,68,86,98,True
49,53,22,136,89,26,18,15,108,123,False
48,26,71,20,45,112,136,96,36,10,False
45,98,73,14,86,75,20,137,91,106,False
48,123,137,47,5,9,49,98,15,100,False
46,72,5,91,50,41,106,58,98,26,True
21,35,29,86,48,109,104,26,85,74,True
136,96,128,74,63,20,17,65,28,73,False
48,17,96,53,5,9,73,49,98,79,True
14,100,21,80,121,53,86,43,10,74,False
112,120,49,113,66,82,29,30,123,98,True
78,106,41,105,123,20,46,19,63,93,False
60,106,48,21,101,66,120,98,10,121,True
89,74,100,79,96,14,25,23,136,21,False
123,80,49,54,121,101,40,15,96,106,True
107,25,96,46,5,19,98,93,18,20,True
5,18,50,19,47,89,110,26,98,13,False
8,14,20,126,31,107,21,103,46,26,False
93,26,21,25,121,49,129,41,33,83,True
98,109,5,112,120,106,113,45,137,84,False
123,48,86,96,106,58,38,82,46,66,False
26,97,104,110,15,49,106,65,68,1,False
128,19,9,114,136,25,49,101,58,40,True
94,17,96,105,53,20,18,38,87,43,True
112,69,10,53,5,109,47,26,104,20,True
123,48,49,28,85,86,76,1,64,69,True
35,101,48,20,38,49,50,123,5,95,True
9,35,121,100,71,25,64,48,43,7,False
54,106,135,20,9,66,94,129,119,13,False
10,11,84,14,5,69,93,88,25,86,False
53,76,63,136,129,105,98,120,58,93,True
123,35,2,102,112,137,85,46,72,20,False
25,129,86,100,21,47,68,113,42,27,True
84,17,21,35,76,58,73,10,88,33,False
39,27,23,5,41,105,28,93,97,33,True
28,14,138,25,121,21,96,40,39,95,False
129,72,35,5,86,20,57,45,13,46,False
66,95,47,26,13,46,106,97,53,27,True
22,101,69,5,44,88,42,49,83,112,False
76,96,101,41,112,105,25,93,26,49,False
61,103,6,14,110,84,86,114,10,11,True
20,86,38,48,126,12,98,21,19,121,True
19,129,25,18,121,120,48,106,86,5,False
37,20,42,29,11,74,31,41,129,123,True
34,62,121,11,119,14,136,88,27,44,True
98,17,86,48,84,97,106,3,105,114,True
17,101,114,123,97,48,64,36,135,9,True
123,3,16,120,65,21,39,86,96,136,False
46,13,58,78,86,19,47,137,67,110,True
61,31,43,6,112,19,60,68,26,48,True
32,53,22,48,84,42,74,85,46,21,True
10,13,129,30,19,49,95,20,14,45,True
21,2,101,37,128,120,80,11,86,83,True
26,46,129,1,84,83,25,94,105,33,True
23,62,19,10,55,112,21,41,2,5,True
23,4,64,49,87,70,111,104,71,112,False
23,29,26,53,56,97,112,28,31,8,True
114,5,43,17,8,83,86,39,96,10,True
60,44,101,77,15,54,94,43,96,93,True
18,5,49,129,112,106,64,26,48,28,True
104,93,62,26,85,22,137,14,101,4,True
63,25,86,58,49,21,70,36,5,121,True
63,97,86,53,96,39,102,10,26,98,False
86,26,97,18,35,56,80,48,11,14,False
56,69,98,1,5,71,74,97,26,95,True
49,58,93,101,96,95,22,106,26,121,True
21,107,19,26,18,80,40,11,56,8,True
54,129,21,123,128,13,110,67,26,137,False
114,93,135,86,26,73,106,9,20,80,True
