r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
60,33,28,30,90,135,86,73,74,56,True
85,19,47,6,51,28,126,63,111,26,True
20,13,112,100,7,93,29,79,45,61,True
46,20,53,29,102,41,113,106,105,121,True
51,21,106,40,69,57,83,17,26,10,False
71,17,123,93,92,120,19,48,30,43,False
96,13,10,101,110,85,102,21,55,106,True
39,85,97,26,48,49,109,20,112,128,True
20,35,107,43,14,73,21,39,100,26,True
10,45,47,100,129,26,73,21,71,39,True
123,25,69,106,40,63,98,85,96,101,False
53,19,20,96,48,26,93,87,69,120,True
98,82,48,123,30,11,21,106,100,85,True
96,17,1,53,20,67,19,98,65,51,False
42,71,47,129,5,83,106,43,100,41,False
58,126,43,112,14,65,105,29,95,74,False
4,80,21,90,86,20,97,73,79,74,False
129,20,101,106,4,97,83,26,114,93,False
19,79,78,13,25,15,94,26,123,51,True
53,2,105,8,47,70,29,20,123,106,True
121,120,28,94,14,58,89,33,13,100,False
83,69,59,86,25,121,105,90,96,82,False
90,102,69,53,123,112,126,20,42,26,False
71,6,119,74,5,9,14,12,80,75,True
110,97,8,20,13,69,30,74,86,41,False
20,39,129,58,95,83,65,15,123,17,True
26,43,85,65,41,83,70,106,128,47,False
123,114,30,74,47,102,22,19,43,63,False
1,13,98,20,58,105,10,33,72,23,False
98,53,96,111,21,102,43,26,48,19,False
74,71,68,1,100,61,82,98,123,45,False
135,76,102,94,34,14,16,21,110,43,True
69,14,39,20,10,45,106,15,70,100,True
51,36,129,105,95,66,138,21,19,23,False
106,112,45,100,93,46,126,78,53,83,True
29,20,27,13,54,98,41,30,101,107,True
103,109,26,106,83,5,48,56,14,11,False
5,14,8,22,56,35,86,10,13,84,False
35,109,98,83,86,112,43,10,96,5,False
74,44,19,43,20,35,69,6,84,26,True
109,112,64,20,103,10,126,85,55,21,False
108,94,72,26,120,8,69,112,58,49,False
95,2,46,123,58,21,13,15,19,66,False
112,83,22,7,123,35,86,25,19,64,True
45,98,47,31,39,83,106,10,129,21,False
102,33,112,58,49,55,93,79,120,26,True
46,47,96,123,53,49,95,29,26,20,True
25,137,86,35,83,1,123,7,97,98,False
14,86,128,32,31,79,85,70,2,25,False
48,19,101,66,129,41,90,110,96,123,True
17,12,135,98,106,22,3,102,75,136,True
48,106,97,86,20,12,19,96,66,121,False
98,84,121,41,83,43,114,85,53,10,True
30,104,39,100,20,33,86,62,14,1,False
25,26,2,51,76,104,128,31,114,123,True
21,82,105,96,123,109,106,19,72,20,False
47,39,51,21,46,23,82,45,1,69,True
48,106,98,86,100,46,17,129,123,53,True
112,28,48,21,123,80,78,87,105,4,True
58,78,37,96,67,25,128,49,16,51,True
48,45,120,28,20,14,106,10,26,53,True
10,33,45,14,98,112,1,123,39,96,True
48,13,26,20,129,105,46,45,55,109,False
10,61,69,87,85,94,71,119,29,90,False
83,28,74,65,62,26,39,109,108,7,True
10,20,106,112,96,73,105,5,59,98,False
48,120,86,20,96,105,46,121,129,93,False
10,21,29,51,36,71,48,61,60,123,True
93,59,29,53,83,96,10,9,27,106,False
106,45,123,46,83,20,119,97,49,95,False
4,63,23,112,26,86,41,98,120,65,False
93,105,106,97,123,73,86,58,120,137,False
123,126,121,55,41,48,13,65,20,129,False
119,4,69,128,17,85,112,60,94,90,True
53,17,67,26,47,97,82,20,48,123,True
4,23,26,63,112,86,120,41,98,65,True
136,18,38,21,106,10,27,25,88,97,True
3,123,97,13,95,19,89,74,86,83,False
110,120,82,105,97,38,17,26,93,53,True
112,90,97,73,110,47,113,45,98,29,True
112,90,110,73,97,113,47,29,45,98,False
41,68,106,26,55,105,120,38,48,20,True
88,10,27,102,74,120,25,45,98,100,False
41,19,137,105,20,48,129,13,123,58,True
97,46,45,41,86,136,13,98,26,25,True
64,106,33,123,67,84,105,135,49,48,False
49,20,21,28,86,27,96,95,53,13,False
77,119,53,63,102,105,129,98,47,100,True
12,3,126,121,14,65,106,129,86,93,False
15,101,112,78,20,26,70,11,137,92,True
46,49,129,26,20,41,13,96,123,58,False
63,106,96,105,100,95,20,13,128,129,False
15,17,26,48,100,58,106,79,70,97,False
82,20,120,88,45,21,106,129,26,58,False
19,26,86,10,16,97,119,14,75,67,False
51,104,25,110,47,22,99,30,65,41,False
62,39,112,96,67,51,120,89,123,21,True
105,13,56,89,100,45,31,41,38,74,True
35,60,71,20,48,9,18,31,49,53,True
26,44,71,85,46,86,104,100,112,25,True
5,120,73,123,129,33,17,58,41,19,False
123,41,9,20,126,86,120,1,69,66,False
74,48,86,135,114,39,57,26,109,21,True
53,60,102,46,30,72,14,81,57,26,True
25,96,9,26,41,22,101,46,28,100,True
48,21,7,39,20,15,5,53,109,11,True
2,22,25,1,5,39,31,53,18,27,False
58,120,86,43,41,46,23,98,26,66,True
96,120,110,73,65,112,48,106,123,97,False
19,113,21,14,102,16,119,64,3,97,True
