r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
78,106,51,10,105,1,120,129,86,26,True
86,123,97,10,13,110,105,74,129,41,True
11,75,104,85,42,43,71,58,46,27,True
97,49,71,9,64,74,18,69,79,88,True
48,120,96,45,86,66,98,41,105,137,False
48,104,53,80,26,71,14,120,85,46,False
76,14,48,45,71,25,49,64,39,121,False
48,22,75,37,16,73,84,71,11,53,False
8,49,45,119,128,19,101,4,135,20,False
106,26,28,72,20,48,21,27,45,49,True
53,99,13,85,48,41,22,69,46,83,True
104,22,106,83,10,53,46,126,71,5,True
29,65,87,27,46,69,22,70,25,97,True
110,46,13,83,22,2,106,88,48,5,True
48,121,120,49,85,82,123,58,69,107,True
72,14,10,86,31,11,119,98,6,84,False
74,136,69,58,92,26,106,94,97,85,True
46,26,93,69,64,106,70,49,86,83,False
53,73,17,49,121,123,109,20,28,96,True
41,136,106,21,5,95,74,2,121,84,True
95,25,57,86,5,1,88,112,84,13,True
43,109,88,65,49,100,98,21,102,110,False
1,96,128,79,84,36,56,85,43,88,True
98,51,72,128,114,13,76,33,123,79,False
121,106,49,123,73,33,51,100,25,98,True
10,37,96,19,51,65,13,89,29,53,True
21,39,49,19,20,43,48,129,119,105,True
63,86,65,35,82,70,38,97,103,123,False
1,25,31,20,29,83,39,97,86,70,False
39,19,41,137,68,113,102,5,45,98,False
121,69,21,26,71,60,86,25,48,51,False
25,106,15,119,65,49,54,79,98,53,True
21,49,113,7,45,14,112,17,79,96,True
82,119,29,36,51,12,79,120,112,96,True
31,36,121,38,63,120,53,15,80,91,True
98,35,20,69,86,94,21,51,76,96,False
26,49,5,95,135,21,58,106,105,28,True
13,1,14,20,26,112,76,60,88,41,True
54,58,120,98,86,89,15,5,26,14,False
36,128,112,69,4,47,42,56,21,85,True
123,97,129,121,59,9,19,98,73,39,False
126,10,96,79,123,19,26,21,29,48,True
43,96,42,14,7,62,6,100,53,71,False
