r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
87,57,95,123,97,53,96,105,106,94,False
21,6,136,38,74,29,19,53,41,26,False
26,137,49,121,32,53,90,78,41,20,True
79,97,105,109,98,75,76,95,65,49,True
28,21,121,12,100,106,136,96,112,109,False
120,114,97,48,65,53,82,121,137,19,False
72,113,63,26,14,58,98,105,49,21,True
105,10,97,26,46,21,136,120,20,60,False
53,120,63,26,29,119,106,65,98,10,True
29,47,40,59,58,126,5,63,22,74,True
48,49,96,123,64,119,129,53,54,39,True
55,114,51,44,22,76,21,72,30,41,True
5,106,27,2,70,20,19,114,75,55,False
36,96,112,19,41,129,61,46,21,123,False
110,49,96,105,10,53,43,41,123,97,True
48,49,76,68,53,58,104,17,89,105,False
23,29,135,9,18,98,6,14,26,66,True
69,14,10,19,53,50,22,85,104,8,False
21,96,30,39,36,58,14,95,90,98,True
66,78,17,10,45,106,138,98,93,75,True
98,100,75,25,13,88,97,35,3,44,False
30,25,20,42,41,9,71,19,35,53,False
120,96,114,112,66,4,84,20,71,76,True
123,49,73,20,48,82,53,70,69,31,False
58,48,1,26,14,21,86,114,120,71,True
135,25,13,20,136,58,129,120,41,105,False
74,26,70,53,62,13,49,101,100,42,True
72,84,26,13,96,99,29,1,88,86,False
74,53,26,62,70,13,49,101,42,100,False
128,47,58,19,10,49,21,80,123,68,False
72,105,69,106,20,19,1,33,123,113,True
39,96,74,58,41,23,107,20,15,102,True
32,104,48,19,20,36,86,38,68,70,True
46,49,71,119,39,9,64,21,48,72,True
53,39,20,7,37,135,112,17,40,5,False
123,93,97,86,82,41,114,78,26,20,False
36,87,121,104,25,21,61,54,86,62,False
128,12,29,101,71,70,49,27,20,52,False
62,86,2,67,105,46,57,20,7,29,False
11,63,28,80,69,48,17,50,27,77,True
112,53,137,26,106,7,69,72,95,31,True
23,26,29,67,22,10,49,64,21,106,True
48,17,102,51,2,42,14,71,100,69,False
11,64,100,126,121,106,129,45,53,42,False
53,40,97,120,30,98,41,123,69,79,True
49,128,1,71,123,48,97,101,84,19,False
97,14,28,91,45,59,94,123,29,37,False
106,69,43,20,9,53,28,42,25,31,False
53,71,54,107,5,121,46,99,25,110,False
51,10,21,100,25,87,35,15,86,16,False
64,7,35,113,19,14,10,86,39,5,False
99,41,10,5,66,7,95,62,64,25,False
4,137,69,105,45,1,17,72,86,120,False
15,54,49,62,64,36,70,86,78,26,True
102,106,20,98,123,23,4,40,53,136,True
7,96,74,48,31,22,123,112,55,41,False
48,88,20,21,106,54,22,69,86,102,True
97,18,72,110,106,19,101,41,120,51,False
70,43,86,5,22,21,7,35,40,20,True
96,86,123,10,74,105,46,13,69,102,True
41,120,66,123,97,10,129,106,86,65,True
129,105,83,59,95,77,15,123,120,102,False
93,28,120,123,20,10,100,17,86,96,True
66,39,95,100,91,1,112,106,5,97,False
93,121,114,71,106,19,112,49,21,10,False
94,39,123,66,28,95,20,46,19,128,True
26,48,19,86,110,41,20,53,43,23,False
114,106,58,96,48,12,90,21,112,20,True
53,74,20,137,73,96,17,49,123,48,False
114,106,138,70,49,63,90,95,97,123,False
86,126,45,137,73,119,17,20,49,48,False
120,60,21,26,66,138,106,136,10,59,True
110,13,26,49,41,128,17,45,96,73,False
73,38,66,53,48,21,27,77,69,102,True
69,112,46,2,49,48,96,84,105,26,False
57,120,112,101,49,88,46,20,29,74,True
12,98,31,121,43,91,3,138,129,36,True
66,123,25,104,48,69,102,28,110,106,False
12,31,121,43,98,91,138,3,129,36,False
97,15,121,32,53,23,45,16,51,72,True
40,71,42,98,53,97,87,19,96,48,True
21,71,121,93,101,106,129,79,53,54,False
138,48,136,104,74,106,40,93,26,69,True
41,137,129,128,65,110,9,97,82,120,False
69,126,71,53,41,119,129,62,51,25,False
14,21,19,50,41,137,26,69,42,101,False
97,55,87,82,48,84,41,71,25,53,False
20,106,14,21,123,109,9,110,69,19,False
17,94,105,129,66,74,137,65,83,95,True
20,43,105,137,56,106,119,95,99,136,True
88,86,13,21,104,81,63,18,23,87,True
38,48,20,86,107,21,72,96,17,3,True
22,109,38,86,37,62,58,71,102,138,True
21,49,9,58,63,52,70,29,84,79,True
23,51,2,5,10,74,86,25,96,20,True
66,121,120,69,114,48,86,29,106,20,False
78,106,51,10,105,1,120,129,86,26,True
