r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
19,113,21,14,102,16,119,64,3,97,True
6,40,21,20,33,19,43,72,48,58,False
14,4,17,75,5,81,35,48,20,62,False
22,2,86,135,48,128,97,10,121,20,False
86,2,54,138,111,19,40,51,59,83,False
84,49,23,123,48,20,58,129,114,10,True
23,48,103,128,86,106,71,75,81,84,True
22,52,6,86,85,110,43,54,74,83,False
51,90,86,19,10,58,123,97,106,48,True
121,47,55,128,60,91,14,100,51,8,True
17,123,98,41,58,46,113,45,71,105,True
19,120,49,1,90,128,29,101,51,4,True
46,9,100,2,120,70,49,19,26,5,True
10,60,106,84,105,46,96,119,19,26,False
23,62,123,67,102,106,26,129,95,45,False
74,63,19,46,123,120,53,96,109,5,False
84,62,129,20,48,58,123,49,39,10,False
35,26,6,84,96,86,74,102,109,64,True
31,25,86,48,71,99,30,10,13,37,False
2,10,25,26,5,69,86,11,112,84,False
91,49,96,123,8,23,46,69,121,135,True
121,8,25,137,75,9,6,45,129,5,True
90,109,71,123,51,20,13,137,121,102,False
15,7,63,46,5,119,41,78,83,74,True
20,123,96,95,23,106,58,19,33,46,False
110,114,129,74,18,101,41,106,123,120,False
29,26,83,120,10,106,101,96,93,105,True
95,21,96,17,22,97,26,10,112,31,True
70,37,107,19,46,59,54,84,15,56,True
22,26,112,70,129,100,13,21,29,11,True
10,69,71,86,83,93,7,74,84,106,False
85,10,23,123,128,48,73,61,21,87,False
21,96,94,83,39,79,49,48,20,98,False
92,4,105,71,74,48,98,66,28,123,False
1,66,19,92,120,100,90,53,97,48,True
17,27,112,51,93,136,123,13,102,91,True
64,71,11,87,96,128,31,78,15,32,True
10,85,96,119,106,123,8,92,19,74,False
61,15,66,90,123,120,69,5,10,20,True
112,51,128,20,72,69,123,39,71,109,False
20,13,105,129,46,48,19,123,85,96,False
123,113,85,19,84,41,74,105,69,26,False
65,106,6,112,78,10,14,27,114,45,False
21,100,55,51,76,89,75,26,29,137,True
58,106,105,129,10,41,17,96,37,43,True
95,110,17,123,97,10,15,96,86,20,False
82,26,19,112,40,105,98,47,120,84,False
10,19,97,123,20,109,53,106,105,29,True
119,120,129,123,18,43,89,19,20,33,False
22,79,26,109,57,83,48,46,88,20,False
89,26,14,128,19,21,123,102,85,120,True
86,36,113,110,20,47,67,45,98,100,False
41,26,106,123,50,73,114,96,86,20,True
100,90,53,129,25,15,70,65,96,58,True
93,17,96,110,58,20,63,45,106,137,False
70,47,100,45,20,88,110,69,80,120,False
55,84,79,13,138,30,114,106,65,108,True
48,19,97,123,105,20,26,13,102,38,True
129,86,13,20,89,48,65,120,26,60,False
128,21,79,29,51,123,96,80,45,14,True
10,121,13,135,71,97,3,112,93,76,True
27,93,53,102,126,20,17,98,96,48,True
65,73,121,28,11,123,66,78,10,57,False
100,10,69,86,19,52,26,71,85,6,True
45,121,48,64,71,20,32,53,25,80,False
32,83,97,45,90,21,51,120,23,112,False
112,25,71,46,53,120,12,27,69,121,True
106,29,20,58,35,128,51,81,69,121,True
