r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
19,72,51,69,26,64,39,48,28,112,True
5,109,14,16,17,69,48,57,71,63,False
100,120,8,27,9,126,97,86,48,20,False
50,96,4,23,112,106,48,19,21,20,True
123,48,20,62,5,88,86,126,28,11,False
21,2,101,13,58,19,93,14,26,135,False
45,120,70,5,49,13,129,86,93,26,False
46,2,101,34,5,26,48,38,53,65,False
39,105,96,110,109,35,64,26,71,48,True
18,28,96,26,121,73,120,129,20,53,True
35,26,48,71,64,49,20,119,135,19,True
135,19,82,46,50,104,54,11,20,86,False
67,15,129,101,121,41,21,98,65,5,False
97,6,22,86,88,110,20,11,84,10,True
21,106,135,19,5,48,43,97,123,79,False
35,74,100,69,128,18,126,86,94,108,False
19,103,48,129,84,6,14,82,86,69,True
43,23,10,19,53,86,13,129,1,58,False
33,96,113,48,86,18,69,26,17,112,False
93,23,96,123,45,41,120,98,26,65,False
86,96,25,46,5,14,8,49,98,56,False
86,13,29,82,5,105,59,129,95,26,False
95,73,120,123,5,18,110,102,39,26,True
26,68,82,11,48,46,14,97,5,9,False
126,90,93,105,58,96,101,47,20,4,True
10,135,5,123,128,65,64,80,1,49,False
95,126,129,123,121,65,96,13,18,51,False
114,92,120,20,48,105,126,135,21,121,False
36,110,20,76,16,70,106,129,128,53,True
79,12,29,90,25,93,105,9,50,49,True
84,37,126,45,49,41,96,61,123,79,False
13,96,5,105,70,49,21,54,121,19,False
94,30,76,69,26,54,64,128,28,35,False
61,21,96,45,36,65,49,20,123,48,True
106,41,16,87,30,13,54,19,26,97,False
98,26,121,70,76,105,68,2,35,41,True
137,70,128,50,64,2,113,35,14,86,True
69,25,123,26,114,82,37,90,86,47,False
65,93,20,98,46,48,102,26,123,13,True
81,58,86,98,135,21,65,17,20,48,False
26,20,92,89,29,112,69,39,41,111,True
23,95,53,121,97,123,1,112,2,64,True
128,123,13,12,96,110,93,20,120,71,False
53,113,1,86,28,26,15,123,13,69,True
30,26,48,2,13,121,71,34,54,20,True
41,71,106,5,53,79,98,123,60,10,False
67,105,74,75,97,82,28,41,14,86,False
45,57,20,10,97,50,14,99,26,95,True
79,19,129,33,36,21,70,2,75,13,True
36,104,120,111,121,113,102,91,41,105,True
100,123,96,138,120,90,95,28,121,26,True
49,67,26,74,20,96,86,93,13,121,False
11,86,15,58,35,13,70,19,26,97,False
105,49,67,50,69,80,1,87,20,102,True
126,27,121,71,95,2,70,112,123,64,False
128,28,26,106,18,11,68,25,98,86,True
101,98,49,48,27,86,96,82,20,1,False
114,71,136,112,83,13,59,111,14,84,True
21,86,26,4,120,49,61,65,98,58,False
95,110,129,121,98,96,128,138,84,25,False
89,47,102,20,79,100,40,4,39,49,False
85,94,20,71,90,120,123,49,30,43,True
86,49,79,97,98,48,123,26,102,13,False
123,38,121,12,71,21,13,136,91,100,True
14,13,20,56,123,21,136,38,26,46,False
5,26,137,93,135,20,21,25,96,4,False
21,90,136,28,48,120,45,41,20,96,False
33,39,137,94,27,86,8,100,13,7,True
26,129,13,18,45,40,63,39,86,135,True
46,36,104,128,20,95,23,98,110,5,True
19,12,96,26,61,86,73,100,23,94,False
