r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
90,123,5,100,93,45,129,48,56,105,False
123,109,82,102,45,5,101,17,69,1,True
12,121,23,128,98,97,110,106,41,113,False
10,112,66,106,14,65,126,121,98,18,False
61,22,45,20,14,89,65,33,120,19,False
19,112,97,46,68,90,93,121,26,69,True
38,138,26,129,86,7,123,21,61,45,False
40,93,68,3,19,49,110,31,46,129,True
98,120,65,10,105,45,13,33,6,19,False
90,97,71,82,26,129,105,25,114,65,True
90,93,83,62,78,98,57,26,106,82,False
120,85,97,113,53,50,88,10,59,121,False
110,17,19,8,33,129,112,48,9,21,True
71,26,90,42,28,69,103,121,41,86,True
74,123,53,8,129,62,26,69,21,138,False
59,47,66,14,10,98,7,8,106,112,True
7,21,112,58,123,100,67,104,68,90,False
58,21,100,95,15,41,27,69,13,19,True
56,113,45,100,69,53,33,106,10,129,False
58,106,46,69,21,129,32,94,66,105,True
52,56,57,58,10,126,26,86,93,98,True
26,113,129,110,69,106,71,14,123,12,True
39,93,71,105,78,129,21,41,20,53,True
88,63,25,42,102,46,120,69,53,135,False
10,89,65,98,19,32,15,25,121,20,False
93,27,20,21,107,89,106,23,128,40,True
41,105,74,123,106,21,69,48,71,82,False
48,106,66,14,104,26,101,82,76,98,True
82,98,138,5,89,97,46,86,83,120,False
92,48,66,22,19,25,84,100,107,123,False
120,45,97,105,113,137,7,112,33,67,True
106,20,69,123,21,113,64,128,71,65,False
92,135,9,71,48,95,26,129,20,7,False
65,21,58,1,55,13,7,92,56,85,True
74,121,59,6,71,68,45,114,80,123,False
94,105,85,120,7,82,19,17,5,69,True
120,41,45,69,58,98,53,13,82,66,False
18,45,112,71,13,19,14,65,96,12,True
93,66,65,102,106,58,120,112,89,23,True
65,41,19,2,98,1,105,97,71,74,True
121,85,39,69,6,56,68,97,48,26,False
29,41,110,17,20,39,128,19,1,58,False
120,107,112,15,25,137,1,135,20,26,True
114,72,10,45,74,41,112,58,7,92,True
19,20,71,61,25,65,22,41,86,69,False
53,10,98,68,129,1,40,71,106,57,False
58,35,98,20,114,83,66,73,128,90,False
74,53,10,47,71,97,86,22,31,138,True
80,86,52,71,6,46,26,20,21,82,True
45,74,71,94,65,41,20,21,19,112,True
84,71,69,65,48,25,83,26,70,128,True
43,70,83,65,96,14,45,106,94,101,False
94,121,97,14,128,69,138,13,20,1,False
82,21,69,20,105,90,46,30,96,53,False
95,137,74,31,71,120,129,46,105,20,False
123,107,47,89,96,17,36,101,98,5,True
39,78,41,45,26,25,14,100,43,30,True
112,53,106,102,26,13,46,69,31,123,False
82,45,112,21,59,98,71,13,110,1,True
41,26,9,14,106,48,86,126,29,19,True
33,53,20,1,120,69,121,93,31,106,True
94,30,20,98,38,51,63,120,53,69,True
55,26,126,20,21,62,112,123,129,12,False
104,89,68,71,28,120,106,41,26,58,False
83,41,19,128,15,78,85,138,7,110,False
94,30,20,98,38,51,63,120,53,69,True
135,113,19,55,110,10,85,98,3,76,False
69,123,40,10,13,6,21,86,15,74,True
1,69,80,53,49,88,21,120,94,2,False
8,66,19,106,33,105,96,93,123,13,False
121,93,33,21,69,6,26,47,98,20,True
105,69,88,109,90,41,43,72,19,120,False
10,112,66,106,14,65,126,121,98,18,False
84,71,69,65,48,25,83,26,70,128,True
90,123,5,100,93,45,129,48,56,105,False
123,109,82,102,45,5,101,17,69,1,True
19,86,113,57,46,69,67,98,123,31,True
97,100,55,88,80,21,69,119,106,58,False
82,20,90,129,128,95,98,100,3,97,False
46,105,112,7,106,90,70,119,121,129,True
90,129,93,105,45,13,31,123,41,96,True
13,85,100,46,47,123,66,106,98,97,True
82,69,98,47,83,39,49,123,64,29,False
106,48,121,58,137,74,26,113,45,129,True
17,123,82,135,41,19,62,72,55,4,True
98,129,26,114,68,1,5,92,65,97,True
123,129,65,72,70,10,100,83,29,25,False
106,97,19,70,123,84,31,62,105,129,True
74,5,26,72,102,94,40,120,58,16,True
90,113,31,41,106,10,58,65,84,86,True
123,69,8,58,90,112,15,47,71,82,False
1,90,98,123,45,95,120,112,60,26,True
113,62,66,86,97,110,19,6,20,59,False
114,60,20,28,83,69,92,58,10,19,True
104,26,102,6,22,100,135,32,27,30,False
79,1,14,19,17,68,21,112,22,54,True
112,14,1,21,17,67,58,100,51,62,True
91,19,48,23,76,106,66,123,98,95,True
85,104,69,56,86,46,72,49,100,98,True
66,71,99,59,65,137,22,113,41,138,False
25,88,68,71,22,76,105,66,56,129,True
73,123,121,65,39,13,105,100,67,21,False
17,90,19,110,41,25,65,5,128,13,False
26,11,74,97,94,69,106,110,123,28,False
93,80,62,31,13,76,74,26,21,48,False
