r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
98,26,112,114,38,82,96,45,123,25,False
102,13,121,19,10,14,21,49,110,83,True
35,41,69,33,110,86,26,66,94,98,False
98,58,71,26,70,41,65,29,74,123,False
15,123,10,112,20,98,13,65,110,109,False
29,45,106,20,82,96,60,10,66,123,True
23,136,26,82,106,6,100,53,96,114,True
76,123,106,14,100,96,120,10,62,21,False
45,123,13,70,29,97,12,55,112,33,True
123,137,25,39,94,21,9,19,67,43,False
105,19,70,33,106,123,83,95,80,29,False
20,48,129,26,38,106,66,41,65,69,False
46,112,47,76,88,98,19,21,62,113,True
65,12,91,15,69,21,86,57,85,94,True
13,105,57,15,62,69,22,19,20,120,True
100,29,20,94,90,120,69,83,123,48,True
65,15,33,13,45,12,96,137,31,19,False
106,26,65,89,69,49,123,31,18,2,True
105,41,69,13,33,74,20,86,126,89,False
65,26,120,94,106,43,47,71,82,68,True
72,123,21,69,82,35,26,89,129,20,True
123,97,98,114,110,121,120,82,48,96,True
28,20,120,26,113,88,123,33,10,19,True
137,20,11,45,82,46,123,49,55,100,False
49,21,96,95,82,98,10,92,45,123,False
47,105,19,73,33,14,59,3,93,26,False
96,98,53,100,41,136,135,112,21,20,True
128,50,65,129,82,136,41,80,58,74,False
39,119,98,41,66,72,49,83,93,14,True
129,26,120,9,89,137,88,48,100,45,True
45,98,100,1,48,75,29,90,20,94,True
137,28,26,66,41,53,10,69,21,45,True
17,105,94,91,29,25,70,72,88,15,True
103,29,106,94,79,98,28,138,19,71,False
72,123,21,69,82,35,26,89,129,20,True
123,97,98,114,110,121,120,82,48,96,True
113,14,3,123,78,93,86,90,106,79,False
90,33,67,88,59,4,15,62,83,87,True
23,123,129,65,67,59,111,128,33,95,True
1,14,21,20,104,106,53,129,69,15,True
120,3,97,19,94,82,105,96,106,69,True
39,119,98,41,66,72,49,83,93,14,True
114,62,66,98,55,85,2,73,106,71,True
14,61,123,106,10,89,97,71,45,21,False
8,62,33,5,13,41,45,97,74,87,False
19,112,43,82,39,20,21,25,47,93,True
63,22,93,136,51,20,13,71,95,33,False
26,13,48,49,72,101,100,23,1,128,False
46,110,2,123,109,59,74,25,71,51,False
135,14,49,126,83,97,69,100,110,102,False
45,63,72,20,120,49,88,65,10,47,False
69,45,1,17,105,80,13,10,65,68,True
88,129,5,93,120,71,123,137,35,70,True
90,71,95,98,97,13,105,88,129,48,False
13,123,100,15,93,21,66,71,78,39,True
47,20,71,82,21,74,95,23,97,58,True
96,48,87,71,28,67,21,45,111,59,True
82,96,19,26,106,109,120,71,58,28,True
123,11,5,2,12,40,105,50,98,18,True
35,29,20,58,73,129,138,49,71,123,False
126,53,73,98,45,138,129,22,83,26,True
48,53,100,112,17,67,86,69,14,25,False
110,120,1,114,88,41,106,123,15,26,False
95,97,43,103,26,83,22,41,98,72,True
45,98,34,26,93,1,58,97,61,128,True
65,12,91,15,69,21,86,57,85,94,True
12,64,21,13,20,45,23,41,86,69,False
14,100,17,15,45,110,113,96,26,93,True
123,112,74,93,26,83,21,47,113,19,True
1,105,57,31,32,19,119,85,129,113,False
63,119,66,90,29,55,105,113,26,13,True
72,96,48,92,47,17,45,43,19,109,True
13,26,20,43,41,45,22,112,96,93,False
20,29,19,63,126,21,100,45,41,120,False
92,123,48,49,53,137,70,7,66,106,True
10,26,97,66,74,72,83,20,61,102,True
100,113,110,25,14,41,106,11,26,80,True
100,109,71,74,97,13,91,7,15,136,False
13,123,98,100,10,63,72,90,97,85,True
138,97,45,13,14,49,5,41,51,112,True
96,83,65,70,90,137,45,69,53,41,False
33,98,114,129,70,95,88,80,43,45,True
9,21,106,33,114,31,61,73,123,69,True
35,123,96,129,93,45,112,48,13,26,True
20,92,48,13,19,12,69,58,23,21,True
45,20,46,28,49,98,7,15,10,136,True
41,61,31,114,74,120,45,88,80,97,True
28,4,5,62,126,119,29,76,10,21,False
123,78,39,114,58,13,29,6,20,96,False
58,102,59,138,92,112,48,68,106,65,True
62,135,32,65,26,18,21,20,3,129,True
97,26,84,96,15,29,35,58,123,72,True
48,21,14,11,54,3,95,30,123,78,False
29,53,68,7,13,71,1,61,101,88,True
93,136,75,46,105,3,66,55,4,13,False
65,26,120,94,106,43,47,71,82,68,True
48,20,33,28,13,62,55,106,41,26,False
112,14,97,13,48,17,47,105,93,20,False
17,26,129,9,95,105,49,33,41,120,False
90,83,98,1,123,72,26,95,129,100,False
123,4,59,136,71,106,15,20,10,128,False
7,71,9,106,1,129,31,22,123,18,False
136,26,97,7,25,123,20,85,106,73,False
17,82,40,10,58,25,64,98,39,9,True
129,21,82,86,19,26,91,71,103,25,True
26,74,58,41,96,49,113,112,70,123,False
106,48,9,97,100,10,71,69,22,86,False
119,29,21,20,19,106,31,26,69,82,True
137,28,26,66,41,53,10,69,21,45,True
82,46,123,21,14,25,105,121,120,41,True
15,136,58,33,14,82,29,105,65,49,True
96,1,39,27,26,65,106,10,97,123,True
41,15,128,100,65,129,110,58,49,109,False
136,26,97,7,25,123,20,85,106,73,False
29,86,19,49,13,82,40,71,110,112,False
112,26,19,129,41,48,13,123,86,88,False
39,98,105,96,25,48,97,72,106,83,False
41,25,28,119,40,93,137,90,112,91,False
65,43,1,137,123,104,26,112,105,93,True
49,26,66,15,106,112,43,19,98,95,False
55,14,74,89,66,73,63,101,113,20,True
96,112,89,80,83,8,85,86,129,97,True
10,123,19,39,15,97,41,83,106,72,True
10,9,90,59,91,41,45,106,19,21,False
40,27,106,49,15,98,48,45,102,100,False
91,112,105,104,93,113,40,55,19,1,True
25,14,29,90,72,70,119,98,49,82,True
110,76,10,83,80,90,136,21,45,129,False
106,123,69,78,10,82,128,112,71,42,True
23,15,26,18,129,114,97,101,21,69,False
39,129,65,22,21,10,45,19,14,121,False
93,96,53,123,57,129,58,49,4,7,True
94,72,92,31,49,90,83,60,101,41,False
123,23,25,20,67,21,100,83,18,74,False
98,40,86,47,73,70,19,106,123,29,False
1,20,19,62,33,105,121,82,94,69,True
98,20,21,114,82,100,41,129,72,137,True
73,71,20,76,60,137,90,123,49,40,False
75,39,95,71,2,102,135,46,97,26,False
128,26,8,20,98,28,110,53,41,17,False
22,45,126,19,113,89,110,26,49,17,True
120,20,114,102,84,89,110,112,69,22,True
39,96,97,54,112,95,120,69,20,86,False
102,20,104,65,82,120,71,54,29,58,True
39,3,41,45,96,25,123,20,59,97,True
1,59,71,45,33,21,26,97,121,41,False
21,41,88,17,72,106,48,7,20,33,True
54,20,112,78,40,13,19,5,90,21,True
113,137,55,62,40,123,104,105,1,88,False
78,65,120,19,6,71,58,26,1,106,True
45,98,34,26,93,1,58,97,61,128,True
25,47,28,123,20,105,26,76,29,39,True
49,111,26,80,41,79,136,31,10,71,True
120,96,10,45,29,66,76,62,48,21,True
46,58,26,106,49,62,110,88,29,21,False
41,45,58,21,137,20,112,95,19,62,False
14,48,58,22,123,109,19,126,74,121,False
123,34,40,10,14,55,25,71,5,89,True
21,67,92,97,105,41,55,40,74,26,False
69,65,17,53,109,41,86,20,49,56,False
6,83,74,82,49,69,105,25,8,123,False
12,26,20,59,102,136,112,98,21,96,False
78,17,45,93,120,49,119,20,39,41,False
82,48,21,112,100,49,53,25,97,123,False
113,17,136,112,28,41,3,39,97,86,False
10,20,88,120,98,112,76,41,96,123,False
40,112,89,96,106,98,102,105,41,58,False
40,45,106,21,82,98,31,123,41,29,True
41,98,76,14,5,70,74,129,123,58,False
68,18,21,120,32,20,76,91,41,97,True
1,105,57,31,32,19,119,85,129,113,False
105,1,53,98,106,123,45,14,32,19,False
28,20,120,26,113,88,123,33,10,19,True
66,129,120,41,88,100,47,105,49,12,False
105,71,60,13,41,123,83,29,106,48,False
96,100,33,82,35,59,83,112,95,38,False
41,33,120,86,106,25,65,83,89,69,False
13,129,66,33,41,111,65,120,89,17,False
48,20,33,28,13,62,55,106,41,26,False
112,14,97,13,48,17,47,105,93,20,False
13,20,110,21,129,46,105,68,54,96,True
54,20,112,78,40,13,19,5,90,21,True
8,62,33,5,13,41,45,97,74,87,False
120,71,21,45,46,13,31,98,79,1,True
114,86,96,73,20,98,26,94,106,105,True
101,73,45,41,39,65,26,49,82,129,False
86,91,28,95,106,58,123,102,20,93,False
45,69,19,12,25,123,92,90,74,21,True
46,26,120,33,135,105,96,89,25,123,True
93,26,69,19,123,65,56,15,129,25,True
25,63,26,14,102,106,65,18,120,7,True
69,123,19,106,12,25,72,14,54,112,False
106,100,123,18,96,107,69,26,46,103,False
100,1,65,16,121,26,74,48,96,123,False
126,53,73,98,45,138,129,22,83,26,True
48,74,136,135,86,123,106,93,49,20,True
63,75,95,69,25,46,20,49,129,86,False
137,123,10,49,20,59,106,71,41,45,True
1,14,21,20,104,106,53,129,69,15,True
49,91,21,8,25,15,14,39,98,123,False
48,91,71,17,98,72,112,69,106,8,True
3,123,98,49,10,69,21,14,65,22,False
41,33,120,86,106,25,65,83,89,69,False
13,129,66,33,41,111,65,120,89,17,False
65,26,120,94,106,43,47,71,82,68,True
48,20,33,28,13,62,55,106,41,26,False
106,97,65,89,123,76,49,64,69,71,True
13,20,110,21,129,46,105,68,54,96,True
54,20,112,78,40,13,19,5,90,21,True
78,90,114,39,53,63,68,106,62,129,True
114,58,47,19,70,65,128,62,55,54,True
90,28,21,100,63,69,49,26,6,20,False
112,46,14,26,95,59,72,10,135,21,True
128,19,66,126,6,98,31,93,34,26,True
98,14,82,19,5,15,58,120,12,100,True
41,91,129,112,19,73,90,14,17,33,True
82,53,61,77,114,68,71,69,18,98,False
20,110,25,14,12,26,79,69,120,10,True
97,72,21,106,25,56,47,71,68,63,False
1,14,21,20,104,106,53,129,69,15,True
49,91,21,8,25,15,14,39,98,123,False
15,45,93,100,26,33,86,14,74,6,True
21,53,123,129,106,69,71,95,17,33,False
33,5,62,41,22,123,70,84,25,98,False
78,71,14,86,95,123,45,17,82,63,False
21,41,88,17,72,106,48,7,20,33,True
54,33,105,86,76,95,96,62,120,79,False
12,45,129,69,49,42,71,94,96,121,False
90,26,135,71,73,7,58,4,97,106,True
39,3,41,45,96,25,123,20,59,97,True
17,26,129,9,95,105,49,33,41,120,False
25,64,69,22,67,106,71,38,135,53,False
123,4,59,136,71,106,15,20,10,128,False
95,98,71,26,14,69,40,67,43,86,False
1,71,21,136,76,86,99,102,69,63,True
112,76,65,43,48,6,69,123,22,64,False
61,123,26,82,94,120,69,48,21,53,True
105,136,20,93,120,72,86,106,102,48,True
13,20,110,21,129,46,105,68,54,96,True
76,123,106,14,100,96,120,10,62,21,False
72,39,112,129,93,17,83,29,65,41,True
110,114,97,65,21,45,41,20,106,62,True
45,58,41,14,126,105,1,123,120,98,True
19,86,121,98,16,49,7,33,119,32,False
13,123,98,100,10,63,72,90,97,85,True
39,98,105,96,25,48,97,72,106,83,False
48,138,20,126,55,26,87,106,69,4,False
72,96,48,92,47,17,45,43,19,109,True
35,123,96,129,93,45,112,48,13,26,True
20,92,48,13,19,12,69,58,23,21,True
13,41,105,123,2,59,21,71,113,69,True
25,100,49,90,80,46,106,19,21,26,False
69,71,20,35,120,33,86,119,10,49,False
29,123,39,48,43,22,65,82,33,129,False
82,65,20,21,96,17,69,19,15,10,True
23,14,129,85,48,10,119,45,128,74,False
49,45,75,70,69,58,56,21,14,48,True
82,81,93,86,14,1,53,75,129,25,False
61,123,26,82,94,120,69,48,21,53,True
48,110,123,28,104,5,14,39,25,105,False
17,126,123,5,89,45,120,106,105,49,False
39,5,49,8,97,58,120,129,105,41,True
98,62,105,13,1,28,20,88,10,126,False
54,58,26,36,22,88,21,105,93,80,False
45,49,64,63,13,59,110,129,21,93,False
62,100,110,98,48,71,93,106,123,5,False
45,63,72,20,120,49,88,65,10,47,False
98,26,123,93,39,19,53,70,17,20,False
10,66,120,110,98,123,82,14,47,138,True
49,68,48,90,26,33,120,110,25,128,True
1,105,57,31,32,19,119,85,129,113,False
106,105,61,95,45,44,39,26,97,123,True
74,86,20,69,11,82,7,105,112,106,False
53,38,45,19,74,26,97,129,100,70,True
15,26,58,96,21,67,45,137,90,47,True
9,21,106,33,114,31,61,73,123,69,True
19,86,121,98,16,49,7,33,119,32,False
13,123,98,100,10,63,72,90,97,85,True
138,97,45,13,14,49,5,41,51,112,True
72,7,111,41,49,114,61,68,17,79,True
106,105,61,95,45,44,39,26,97,123,True
82,120,78,26,123,19,65,33,10,74,True
48,123,96,65,7,82,62,112,45,106,False
49,41,123,26,17,48,136,98,53,113,True
44,86,45,59,98,67,123,105,106,92,False
13,86,83,97,21,95,65,69,26,23,True
1,14,21,110,97,17,20,63,69,66,True
48,105,40,69,39,13,102,66,123,10,True
63,136,68,40,113,123,23,105,13,10,True
18,64,120,137,69,113,71,135,20,94,True
94,96,74,20,45,21,110,69,123,59,True
13,20,80,45,6,54,92,112,21,109,True
74,53,5,95,98,123,136,112,90,10,True
15,136,58,33,14,82,29,105,65,49,True
21,105,121,69,59,113,68,97,136,101,True
41,15,128,100,65,129,110,58,49,109,False
72,96,48,92,47,17,45,43,19,109,True
82,121,29,105,98,97,138,136,7,73,False
129,111,14,123,10,46,53,105,17,97,True
20,94,34,30,102,22,71,65,21,48,True
72,94,9,135,120,101,87,80,104,54,False
102,114,86,106,33,73,112,71,75,13,False
62,105,45,82,95,112,21,88,49,63,False
106,101,70,14,2,93,74,26,20,136,False
13,41,105,123,2,59,21,71,113,69,True
1,66,71,23,102,106,33,67,112,69,True
65,85,1,21,17,103,105,93,28,59,True
13,20,112,41,69,67,51,65,123,17,True
103,105,74,98,109,13,53,26,1,14,False
112,47,93,98,20,13,41,57,83,45,True
10,90,65,57,21,71,69,45,54,120,False
119,29,21,20,19,106,31,26,69,82,True
137,28,26,66,41,53,10,69,21,45,True
17,105,94,91,29,25,70,72,88,15,True
103,29,106,94,79,98,28,138,19,71,False
121,20,98,21,126,71,41,47,74,45,False
113,14,3,123,78,93,86,90,106,79,False
90,33,67,88,59,4,15,62,83,87,True
23,123,129,65,67,59,111,128,33,95,True
40,45,106,21,82,98,31,123,41,29,True
13,40,123,129,15,45,10,55,19,113,False
78,65,120,19,6,71,58,26,1,106,True
19,45,114,25,129,98,101,97,10,26,True
120,3,97,19,94,82,105,96,106,69,True
21,45,41,112,7,106,43,19,75,35,True
41,61,31,114,74,120,45,88,80,97,True
63,22,93,136,51,20,13,71,95,33,False
106,53,128,15,69,110,1,98,135,71,False
106,123,69,78,10,82,128,112,71,42,True
23,15,26,18,129,114,97,101,21,69,False
65,48,100,112,17,98,64,4,101,28,True
106,45,72,128,90,25,9,20,137,47,True
22,28,63,136,87,83,106,135,65,48,False
22,5,86,8,129,69,49,48,101,97,False
69,21,120,82,71,6,26,5,128,28,True
97,94,21,33,100,128,5,71,137,73,False
48,74,136,135,86,123,106,93,49,20,True
97,58,21,100,95,17,45,65,69,109,False
97,7,21,4,58,120,86,110,96,93,True
128,26,97,90,44,100,61,21,10,69,False
120,12,100,123,98,53,47,105,10,39,True
1,105,57,31,32,19,119,85,129,113,False
43,101,23,113,19,105,90,97,5,18,True
96,45,123,13,95,43,103,62,21,34,False
110,20,82,76,19,98,114,69,123,90,True
40,112,89,96,106,98,102,105,41,58,False
