r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
107,43,32,63,59,106,123,49,86,93,True
41,29,66,20,106,100,65,97,98,93,True
93,9,75,38,13,109,21,105,112,79,True
129,105,128,106,41,114,97,20,120,93,False
21,20,26,120,61,49,123,33,48,91,True
97,65,105,114,21,106,123,100,98,10,True
73,121,76,96,58,54,137,21,123,20,True
21,5,14,137,90,98,20,27,10,74,False
8,21,123,129,97,98,88,83,46,67,False
56,83,98,20,13,64,100,58,120,63,True
98,105,17,53,48,25,20,55,69,67,True
19,45,62,8,121,93,59,66,105,29,True
129,110,20,10,113,86,65,93,25,96,False
69,68,72,82,70,65,26,59,15,95,True
88,14,68,129,48,1,114,66,110,126,True
67,120,37,69,123,126,83,29,45,15,True
10,77,106,123,129,21,3,45,102,47,False
95,17,75,51,15,86,45,6,126,93,False
48,83,21,126,129,20,58,13,98,41,False
21,113,100,65,98,129,45,93,26,106,False
38,19,41,25,65,86,10,112,123,29,True
55,27,112,48,39,20,21,114,58,106,True
89,26,55,114,90,45,78,10,98,19,False
33,26,1,69,61,104,67,17,85,123,False
65,120,18,19,97,112,93,66,20,123,False
129,66,102,10,100,43,123,65,93,55,False
96,45,94,65,106,13,48,20,72,49,True
38,80,94,123,58,3,48,43,121,69,True
96,45,94,65,106,13,48,20,72,49,True
38,80,94,123,58,3,48,43,121,69,True
65,8,47,102,26,93,40,23,123,29,True
25,104,20,47,27,14,21,123,69,5,False
104,7,15,1,94,35,62,69,26,61,False
43,19,76,62,138,106,121,66,98,41,False
112,19,31,113,95,10,83,22,7,80,False
51,104,86,25,48,10,19,68,137,80,False
6,21,86,13,53,14,10,54,29,40,True
84,47,13,51,54,63,33,7,75,21,True
36,105,73,86,60,53,13,129,14,20,False
10,101,61,128,129,23,110,106,83,46,True
72,74,41,43,112,10,60,37,25,5,True
41,98,65,112,71,33,5,19,106,10,True
27,93,105,120,98,61,20,113,47,83,True
93,53,13,129,128,49,114,86,46,61,True
57,26,60,25,58,48,83,120,21,29,False
90,38,65,72,48,20,80,61,13,82,True
41,98,65,112,71,33,5,19,106,10,True
71,76,123,42,69,21,56,19,26,41,True
14,86,25,98,76,49,10,105,20,113,True
89,7,20,30,106,105,112,114,88,10,True
20,74,29,19,67,105,110,21,76,5,True
26,66,98,95,13,20,18,80,56,97,True
90,110,82,112,96,9,123,21,93,105,True
110,123,21,71,120,106,135,27,30,10,True
49,110,26,62,41,12,123,2,105,106,False
15,47,65,123,97,25,56,21,45,69,True
96,45,83,32,112,98,51,21,66,95,False
90,66,20,21,105,113,53,47,17,19,False
90,91,102,98,33,84,25,86,97,27,False
63,102,19,62,11,53,98,65,28,21,True
90,19,43,70,14,83,80,45,28,25,True
93,29,19,106,5,66,65,99,112,59,True
113,121,119,137,86,128,76,129,20,41,False
20,48,90,14,26,82,58,59,21,100,True
