r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
15,20,88,114,39,109,113,99,14,69,False
15,20,13,4,26,69,110,97,59,18,True
65,3,41,34,55,33,19,123,1,59,True
129,40,26,93,34,23,98,113,123,97,True
22,26,136,49,98,28,93,20,39,65,True
14,123,85,120,10,49,86,20,13,93,False
15,20,88,114,39,109,113,99,14,69,False
15,20,13,4,26,69,110,97,59,18,True
65,3,41,34,55,33,19,123,1,59,True
129,40,26,93,34,23,98,113,123,97,True
22,26,136,49,98,28,93,20,39,65,True
14,123,85,120,10,49,86,20,13,93,False
74,41,45,123,49,93,111,23,28,26,False
113,63,30,93,98,49,3,58,19,129,True
129,123,45,106,82,98,93,20,14,65,False
41,106,88,33,58,19,22,45,18,60,True
17,84,93,129,123,21,62,26,47,15,False
62,34,15,26,70,69,39,105,20,10,True
59,65,129,91,113,23,7,82,58,39,True
44,62,121,28,13,93,87,58,89,74,True
90,112,65,19,18,113,9,66,69,49,False
5,45,49,120,28,98,128,94,66,82,False
90,79,33,1,105,18,20,45,97,120,False
65,20,98,76,41,10,92,19,71,137,True
106,58,33,63,1,119,70,26,2,13,False
129,119,93,69,86,90,26,41,29,58,True
96,103,20,41,47,26,119,123,74,82,True
13,20,121,14,48,73,119,110,74,26,True
21,107,123,100,114,67,68,105,49,82,False
1,14,59,41,71,20,45,74,88,89,False
137,93,65,97,80,41,45,19,21,88,True
22,20,105,29,41,43,86,66,96,42,False
69,112,54,73,19,26,120,20,94,21,True
46,14,93,123,65,33,32,90,58,26,False
105,98,79,46,41,85,120,112,106,113,True
79,73,120,123,49,10,105,83,23,113,False
123,97,105,93,15,21,107,19,10,58,False
66,123,74,110,93,21,27,20,49,17,True
47,113,100,129,19,93,59,58,80,105,True
33,17,49,1,20,74,41,29,110,21,False
25,20,97,71,138,137,86,26,10,23,False
106,14,93,112,86,80,102,71,1,105,True
102,126,105,20,21,106,40,41,136,15,False
97,10,53,13,26,21,58,71,113,120,True
70,26,45,69,80,1,129,123,39,112,True
98,86,10,49,66,120,129,21,62,101,False
15,64,87,1,98,78,45,123,94,47,False
17,20,94,69,71,113,129,112,102,3,False
48,49,45,80,114,107,1,60,86,110,True
72,86,105,15,137,2,95,110,43,26,False
41,58,106,105,96,65,5,14,95,113,False
95,39,26,73,65,41,97,105,45,13,True
106,22,5,28,70,41,26,69,68,19,True
20,12,82,26,96,33,13,45,41,77,False
76,47,86,48,66,93,26,21,20,97,False
26,58,93,10,97,50,3,65,23,102,True
39,41,97,69,5,113,128,23,53,43,True
120,129,66,136,94,69,31,121,95,126,True
91,14,62,49,41,102,22,78,128,56,False
123,28,1,50,19,41,21,106,86,43,False
79,126,96,26,113,41,20,78,86,35,True
102,26,100,25,73,138,14,97,69,106,True
137,51,105,43,138,120,53,100,48,28,False
25,20,97,71,138,137,86,26,10,23,False
138,86,26,106,28,20,71,31,128,49,True
93,74,101,53,2,67,31,86,129,138,False
98,46,20,123,97,137,71,53,28,138,False
74,20,28,103,114,113,15,123,27,112,True
22,1,47,65,19,39,26,43,41,105,False
110,7,41,2,3,18,49,47,58,123,True
90,112,65,19,18,113,9,66,69,49,False
45,26,114,41,39,96,105,19,82,84,True
26,88,90,12,21,46,19,47,89,86,False
26,88,90,12,21,46,19,47,89,86,False
17,65,2,5,48,82,20,49,19,98,False
120,123,20,33,18,94,106,45,113,14,False
86,82,58,40,100,76,21,5,19,105,True
109,66,137,86,33,106,20,53,98,49,True
50,86,100,69,113,17,26,94,85,33,False
39,85,94,105,129,21,15,73,20,119,False
46,14,93,123,65,33,32,90,58,26,False
65,40,49,43,89,105,112,106,10,19,True
19,88,112,65,1,59,123,26,93,129,False
84,80,25,106,93,95,20,105,49,39,True
46,26,105,90,98,48,114,20,120,112,False
73,106,69,47,74,26,91,137,90,94,True
6,136,20,39,137,13,68,16,22,89,True
48,19,129,26,43,72,13,49,105,14,False
89,20,106,112,19,40,129,39,86,113,True
66,21,35,73,97,26,23,135,96,48,False
106,47,51,109,105,73,14,71,20,65,True
50,86,100,69,113,17,26,94,85,33,False
26,41,105,98,74,120,112,20,18,136,True
86,29,88,58,46,33,20,14,70,120,False
114,20,89,86,97,49,41,14,65,28,True
39,47,3,26,41,79,65,69,120,82,False
19,98,50,137,93,10,49,35,9,105,True
96,76,93,14,65,13,26,129,66,41,True
92,83,97,50,48,110,105,26,14,89,True
57,20,33,19,94,18,22,136,129,49,False
110,83,105,97,63,65,59,48,66,137,True
62,21,93,22,5,92,83,48,45,129,True
27,2,95,58,49,123,39,82,97,105,True
100,45,20,82,39,21,120,138,29,26,True
89,56,39,31,29,93,34,129,128,45,False
34,49,26,10,123,97,64,135,41,20,True
106,58,33,63,1,119,70,26,2,13,False
65,123,41,98,90,69,26,20,1,23,False
9,21,20,95,35,106,129,128,91,82,True
5,100,21,113,114,107,27,86,41,97,False
18,13,91,22,62,106,79,109,98,26,True
10,3,41,9,49,107,15,71,76,21,False
7,94,90,121,71,22,26,19,74,41,False
106,49,87,91,1,114,69,45,123,76,True
114,128,91,58,89,47,123,15,20,120,False
113,107,58,98,21,120,105,19,41,112,True
106,5,86,49,41,105,66,93,13,97,True
91,21,135,74,41,94,129,20,68,113,True
97,63,105,106,91,66,96,71,82,93,True
66,45,37,48,55,104,95,50,39,105,True
112,41,51,106,92,32,97,21,57,86,False
137,51,105,43,138,120,53,100,48,28,False
129,119,93,69,86,90,26,41,29,58,True
98,65,83,21,15,41,5,100,123,39,False
86,3,10,97,106,65,129,7,9,48,True
73,26,110,97,80,129,46,123,30,95,True
98,21,86,10,58,26,100,48,80,13,True
45,121,14,32,86,89,79,58,43,25,False
105,98,9,41,86,19,49,39,48,20,True
41,98,20,74,45,21,15,126,123,105,True
26,66,93,98,49,95,110,75,19,97,True
103,34,45,5,14,63,93,86,137,82,True
58,20,114,113,96,110,26,45,93,56,True
94,33,43,119,21,10,45,49,69,105,True
5,41,21,26,120,43,68,19,80,10,True
49,26,68,129,15,138,93,86,76,98,False
68,105,95,88,29,46,91,45,98,28,True
25,29,72,74,66,21,126,40,98,83,False
41,105,20,47,112,93,19,39,33,59,False
101,10,135,26,19,48,5,105,80,35,True
41,96,123,7,49,93,14,26,15,59,False
19,58,15,1,17,48,65,57,26,77,False
21,85,13,79,69,1,49,53,123,60,True
21,107,123,100,114,67,68,105,49,82,False
82,78,136,65,46,93,39,66,96,114,True
106,47,51,109,105,73,14,71,20,65,True
65,13,100,25,33,73,102,26,19,76,False
112,41,26,96,98,46,65,114,19,43,True
90,112,65,19,18,113,9,66,69,49,False
82,123,100,43,94,15,88,65,1,49,False
106,87,43,88,21,89,97,101,126,49,True
56,51,111,48,128,82,59,49,19,121,True
82,69,121,49,20,102,136,123,39,41,True
62,21,93,22,5,92,83,48,45,129,True
41,26,123,74,102,1,25,71,65,21,False
33,58,96,94,43,1,80,20,19,92,False
19,98,26,47,48,39,21,105,66,113,False
41,123,45,106,135,10,87,74,113,137,False
20,33,26,82,96,93,136,58,23,55,False
86,105,128,46,97,41,57,20,7,90,False
98,112,97,123,18,120,25,20,105,29,False
94,19,26,21,59,119,96,20,106,93,True
26,66,93,98,49,95,110,75,19,97,True
103,34,45,5,14,63,93,86,137,82,True
95,39,26,73,65,41,97,105,45,13,True
106,22,5,28,70,41,26,69,68,19,True
106,42,129,26,53,120,14,41,69,47,True
90,136,106,105,114,137,59,58,21,26,True
97,112,94,65,123,82,20,19,13,92,True
49,27,20,62,1,98,88,121,10,126,True
19,93,20,21,106,47,112,26,120,113,True
114,20,82,59,21,26,63,106,96,66,False
136,20,21,94,105,18,63,49,58,106,True
21,20,13,112,61,49,68,26,18,98,False
63,26,19,112,90,74,20,36,97,105,True
105,66,96,137,73,19,65,63,15,82,False
114,83,32,86,98,74,105,82,21,112,False
1,19,7,35,112,55,86,26,113,10,False
49,129,137,53,123,97,119,93,17,79,False
26,41,105,98,74,120,112,20,18,136,True
59,65,129,91,113,23,7,82,58,39,True
13,123,14,98,49,41,111,129,62,76,True
102,105,71,72,89,106,119,21,41,69,True
63,82,85,47,112,50,20,33,135,70,True
93,20,22,123,96,17,19,49,48,66,False
137,102,93,86,128,44,20,71,55,10,True
107,58,21,93,97,89,45,137,90,26,False
10,112,98,97,26,60,105,114,45,76,False
10,88,13,136,112,93,83,105,57,49,False
26,96,20,77,67,65,41,29,19,75,True
54,3,5,60,25,109,111,107,112,114,False
