r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
113,105,85,76,96,98,31,120,123,48,False
62,1,45,119,17,69,98,112,10,33,False
55,71,56,3,17,20,66,106,93,49,False
33,21,86,74,51,45,129,95,106,62,True
55,10,120,136,114,89,49,19,20,105,True
104,51,21,91,10,59,45,1,97,65,False
113,123,83,96,25,68,82,135,27,67,False
106,71,79,48,90,105,126,83,10,135,False
47,56,8,66,29,92,41,14,59,45,False
21,47,71,86,106,19,97,121,10,33,False
123,74,112,63,51,22,80,93,101,20,True
65,66,76,39,49,53,47,28,94,5,True
120,123,5,10,135,12,65,79,106,19,True
112,120,3,19,94,20,47,46,48,86,True
95,66,39,97,20,69,106,105,85,82,False
95,20,136,97,59,21,100,46,112,62,True
65,67,80,105,28,120,5,137,123,93,True
57,69,30,66,46,102,136,86,89,17,True
95,69,86,120,68,136,66,41,92,25,True
49,123,43,10,13,113,58,71,129,48,False
13,123,69,136,89,60,79,112,10,76,True
59,66,7,21,82,28,75,105,98,1,True
67,58,129,65,106,48,97,20,112,82,True
66,29,48,22,90,21,128,110,120,114,True
113,90,14,106,58,120,41,87,86,59,False
106,58,20,35,129,17,26,89,98,105,True
95,47,22,105,123,20,88,106,56,98,False
21,19,41,123,58,73,26,29,97,3,False
45,103,83,76,48,120,71,86,46,98,True
112,26,65,70,76,10,107,23,66,113,False
10,121,100,129,76,112,106,26,45,63,False
6,72,14,97,39,119,100,80,45,46,True
13,3,123,128,21,41,20,65,106,110,True
82,14,53,95,21,25,41,110,96,123,False
27,74,113,69,93,61,20,96,45,25,False
21,80,102,39,69,82,123,63,97,120,True
100,13,114,37,47,49,98,25,69,71,True
49,39,72,110,88,98,21,9,83,2,True
85,135,76,26,53,106,27,37,10,71,False
106,71,47,31,41,13,103,53,101,82,False
96,4,82,123,98,120,71,51,70,39,False
10,65,45,47,49,106,97,31,96,109,True
20,112,74,83,95,41,96,26,65,106,True
106,20,70,12,26,109,22,66,71,63,True
82,121,96,20,98,39,73,71,65,123,False
48,22,72,104,59,129,69,121,46,10,True
123,33,80,20,48,25,21,51,129,41,True
19,20,69,123,21,137,45,57,10,119,True
137,102,10,7,21,93,64,36,53,46,True
47,15,18,19,33,72,56,26,17,49,False
82,98,106,86,48,25,51,83,96,49,False
120,27,46,22,20,96,1,26,102,86,True
58,98,77,128,41,123,113,51,82,29,False
78,39,101,42,110,96,97,25,95,121,False
106,14,112,10,20,95,123,98,66,49,True
17,110,96,21,123,39,20,29,58,18,False
21,83,19,69,74,1,58,25,123,33,True
10,96,45,20,62,65,19,94,106,120,True
65,27,19,41,59,13,26,45,14,54,False
10,102,83,45,33,38,49,86,72,48,True
51,38,123,98,94,86,97,13,105,73,False
46,123,71,129,28,19,80,41,65,86,False
107,5,46,25,7,67,68,135,29,82,False
21,51,53,22,49,45,39,69,41,40,False
94,65,17,29,135,35,102,123,19,98,True
28,71,80,59,20,95,123,65,129,106,False
83,136,97,1,128,120,20,14,73,47,True
6,72,14,97,39,119,100,80,45,46,True
13,3,123,128,21,41,20,65,106,110,True
110,33,19,25,54,7,98,114,136,47,True
58,18,114,99,43,98,19,48,49,14,False
49,39,72,110,88,98,21,9,83,2,True
85,135,76,26,53,106,27,37,10,71,False
106,71,47,31,41,13,103,53,101,82,False
41,86,20,82,129,23,110,138,10,49,True
120,3,78,71,70,41,34,53,29,123,False
98,26,14,25,8,20,34,97,105,73,True
21,34,72,10,17,51,22,15,121,67,True
110,18,14,129,128,41,45,20,25,49,False
94,66,26,21,35,83,69,9,28,25,False
