r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
86,137,21,7,95,29,58,41,105,129,False
65,123,46,129,10,28,113,45,20,86,False
18,21,86,94,40,49,72,26,120,35,False
136,123,98,94,96,86,93,121,100,69,False
63,69,88,20,114,19,86,66,98,1,False
73,33,104,86,13,21,20,93,90,137,True
98,65,105,93,120,79,86,82,45,49,True
73,36,85,128,2,48,33,14,105,120,True
41,74,112,3,19,96,66,1,65,21,True
59,72,135,1,123,65,29,49,45,44,False
89,112,106,100,20,110,22,86,93,49,True
39,86,29,94,19,93,47,3,58,49,False
65,105,82,129,98,73,29,114,79,39,True
25,123,87,41,14,94,49,105,19,13,True
19,86,41,65,49,98,123,91,70,21,True
114,120,105,98,33,13,14,58,18,21,False
22,21,73,48,53,110,98,20,126,93,True
91,93,28,58,45,137,78,128,94,105,True
112,83,74,114,62,91,129,73,136,100,True
91,70,79,53,20,74,83,67,49,123,True
120,20,58,23,93,7,43,86,113,45,True
114,74,128,33,96,73,26,123,14,34,True
17,94,26,20,62,120,69,66,51,114,False
94,123,20,13,100,91,19,48,28,86,True
62,1,136,26,76,33,29,128,10,105,False
33,20,97,76,21,98,114,129,72,89,True
71,55,27,17,93,109,88,20,113,97,False
119,83,19,39,128,29,35,91,98,26,False
96,1,23,20,56,66,29,13,48,21,True
15,45,34,119,49,47,51,105,93,96,False
89,69,138,3,59,123,53,137,114,90,False
41,137,26,98,25,58,114,49,59,9,True
86,135,128,129,41,49,110,82,19,15,False
41,96,123,33,23,70,47,74,20,136,False
82,138,83,29,93,72,86,28,112,41,False
26,13,10,137,53,65,74,3,97,1,True
123,46,68,129,49,96,1,26,106,58,False
28,82,14,98,20,135,123,61,44,58,True
21,110,96,88,94,128,69,13,63,95,True
90,123,48,45,29,1,61,97,26,105,True
39,65,26,96,93,66,100,18,21,120,True
120,20,13,82,112,49,105,78,10,27,True
39,53,14,1,27,93,20,112,106,41,False
19,94,23,79,71,126,114,68,89,33,True
33,25,123,28,41,8,53,26,17,96,True
92,69,17,8,112,25,105,65,126,78,False
93,14,105,3,49,32,112,34,36,65,False
106,41,98,58,19,46,110,20,105,25,True
16,105,93,121,98,18,3,49,65,13,False
123,46,68,129,49,96,1,26,106,58,False
28,82,14,98,20,135,123,61,44,58,True
46,23,28,26,72,98,123,62,69,21,True
114,10,106,105,112,19,98,12,20,21,True
14,95,97,72,9,123,43,19,105,82,False
129,21,45,88,49,20,7,98,112,1,True
15,66,120,72,95,49,85,56,48,17,False
58,91,136,90,129,98,79,10,26,106,True
