r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
29,11,123,93,58,112,26,82,2,65,True
98,51,85,138,80,45,28,90,20,48,False
94,57,66,96,53,74,123,20,69,67,True
17,82,121,7,4,113,73,58,20,49,False
62,64,10,106,96,20,83,5,93,25,False
96,112,44,97,65,66,27,49,94,113,True
105,102,126,69,21,94,30,123,120,49,True
65,61,94,53,96,82,20,80,41,69,True
112,100,105,56,136,92,98,48,128,121,False
106,7,10,26,40,85,6,43,120,123,False
62,129,113,45,82,20,105,7,43,95,True
49,97,123,65,45,93,26,120,102,91,False
19,89,39,20,92,120,129,27,48,105,True
26,113,14,123,21,86,49,1,106,110,False
94,68,123,39,129,96,85,74,53,41,False
96,13,82,33,45,18,123,49,137,20,True
5,113,44,92,23,86,20,120,98,73,True
41,119,55,59,40,20,89,19,47,13,True
48,119,129,50,20,106,60,123,95,26,True
48,128,71,76,129,20,105,93,17,98,True
46,65,83,38,14,112,26,23,1,51,True
46,88,20,49,93,114,26,23,25,71,False
49,5,112,114,18,120,25,20,13,105,False
15,86,41,126,96,87,106,21,26,49,True
13,123,93,47,45,65,121,41,136,137,False
113,73,112,20,41,97,100,93,46,86,True
58,19,42,86,126,18,20,69,11,123,True
43,82,58,19,41,62,25,15,136,98,False
58,7,106,110,95,93,45,11,33,98,False
90,123,93,100,32,41,26,112,65,80,True
74,98,113,87,26,58,126,71,55,6,False
110,1,123,106,129,90,65,82,26,49,False
21,29,126,53,123,74,86,55,71,49,False
126,100,28,48,45,82,26,96,29,21,False
96,112,44,97,65,66,27,49,94,113,True
49,93,65,128,106,45,121,96,41,105,True
126,33,71,93,66,72,46,136,137,123,False
9,92,80,19,89,25,58,129,48,3,True
129,65,66,48,80,136,15,135,10,113,False
82,106,3,135,105,13,49,26,20,93,True
13,66,21,129,95,15,107,33,65,17,False
136,58,41,102,120,90,37,89,39,5,True
93,14,13,86,29,74,3,55,41,26,True
3,19,74,47,41,106,98,121,51,21,True
46,80,66,82,123,15,88,63,20,120,True
19,86,43,10,13,46,71,64,56,21,True
45,65,96,39,95,93,100,114,112,79,False
58,7,106,110,95,93,45,11,33,98,False
105,21,136,79,10,74,123,41,14,96,False
21,123,53,96,113,89,14,20,17,137,False
17,123,102,26,114,113,100,64,69,11,True
26,113,14,123,21,86,49,1,106,110,False
94,68,123,39,129,96,85,74,53,41,False
96,13,82,33,45,18,123,49,137,20,True
1,21,29,5,106,20,105,19,96,10,False
110,1,123,106,129,90,65,82,26,49,False
86,75,57,41,120,88,20,26,106,82,False
113,82,110,20,49,96,17,66,105,95,True
113,123,13,49,53,41,30,26,98,21,True
13,112,41,65,20,58,123,49,47,93,False
93,71,33,3,20,112,45,41,51,22,True
106,87,100,94,112,135,19,45,123,49,True
123,27,19,47,41,105,93,17,112,98,True
9,1,33,47,96,98,100,65,5,109,True
18,21,112,39,123,10,49,26,33,97,True
18,45,85,97,19,58,26,59,33,48,False
20,49,94,19,47,102,7,68,55,98,False
48,126,72,123,16,137,86,49,22,93,True
48,61,100,65,49,33,51,19,94,26,True
113,33,69,106,119,49,100,2,120,20,False
72,71,47,34,109,102,75,106,64,129,False
120,97,123,41,58,70,121,96,26,62,False
113,82,110,20,49,96,17,66,105,95,True
93,135,26,34,98,123,53,43,97,48,False
93,76,45,20,21,58,49,46,40,96,False
106,121,27,97,93,65,26,6,59,96,False
47,14,8,26,97,82,113,1,65,98,False
113,93,58,71,55,19,121,5,41,49,True
112,111,19,10,76,49,96,105,44,123,True
70,21,64,135,14,41,82,53,98,20,True
29,136,21,48,3,13,105,6,51,112,True
13,7,123,43,48,107,138,93,110,90,True
105,112,136,120,1,45,26,106,99,10,True
53,26,80,114,17,15,74,19,58,8,True
46,79,70,71,65,45,39,82,102,86,True
49,31,123,18,113,48,86,58,47,39,True
98,48,17,58,20,44,96,51,123,21,True
126,129,65,33,48,53,97,13,21,10,False
137,26,82,49,40,17,123,138,65,96,True
19,28,75,121,71,112,96,55,1,33,False
94,101,106,55,84,3,20,107,41,47,False
95,112,60,19,59,33,126,47,20,98,False
82,20,26,95,49,94,14,86,17,69,True
82,33,123,73,98,26,66,89,17,137,True
73,58,97,27,46,32,26,33,76,137,False
66,93,47,55,26,20,86,11,21,49,True
46,14,49,27,97,39,105,33,48,129,False
49,21,86,136,25,17,83,20,43,138,True
18,106,68,114,63,61,96,48,123,33,False
66,87,25,49,6,33,106,43,94,69,True
96,5,57,48,53,94,106,136,29,123,False
73,5,137,27,21,82,66,86,113,97,True
120,63,97,123,20,5,70,106,55,26,False
82,5,97,19,41,66,21,51,120,32,True
105,2,93,5,129,7,54,49,33,40,False
13,54,49,105,26,48,120,45,100,135,True
13,123,93,47,45,65,121,41,136,137,False
95,26,105,102,97,29,13,101,5,93,False
114,49,93,83,92,1,137,86,65,90,True
49,126,41,128,33,94,66,47,123,93,True
33,25,58,88,15,4,136,27,47,21,True
91,138,123,17,28,49,26,95,69,79,True
106,123,102,82,26,49,45,98,120,110,False
66,106,20,98,93,70,39,121,96,45,False
97,65,33,8,43,23,86,61,1,58,True
46,100,106,3,20,47,11,48,66,136,True
65,53,17,100,93,13,18,97,63,58,False
94,68,105,1,20,102,111,93,106,69,True
70,5,21,9,96,89,120,105,137,69,False
10,17,123,71,96,129,121,1,120,79,False
95,96,120,112,5,13,71,45,106,54,False
41,33,56,103,17,26,92,98,66,46,False
98,68,86,25,49,100,14,93,21,90,False
102,22,129,86,105,39,21,48,97,14,True
21,68,114,90,39,25,53,20,41,129,False
98,68,86,25,49,100,14,93,21,90,False
114,26,13,41,96,20,48,21,19,49,True
114,48,80,26,123,86,29,41,59,20,True
1,51,37,21,98,65,76,40,38,41,False
106,123,137,95,7,69,63,37,21,76,True
123,45,80,69,41,61,29,103,10,114,True
9,92,80,19,89,25,58,129,48,3,True
47,1,40,112,105,89,64,107,39,129,False
113,98,20,120,90,17,7,49,105,41,False
113,98,20,120,90,17,7,49,105,41,False
123,66,43,10,96,114,21,106,26,71,True
65,25,94,49,100,82,45,11,129,26,True
33,71,14,25,41,62,135,65,98,46,True
44,35,53,96,45,19,37,49,46,22,False
33,123,76,41,69,42,68,106,71,15,False
96,91,94,34,71,67,87,49,17,53,False
126,33,71,93,66,72,46,136,137,123,False
13,95,123,57,105,21,45,10,69,97,False
97,21,98,93,5,53,76,129,26,10,False
94,68,105,1,20,102,111,93,106,69,True
46,14,49,27,97,39,105,33,48,129,False
65,121,69,63,90,28,1,101,105,13,True
126,33,71,93,66,72,46,136,137,123,False
17,83,88,82,27,98,20,19,77,21,True
73,5,137,27,21,82,66,86,113,97,True
33,49,86,66,10,35,82,40,98,128,True
41,27,79,96,59,66,65,13,38,10,False
41,123,58,49,89,25,114,26,47,19,False
93,26,97,136,96,48,112,86,17,83,True
74,136,112,18,20,12,66,80,33,114,False
93,80,86,25,45,97,20,112,19,59,True
18,21,112,39,123,10,49,26,33,97,True
120,97,123,41,58,70,121,96,26,62,False
74,19,40,98,41,106,6,136,105,112,True
95,39,105,121,102,22,65,123,14,48,False
106,29,110,121,49,41,20,96,120,27,False
106,100,86,96,18,97,109,74,72,105,True
