r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
5,13,101,102,135,76,20,29,93,110,False
67,20,19,43,17,112,47,21,100,69,True
26,66,120,48,96,28,1,79,57,106,False
8,43,19,65,46,13,123,98,3,10,True
25,123,45,97,70,98,53,5,109,65,True
29,47,71,66,1,93,138,112,13,58,True
77,123,69,13,65,40,20,25,1,19,True
12,53,106,71,15,1,86,69,136,31,False
104,26,82,71,14,93,76,21,72,58,True
105,69,106,95,68,86,21,73,80,25,True
38,13,14,121,41,25,100,22,123,98,True
21,123,15,112,7,25,100,78,106,105,True
106,100,45,21,8,58,39,93,72,96,True
56,21,12,98,123,66,88,69,10,86,False
21,15,19,39,58,46,51,80,121,1,True
82,20,62,83,48,26,106,6,65,129,True
82,19,68,33,138,7,85,97,123,1,True
18,13,123,97,26,32,15,69,20,53,False
123,25,58,84,73,21,40,7,69,88,True
65,10,45,25,53,21,13,98,102,112,False
21,96,62,105,10,65,135,54,112,123,True
123,26,10,98,105,13,83,114,14,113,True
32,106,110,88,21,65,19,10,126,33,True
88,33,58,82,126,47,26,69,110,21,True
120,51,56,5,28,19,10,33,58,112,False
65,38,41,71,114,82,83,43,19,106,False
123,96,83,113,39,88,21,95,45,56,False
98,1,64,45,7,14,59,41,112,20,True
11,12,106,90,58,26,23,86,82,102,True
62,27,114,76,98,83,6,53,97,106,False
58,82,19,47,10,69,20,135,63,15,False
48,74,26,75,78,82,25,20,135,100,True
41,74,85,96,20,15,83,3,123,129,True
19,112,41,90,110,10,123,98,17,86,True
10,9,45,38,74,93,123,97,106,28,False
79,106,69,80,56,21,51,100,13,63,True
112,71,3,13,42,121,69,19,21,93,True
89,98,86,112,60,9,136,21,10,100,True
137,5,48,69,26,21,19,93,66,76,True
137,26,121,41,120,1,58,106,45,69,False
49,71,43,21,69,89,120,80,19,113,False
137,106,105,95,64,13,26,92,32,21,False
6,45,20,97,13,21,100,112,1,10,False
25,123,45,97,70,98,53,5,109,65,True
89,20,123,90,97,106,51,92,48,21,True
65,90,106,8,137,39,29,45,105,41,True
58,65,46,86,106,9,45,123,41,69,False
1,22,66,23,14,83,101,47,35,69,False
63,100,123,28,120,26,23,55,112,14,True
40,10,69,106,20,62,128,7,41,63,False
5,114,106,69,79,8,119,90,121,49,True
65,38,41,71,114,82,83,43,19,106,False
51,119,98,73,74,47,83,41,16,105,False
26,101,14,93,25,105,96,65,110,41,False
45,1,14,106,88,32,112,35,105,96,True
73,47,27,69,66,58,33,21,54,100,True
65,90,106,8,137,39,29,45,105,41,True
58,65,46,86,106,9,45,123,41,69,False
105,83,96,10,98,74,136,7,29,21,True
80,28,114,65,90,13,5,82,18,26,True
93,86,19,91,69,13,55,20,8,26,False
34,64,71,126,63,89,92,13,129,62,True
33,58,106,46,14,98,105,126,27,25,True
106,105,65,114,129,15,21,88,102,76,False
73,123,61,91,14,47,82,88,58,41,True
100,17,89,26,123,72,96,79,106,58,False
62,60,10,26,22,112,95,98,75,28,True
1,45,86,69,17,26,80,20,94,49,False
90,112,8,106,7,41,105,68,17,129,False
90,114,15,19,10,93,106,20,98,113,True
112,74,18,98,105,33,102,88,106,41,True
43,65,71,41,39,14,113,76,82,27,False
106,9,129,67,64,25,51,90,86,59,False
76,102,72,91,88,18,128,97,20,65,False
41,106,20,98,71,93,21,90,39,65,True
53,106,73,26,16,41,5,123,2,23,True
83,129,26,137,10,13,71,19,72,97,True
126,97,41,110,74,128,99,113,123,45,False
19,129,110,94,49,69,106,89,38,66,True
5,102,65,48,120,123,106,78,109,71,False
74,15,14,26,1,63,45,2,69,33,False
109,128,71,1,39,13,98,26,10,114,False
21,15,19,39,58,46,51,80,121,1,True
73,105,76,97,20,48,27,80,29,121,False
105,109,72,28,104,1,19,26,40,126,True
1,123,26,98,97,95,105,57,65,19,True
75,19,123,90,41,39,96,26,10,110,True
105,106,69,1,20,79,114,56,96,15,False
62,65,14,48,47,102,40,95,121,59,True
123,47,66,59,41,58,69,72,106,63,True
129,65,45,113,114,106,21,90,66,69,False
8,43,19,65,46,13,123,98,3,10,True
58,28,112,44,106,113,79,96,71,19,False
21,40,28,53,3,82,114,68,7,98,True
33,119,26,80,10,82,86,21,53,69,False
28,106,91,1,58,14,112,121,41,39,False
137,22,10,58,82,23,56,106,41,5,True
69,123,112,58,93,98,64,70,76,105,True
129,82,48,112,83,93,9,98,111,88,False
69,26,72,17,62,33,100,56,95,65,True
62,65,14,48,47,102,40,95,121,59,True
69,25,86,66,98,106,21,100,65,48,True
126,19,45,67,43,109,39,26,112,129,False
49,73,60,105,79,109,86,74,97,13,True
123,66,80,106,70,14,73,112,5,120,False
82,83,53,61,38,29,22,112,3,109,False
113,21,123,28,45,17,4,14,121,26,False
58,65,46,86,106,9,45,123,41,69,False
46,20,60,53,47,98,86,70,123,69,True
17,86,14,82,29,62,10,21,128,39,True
129,53,123,28,8,46,30,63,69,105,False
26,46,65,82,69,120,45,104,105,113,True
110,10,66,98,25,128,71,135,72,100,False
25,83,28,26,78,93,51,35,45,129,False
42,13,65,72,29,96,86,83,1,15,True
51,26,23,25,98,69,136,91,15,74,True
40,27,22,67,33,102,51,53,12,65,True
