r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
114,41,26,112,128,49,82,84,88,40,False
96,90,41,22,123,46,28,13,26,84,False
96,82,84,21,123,119,43,48,110,120,True
29,45,21,48,47,50,66,119,60,82,True
74,105,129,58,21,86,49,67,26,47,True
47,85,105,49,10,45,41,65,19,99,True
22,137,123,46,20,105,96,48,126,26,True
67,123,98,35,72,26,137,15,93,83,False
49,112,23,89,20,21,79,13,105,97,True
25,88,65,74,21,13,121,102,95,66,True
69,20,17,89,86,53,3,78,62,94,True
114,83,21,136,90,49,82,86,106,105,True
135,95,58,64,86,15,33,98,7,82,False
106,71,97,48,66,17,26,90,10,98,True
95,33,20,126,98,17,78,86,58,94,True
28,20,129,6,66,69,7,39,95,123,False
106,45,1,2,123,114,65,69,137,79,True
15,26,72,74,114,113,123,76,47,88,True
19,14,37,88,80,114,45,47,106,112,True
93,120,105,21,123,48,121,66,69,13,True
12,114,26,80,106,33,20,14,98,97,False
41,56,90,53,97,51,13,60,20,91,True
110,49,29,85,17,39,100,128,107,82,False
10,34,55,19,45,58,62,98,48,59,False
98,27,45,106,25,74,49,20,48,66,True
69,20,17,89,86,53,3,78,62,94,True
13,9,41,39,62,136,47,105,10,69,True
135,69,21,12,86,3,71,94,97,7,True
10,120,69,21,128,83,41,25,98,123,True
51,123,129,63,72,7,98,17,58,41,False
46,49,97,26,45,59,25,95,96,111,False
73,49,98,45,72,11,123,93,19,83,False
58,21,13,121,97,41,29,126,136,71,True
20,112,8,114,21,106,57,26,48,121,True
113,123,20,47,98,90,119,95,129,21,True
76,26,53,38,10,14,5,138,98,95,True
138,91,49,14,106,135,105,31,59,15,False
65,137,29,3,21,93,26,69,49,72,False
138,97,86,65,7,129,83,41,26,120,True
58,90,55,114,105,41,106,66,123,16,False
21,98,75,63,65,129,26,46,59,105,False
33,71,86,94,35,21,28,123,26,41,False
13,33,88,51,138,136,113,126,45,98,False
100,74,69,48,11,1,98,53,19,13,False
66,20,48,28,13,123,69,23,10,30,True
19,10,129,113,58,48,112,100,98,96,False
136,25,7,106,33,126,29,65,93,91,False
48,123,65,28,106,90,10,3,105,98,True
5,59,70,110,73,39,45,97,66,93,False
98,49,93,53,65,120,91,97,123,32,False
114,88,112,105,22,135,16,123,1,25,False
26,88,82,56,49,123,72,97,61,55,False
123,10,49,40,88,41,112,13,114,110,True
112,14,96,105,120,10,100,58,98,80,False
66,74,112,114,135,120,121,61,82,26,True
82,112,90,19,3,93,102,135,58,39,True
135,20,94,38,78,93,68,112,3,19,False
91,123,1,29,98,120,65,3,2,49,False
123,39,109,1,137,43,105,22,49,41,True
5,59,70,110,73,39,45,97,66,93,False
113,66,62,43,21,45,98,73,83,17,False
128,102,113,120,105,137,20,135,110,41,True
69,49,123,23,114,82,57,112,45,26,True
14,106,112,1,71,91,128,126,70,105,True
18,74,83,92,45,65,61,113,123,49,True
136,96,65,32,82,89,20,49,45,97,True
114,40,47,123,120,73,102,121,97,138,True
10,34,55,19,45,58,62,98,48,59,False
58,123,96,98,82,39,45,113,1,97,True
70,112,25,23,110,82,22,121,8,76,True
50,123,113,92,88,137,53,128,136,74,True
8,68,46,55,126,3,129,138,105,94,True
33,67,30,112,138,91,119,49,65,48,False
121,18,22,37,71,73,25,53,107,35,True
73,123,11,49,126,27,47,22,26,96,True
65,98,86,39,89,74,28,66,4,72,True
46,58,65,39,98,9,22,138,70,137,False
41,123,98,65,61,9,26,23,106,82,True
74,11,96,26,110,69,73,105,120,20,False
69,93,40,123,28,25,21,111,136,129,True
15,120,94,135,14,59,21,69,82,112,False
89,39,121,71,82,97,41,13,20,123,True
12,59,112,136,129,25,49,40,71,21,True
105,13,123,89,49,41,113,106,88,33,True
97,136,123,47,48,88,41,65,120,73,True
95,17,105,103,26,82,71,113,56,112,False
10,105,17,71,121,62,41,98,9,55,False
106,71,97,48,66,17,26,90,10,98,True
105,113,39,49,123,17,64,43,14,94,True
97,128,41,21,17,46,83,19,69,13,False
19,37,48,56,129,49,41,62,26,17,False
49,74,69,79,21,46,126,102,121,61,True
48,29,62,113,45,105,106,93,104,66,True
10,26,123,71,13,105,19,14,45,41,False
10,68,112,97,105,113,26,98,48,111,False
120,83,110,137,48,123,32,26,82,98,False
55,70,20,71,103,82,33,19,66,22,True
29,88,61,26,95,82,40,83,112,76,False
98,14,123,82,34,80,5,65,70,96,True
18,74,83,92,45,65,61,113,123,49,True
40,48,43,19,96,113,33,20,49,123,False
55,89,5,100,88,82,33,27,23,136,True
20,96,45,1,120,10,56,55,14,19,False
121,97,41,58,113,48,30,128,91,29,False
72,1,47,123,38,10,112,68,13,102,True
75,58,61,14,10,70,5,76,21,80,False
112,93,21,105,58,126,19,40,98,8,False
123,76,98,95,40,96,66,31,74,10,False
63,121,106,41,14,96,65,123,80,32,False
10,75,114,66,71,95,123,47,49,105,False
112,106,72,67,19,82,123,14,47,34,True
14,68,93,83,21,137,96,45,70,62,True
55,88,58,89,25,68,119,28,48,106,True
120,83,110,137,48,123,32,26,82,98,False
29,83,25,105,114,10,26,19,20,49,False
49,20,65,32,90,113,80,26,137,45,True
138,69,94,112,49,120,45,123,96,113,False
15,26,72,74,114,113,123,76,47,88,True
100,112,6,110,19,94,119,26,73,113,False
128,102,113,120,105,137,20,135,110,41,True
1,26,20,13,98,49,69,50,53,126,False
18,74,83,92,45,65,61,113,123,49,True
15,26,72,74,114,113,123,76,47,88,True
95,98,28,123,105,106,71,86,129,89,True
56,55,82,19,20,33,86,98,100,48,False
112,72,69,26,10,80,113,65,21,20,False
98,106,14,72,15,135,88,41,119,53,True
89,110,87,96,98,106,53,62,102,95,True
1,126,20,106,105,7,34,43,45,95,False
82,74,46,65,108,96,59,71,83,10,False
14,137,72,25,105,95,18,39,20,43,True
47,87,71,73,106,59,136,45,10,129,True
39,58,41,40,119,25,100,106,86,105,True
113,28,26,106,88,92,123,20,48,69,True
101,21,86,10,49,102,51,98,7,112,True
129,41,58,62,21,6,96,71,17,33,True
123,136,39,96,113,13,47,20,49,42,False
49,123,39,47,21,76,105,41,128,65,True
1,20,112,51,49,100,70,26,29,120,False
49,53,86,90,128,47,59,110,20,41,False
