r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
1,123,84,19,129,106,121,10,119,25,True
114,1,106,83,69,94,110,88,97,119,True
105,62,93,98,40,15,100,112,45,48,True
82,86,112,126,123,74,96,41,105,72,False
114,23,58,88,69,123,57,97,94,82,True
48,106,58,45,60,95,92,20,129,123,False
66,21,93,69,86,55,113,114,123,57,True
10,66,86,60,90,19,43,74,56,48,True
58,120,20,15,1,102,45,82,10,138,False
120,112,41,106,58,32,20,26,23,48,True
88,112,21,9,20,73,120,93,80,26,True
123,46,68,41,129,20,39,7,12,19,False
79,53,46,137,21,93,83,88,69,40,True
8,43,19,58,74,90,110,98,73,27,True
97,48,113,62,112,69,93,98,110,105,False
41,21,96,105,103,97,86,33,106,48,False
20,37,62,41,76,106,91,102,95,86,True
17,71,121,69,41,95,86,97,58,101,True
102,19,45,22,113,51,105,93,137,33,False
47,86,95,71,123,22,96,75,10,119,True
28,41,85,65,34,25,100,74,69,123,True
26,7,74,128,41,85,92,29,65,82,False
31,22,44,123,129,98,105,56,107,58,False
106,25,53,97,26,19,78,58,8,20,True
82,31,26,41,69,15,66,58,14,48,True
106,65,41,39,33,47,91,7,59,28,True
65,123,11,48,69,41,88,74,106,97,False
62,69,106,40,48,97,93,123,32,20,True
129,109,86,5,13,65,69,41,112,46,False
8,65,92,135,100,53,74,123,129,93,True
21,114,19,53,23,13,3,61,48,121,False
23,56,105,123,41,106,45,19,138,112,True
1,86,80,58,106,31,69,121,34,21,True
72,15,126,45,14,78,26,106,8,138,False
41,68,17,62,25,100,53,58,13,44,True
69,20,105,28,41,15,45,5,29,14,True
12,120,29,83,19,46,22,58,104,62,True
22,87,28,48,69,46,106,20,86,104,True
72,12,68,14,100,83,113,23,33,40,False
41,68,17,62,25,100,53,58,13,44,True
69,20,105,28,41,15,45,5,29,14,True
69,26,106,76,105,65,58,114,48,136,True
13,66,39,29,105,63,46,97,72,21,True
86,51,98,48,128,18,138,69,110,9,True
