r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
29,68,126,123,41,96,74,22,60,94,True
91,90,93,45,129,96,123,98,94,58,True
129,86,20,106,93,69,12,90,105,45,True
78,123,86,4,13,46,129,105,9,95,True
23,98,40,86,41,10,83,96,74,26,True
26,69,82,106,41,53,98,91,60,1,False
113,28,40,123,41,15,7,126,79,98,True
90,19,33,49,79,98,114,26,20,80,False
41,37,26,74,23,123,20,1,97,13,False
48,39,66,123,98,41,3,136,69,13,False
15,72,97,98,65,21,48,62,5,29,True
28,138,106,58,95,74,10,69,79,105,False
15,1,5,64,136,20,98,45,46,49,True
114,31,33,20,41,95,26,105,106,28,False
120,123,10,137,45,93,22,26,49,58,False
58,129,8,105,88,47,123,114,96,26,True
96,71,39,95,79,21,13,41,20,100,True
120,83,89,105,21,129,82,20,106,58,False
106,41,105,98,123,13,60,72,45,21,False
3,74,89,56,129,82,45,21,86,93,False
112,44,26,120,20,1,88,45,106,33,False
5,136,106,93,112,107,79,69,25,45,True
56,26,10,21,51,74,20,25,16,86,False
89,21,58,90,49,40,86,11,55,138,False
106,49,105,47,97,65,96,95,112,98,True
59,96,93,5,20,65,58,49,129,46,False
17,45,21,110,73,19,61,119,20,10,True
19,110,3,2,41,39,6,68,29,26,False
89,102,97,26,120,85,21,60,137,10,True
48,58,79,98,128,110,123,49,105,25,True
110,71,26,1,96,46,79,20,69,48,False
80,114,86,49,120,110,26,84,56,55,False
56,26,10,21,51,74,20,25,16,86,False
110,26,96,123,41,105,65,60,82,114,False
123,42,47,26,110,19,3,49,69,41,True
15,72,97,98,65,21,48,62,5,29,True
126,26,94,65,82,7,113,20,33,18,False
90,49,112,111,41,73,20,113,69,53,False
97,27,33,93,106,65,136,120,135,46,True
21,112,69,1,45,47,64,72,94,59,True
135,94,84,14,123,21,20,69,10,86,True
95,26,20,74,59,21,58,65,19,82,True
11,129,73,123,62,20,19,3,80,82,False
86,113,10,72,102,120,40,19,49,44,False
13,71,100,25,112,106,48,123,20,84,False
79,41,86,47,49,98,121,105,113,93,False
89,21,58,90,49,40,86,11,55,138,False
113,28,100,20,106,21,13,86,26,49,False
89,102,97,26,120,85,21,60,137,10,True
1,86,106,26,49,109,105,13,55,33,False
82,79,23,73,45,95,66,113,96,123,True
106,49,105,47,97,65,96,95,112,98,True
129,76,123,74,93,82,78,25,19,53,False
93,49,26,85,41,86,20,95,47,97,True
113,100,123,15,23,18,111,49,136,22,True
33,39,80,20,10,21,62,97,40,18,False
91,41,26,136,47,102,49,105,20,25,True
26,104,120,42,30,98,20,11,87,15,True
4,98,67,86,19,53,14,80,93,30,False
10,8,30,14,98,100,64,36,16,48,True
120,40,110,1,26,48,49,114,45,105,False
15,79,20,82,49,120,123,66,1,55,False
46,121,14,82,104,97,85,74,13,93,False
112,87,26,89,106,2,105,13,20,32,True
48,69,65,27,106,1,110,138,15,13,False
80,1,66,26,74,97,98,9,53,6,False
106,71,58,94,69,80,86,89,112,88,True
59,97,86,20,94,93,135,66,33,47,True
82,28,71,49,33,89,20,66,98,21,False
76,105,78,93,20,41,45,21,107,80,False
93,71,20,25,15,17,66,95,57,65,True
106,111,63,49,72,114,26,61,41,45,True
97,27,33,93,106,65,136,120,135,46,True
28,138,106,58,95,74,10,69,79,105,False
15,1,5,64,136,20,98,45,46,49,True
41,112,19,86,106,33,98,114,121,49,True
67,20,53,106,47,98,68,39,105,93,False
22,25,62,59,96,21,20,67,112,138,True
48,136,66,96,35,39,95,33,28,26,True
26,98,23,72,105,106,20,41,29,66,False
47,14,44,106,66,90,121,26,114,55,True
106,97,65,45,1,57,20,19,49,15,True
106,97,65,45,1,57,20,19,49,15,True
