r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
98,72,86,61,95,25,113,14,30,21,True
40,1,60,20,98,49,86,79,96,106,False
98,110,26,88,82,90,83,123,49,114,True
41,97,21,123,19,29,11,49,111,62,False
49,39,71,65,93,70,128,20,38,13,True
6,28,113,86,112,63,26,106,54,129,True
1,20,135,91,106,10,98,19,86,40,False
41,112,120,102,123,97,20,70,46,26,False
90,51,57,86,49,53,94,21,47,106,False
98,2,93,87,86,26,112,19,28,82,True
69,98,57,66,136,72,43,58,82,97,False
23,41,78,123,58,13,53,67,26,97,False
21,48,33,137,26,123,29,28,72,87,True
23,69,14,20,48,137,98,43,65,41,False
33,29,10,21,19,97,105,69,76,14,True
13,88,48,123,98,45,66,17,21,41,False
86,45,28,1,59,46,123,100,120,21,False
93,97,20,92,26,137,128,49,4,105,False
97,41,82,3,20,45,114,26,7,49,False
43,80,3,110,82,41,19,26,126,28,True
93,100,69,31,88,86,91,120,49,78,False
123,3,113,76,28,95,7,106,21,91,False
98,39,14,53,50,70,62,3,102,66,False
20,86,7,93,66,29,26,25,120,63,True
66,71,21,106,47,20,82,46,100,87,False
123,64,73,19,70,53,98,41,112,14,True
33,123,27,4,69,53,129,26,39,94,False
18,123,105,97,39,19,41,21,20,78,False
137,26,53,106,41,73,20,21,99,100,True
53,42,119,71,90,59,69,100,105,67,False
14,51,120,55,49,109,21,90,98,105,False
105,20,69,97,25,15,47,12,106,58,True
73,49,88,10,21,98,53,71,93,23,False
60,119,58,41,106,73,10,59,20,26,False
106,49,30,22,138,26,112,34,135,94,True
58,135,92,72,14,30,69,123,59,70,False
26,25,94,47,71,75,46,100,126,39,False
26,95,36,45,98,20,106,48,101,69,False
49,65,71,93,20,12,14,106,26,98,False
120,98,71,72,18,45,17,21,69,79,False
63,14,90,100,86,109,49,58,39,110,True
63,55,74,100,66,137,90,113,71,20,True
93,92,88,72,26,19,58,86,97,114,True
98,110,26,88,82,90,83,123,49,114,True
72,1,113,96,119,28,105,41,49,138,False
82,96,138,26,112,20,91,88,49,70,False
48,47,40,74,19,65,49,58,12,22,True
85,123,47,13,21,105,80,98,48,112,True
1,55,45,17,14,20,13,25,21,29,False
53,42,119,71,90,59,69,100,105,67,False
98,71,123,20,34,13,86,96,33,109,False
59,112,79,87,18,13,96,72,82,88,True
59,26,10,100,29,6,128,106,20,11,True
95,7,64,76,26,105,19,20,93,106,False
47,26,62,33,1,80,67,43,105,40,False
21,106,103,49,73,72,93,15,14,19,True
49,19,17,45,94,15,26,106,119,69,False
120,58,95,137,86,66,106,102,7,10,True
21,47,96,73,20,15,136,26,137,89,False
72,120,123,73,32,48,33,7,19,45,False
7,3,91,19,113,65,86,69,49,90,False
48,79,114,49,26,45,123,90,80,96,False
20,14,21,106,123,80,98,66,26,48,False
45,38,98,94,65,41,128,123,29,13,False
40,1,60,20,98,49,86,79,96,106,False
72,129,43,82,71,106,74,14,96,21,True
112,45,94,106,136,114,65,123,49,41,False
72,49,29,120,42,70,28,26,82,58,True
20,10,65,90,21,39,136,109,47,19,True
49,5,22,136,84,21,100,1,2,57,True
69,98,57,66,136,72,43,58,82,97,False
65,1,43,33,86,25,26,102,19,61,True
9,89,102,65,13,98,72,97,101,95,False
74,129,123,114,46,17,43,119,15,45,False
65,103,49,28,23,106,20,123,69,41,False
123,105,28,1,76,106,26,103,69,25,False
13,28,73,45,123,95,35,7,26,103,False
82,86,49,98,57,79,96,83,10,43,False
86,41,59,105,136,19,1,106,123,40,True
97,123,59,114,64,33,10,13,14,85,False
65,97,10,98,22,136,105,102,21,17,True
21,120,27,39,49,53,19,113,129,26,False
109,112,19,66,15,93,102,123,43,129,True
93,106,100,66,96,110,57,65,59,49,False
106,112,83,71,46,13,45,78,26,21,True
45,113,20,41,129,1,39,3,123,21,True
106,100,1,29,58,14,45,28,20,82,False
3,62,14,128,1,49,129,105,45,106,False
1,58,106,26,29,45,65,41,59,49,False
