r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
98,106,20,93,101,48,58,85,114,29,True
73,46,86,5,112,82,123,138,17,49,False
19,91,5,43,12,96,58,63,21,138,False
1,47,21,25,96,33,71,98,67,83,False
97,106,79,110,82,113,45,98,112,48,True
65,123,93,69,17,41,43,14,58,76,True
43,20,22,19,10,82,71,135,111,15,False
41,28,17,68,105,69,94,43,13,90,False
96,13,29,21,112,35,72,129,69,86,True
90,79,106,137,48,45,14,120,69,6,True
120,5,27,1,49,72,96,8,138,90,False
107,20,26,1,43,95,90,45,96,123,True
106,10,69,5,105,90,20,96,123,67,False
65,49,2,33,39,43,48,110,29,66,False
21,136,98,33,86,96,66,138,106,41,False
102,45,39,123,93,21,74,65,119,96,False
10,45,28,21,74,58,97,1,123,47,True
83,86,135,96,94,48,20,33,55,120,False
63,14,68,34,70,49,2,27,88,46,True
59,71,69,123,48,32,86,21,120,49,False
114,49,66,65,96,41,112,29,123,98,True
105,10,66,98,25,94,47,114,20,61,False
88,17,114,46,49,41,43,58,100,28,False
25,31,98,102,62,71,21,7,85,59,True
41,3,65,98,90,97,110,71,49,82,True
20,93,22,19,96,102,43,84,79,69,False
121,88,4,69,14,20,25,112,94,64,True
59,45,39,30,78,20,121,82,74,49,True
63,97,83,49,119,20,105,48,19,106,True
106,72,123,98,48,63,20,5,13,92,False
46,123,20,41,15,98,93,100,56,86,False
93,26,98,113,128,86,27,2,1,19,True
46,20,93,65,98,13,123,3,96,41,True
41,20,98,90,58,82,66,123,47,126,False
137,26,49,33,136,32,135,66,21,65,False
10,65,105,55,120,74,136,92,48,96,True
66,26,69,112,89,21,126,20,45,33,True
48,39,3,38,86,33,96,20,82,106,False
41,14,106,27,49,85,74,63,47,96,True
83,86,135,96,94,48,20,33,55,120,False
72,123,49,120,21,86,90,93,5,98,True
128,19,95,69,86,112,26,94,90,20,False
20,17,26,49,95,80,41,7,123,21,True
82,105,29,65,114,22,107,91,25,112,False
113,58,20,123,41,22,129,45,74,10,True
9,106,71,33,41,120,48,26,121,69,True
