r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
23,85,123,48,98,18,105,91,80,49,True
96,53,70,46,138,69,26,74,20,93,False
105,74,48,20,38,65,61,45,49,25,False
106,21,110,48,28,55,7,120,58,10,False
98,58,48,123,25,41,110,65,33,19,True
50,20,114,82,22,10,72,106,105,21,True
46,83,19,112,90,29,25,15,91,105,True
41,40,86,19,96,33,26,61,123,89,True
96,66,48,65,39,90,88,1,14,26,False
76,14,41,110,96,98,123,13,20,49,True
46,136,14,10,33,29,65,20,41,39,False
60,105,65,25,21,98,63,17,123,66,False
123,34,53,49,1,96,90,105,121,95,False
137,73,123,59,26,10,20,106,88,96,False
105,136,21,10,128,46,106,123,83,49,False
129,85,21,74,128,25,20,110,112,137,False
39,88,110,20,10,123,65,28,19,93,True
98,83,86,21,123,93,106,40,7,49,True
47,14,19,114,95,46,26,74,80,41,False
63,74,79,85,98,10,58,68,57,17,True
114,79,123,106,1,98,57,56,20,73,True
123,21,120,70,29,106,14,66,49,89,True
91,105,39,28,1,95,20,82,65,97,True
129,56,110,12,138,58,97,10,88,13,True
123,40,113,114,14,55,88,20,41,48,False
49,47,1,51,20,104,106,41,105,14,True
29,100,48,123,39,90,105,64,88,8,True
35,25,33,27,129,123,67,96,126,20,False
49,70,123,25,26,68,35,82,93,100,False
29,106,26,8,39,25,59,105,66,33,False
69,123,33,26,41,112,1,113,79,19,False
13,112,15,106,58,41,21,14,17,53,False
120,83,21,123,49,47,51,48,114,39,True
17,123,71,33,93,69,105,129,19,95,True
95,49,13,66,119,98,67,129,20,123,False
69,96,21,86,49,65,26,98,41,17,False
41,128,17,69,110,29,79,86,49,22,True
137,17,49,123,14,70,112,35,7,69,True
69,71,43,90,54,126,129,123,67,79,True
98,71,128,49,26,41,103,2,120,123,True
82,87,65,49,126,97,123,33,13,80,True
58,73,26,15,82,86,66,69,17,93,False
106,112,86,135,89,13,62,119,71,93,True
129,66,48,65,17,49,123,86,39,96,False
49,135,110,88,74,8,26,136,15,80,True
126,45,48,97,86,89,20,71,120,29,False
29,26,58,18,52,13,33,82,14,20,False
39,1,74,62,72,123,15,26,13,63,True
72,97,38,26,136,93,106,96,100,66,False
123,96,76,28,82,19,43,13,114,45,True
19,48,59,123,92,97,20,25,17,3,True
86,76,96,14,121,98,47,20,33,41,True
35,97,69,25,86,79,113,40,96,21,False
