r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
70,106,19,33,20,98,46,29,123,112,True
98,45,7,113,44,96,112,3,22,21,True
69,15,105,21,72,82,53,19,112,90,False
41,45,98,69,26,114,112,7,48,76,True
120,71,48,65,47,61,123,39,5,69,True
97,90,26,48,88,21,112,19,45,59,False
69,14,90,48,65,93,21,98,123,13,False
112,41,69,121,19,94,106,66,49,53,False
1,39,83,19,69,94,55,123,64,88,False
74,85,3,78,95,80,83,10,86,23,True
68,29,25,21,72,100,41,129,106,33,False
68,100,13,129,1,19,74,20,21,95,False
11,19,58,33,72,25,26,45,22,98,False
105,62,40,17,8,14,106,83,20,10,True
14,26,83,106,10,65,70,112,48,58,True
14,35,27,68,19,41,123,29,120,65,False
49,1,121,91,62,95,19,40,64,13,False
112,72,93,62,119,94,26,14,28,76,False
21,40,105,135,106,41,66,59,121,102,False
97,60,13,26,110,10,66,106,88,21,False
89,121,106,129,65,41,31,123,102,7,False
48,106,101,66,129,105,95,120,123,29,True
82,40,135,86,41,93,74,111,110,123,True
98,21,123,5,137,41,83,14,113,101,False
55,90,119,114,10,26,106,41,59,100,True
67,129,86,58,98,22,12,96,3,112,True
41,3,86,80,97,26,82,119,102,22,False
129,90,123,26,21,8,58,47,86,126,False
20,6,112,19,119,102,86,97,26,43,True
29,105,41,47,121,39,113,11,129,112,True
102,114,46,100,26,47,88,86,93,107,False
5,69,48,39,53,15,123,19,112,29,True
21,25,14,58,65,93,86,40,69,47,True
114,100,112,71,26,123,27,53,48,98,False
14,106,10,119,26,72,48,98,120,22,True
120,72,106,105,41,82,96,108,76,86,False
65,15,62,94,79,20,13,90,93,72,True
28,40,56,67,106,93,27,86,97,74,True
121,97,45,19,67,100,88,62,105,113,True
14,26,135,80,48,123,82,45,10,32,True
45,114,20,53,93,39,81,26,95,96,False
85,13,67,23,123,72,129,20,19,48,True
26,135,41,120,20,86,100,90,1,105,False
19,54,128,14,27,63,93,102,98,8,False
17,73,121,129,90,57,13,82,26,102,True
78,66,11,114,25,80,98,45,109,123,True
26,10,98,65,38,47,100,102,19,80,True
53,19,23,89,65,59,102,112,100,41,False
21,114,43,92,33,29,89,74,58,26,False
65,26,41,120,105,90,72,100,43,80,True
33,17,123,97,1,73,105,26,113,98,False
19,51,110,46,21,10,53,112,26,96,True
107,111,33,21,7,55,26,48,65,25,True
63,65,38,98,100,120,123,29,10,85,True
86,35,53,1,29,65,13,59,96,10,False
98,8,14,128,31,26,57,11,20,71,False
95,20,7,93,129,12,83,2,27,126,True
82,84,1,5,14,25,123,78,10,83,False
67,112,28,53,106,72,129,91,73,15,True
58,41,55,74,7,105,10,23,19,26,True
15,101,83,48,53,97,26,121,129,95,True
74,105,5,89,102,10,51,100,25,47,False
46,28,105,58,7,71,45,14,82,95,True
1,123,82,26,126,63,129,20,59,110,True
72,98,19,41,74,97,69,123,67,40,True
25,20,99,123,17,110,41,120,100,92,False
129,90,123,26,21,8,58,47,86,126,False
106,86,114,58,20,113,69,92,10,112,True
38,48,86,5,113,97,26,106,123,41,False
97,90,26,48,88,21,112,19,45,59,False
20,53,28,82,41,109,106,105,61,65,True
22,123,8,65,96,78,106,91,21,20,False
20,45,48,29,52,82,55,63,121,62,False
98,25,62,53,136,35,123,14,21,71,True
45,82,128,41,29,97,100,13,138,10,False
20,41,43,49,71,7,121,123,113,106,False
91,29,6,59,123,106,49,7,20,21,True
61,135,65,27,89,111,32,105,19,25,False
21,108,62,7,95,129,110,13,82,69,False
114,80,10,106,110,17,112,25,123,21,True
13,121,123,47,70,8,71,65,39,106,True
120,97,65,26,1,10,85,53,69,82,False
104,106,20,33,41,120,26,65,53,70,True
1,26,123,137,97,19,86,105,109,90,False
126,27,112,1,60,21,69,121,58,113,False
13,128,83,6,129,49,123,137,48,65,True
72,93,80,123,13,120,97,27,58,21,True
21,106,27,29,85,114,112,55,123,19,True
46,41,40,45,96,20,102,74,69,25,True
106,123,65,80,1,97,112,19,20,89,False
20,19,112,54,105,90,100,26,96,82,True
33,74,26,41,14,126,111,69,68,42,True
48,101,43,26,17,19,29,112,20,56,True
82,45,69,121,86,23,65,27,1,96,True
63,54,15,19,66,59,58,26,23,48,True
126,21,19,114,20,4,83,3,129,17,False
106,136,129,113,123,13,98,26,105,41,True
10,71,105,86,80,113,17,94,2,123,True
95,71,123,3,17,10,103,113,29,76,False
13,66,29,136,95,62,98,26,18,14,True
72,120,101,59,43,78,81,60,47,95,False
120,10,19,20,98,21,119,86,28,138,True
110,20,137,10,29,103,21,45,98,97,False
1,38,26,136,9,17,129,51,20,109,False
106,97,41,85,26,123,63,45,38,21,True
93,105,138,61,80,137,83,71,58,46,True
95,47,19,55,98,86,20,96,70,76,True
39,100,123,93,69,106,25,112,40,7,False
48,36,65,71,97,112,11,26,25,135,False
21,29,53,73,106,48,14,26,120,33,True
96,91,45,25,35,112,62,98,94,39,True
25,29,54,121,58,69,86,102,48,113,False
86,20,71,56,76,74,41,49,64,72,False
17,30,98,10,7,48,40,66,97,76,False
14,33,80,51,93,74,112,41,71,97,True
70,96,66,17,119,120,136,98,25,110,True
78,20,76,21,26,6,137,19,3,123,True
90,110,25,10,106,59,26,45,129,41,False
121,97,45,19,67,100,88,62,105,113,True
1,80,123,137,3,44,68,113,26,38,False
109,121,136,108,113,80,28,20,26,17,True
1,39,27,78,112,121,110,69,22,95,False
110,49,19,93,33,94,14,86,112,98,True
120,72,106,105,41,82,96,108,76,86,False
28,86,105,98,15,14,25,85,119,82,True
121,97,45,19,67,100,88,62,105,113,True
90,2,123,19,32,88,112,121,62,138,False
58,100,21,2,86,95,26,91,20,123,True
8,105,14,45,39,96,90,46,72,13,False
82,79,33,26,17,18,45,120,85,21,False
70,121,90,96,62,72,22,69,45,82,True
82,48,20,15,114,113,33,138,137,106,True
1,97,83,11,86,105,106,8,21,65,True
91,97,47,25,48,96,20,65,14,63,False
74,70,45,128,88,26,47,113,98,46,False
28,98,20,105,55,17,128,71,69,94,True
82,65,97,69,70,94,123,79,102,113,False
74,123,100,47,4,93,106,72,19,21,True
47,71,68,13,42,120,19,20,97,1,False
13,102,110,57,46,25,71,17,100,101,False
102,123,29,31,74,82,5,20,62,14,True
97,45,26,95,82,21,106,69,101,20,False
98,50,106,41,86,48,112,45,53,92,True
90,97,46,64,86,58,19,38,106,93,False
90,20,106,105,41,128,26,100,98,21,False
74,123,48,14,138,128,113,26,137,20,True
69,20,41,53,39,65,96,82,45,21,False
21,45,25,69,23,10,90,86,47,26,False
129,85,69,86,82,114,20,21,26,28,True
110,123,100,35,97,74,45,59,114,98,True
19,47,91,76,95,21,29,96,123,106,False
10,89,129,45,95,86,47,14,25,21,False
19,51,110,46,21,10,53,112,26,96,True
58,21,71,64,14,49,26,126,45,1,True
97,66,76,45,41,74,102,20,95,22,False
137,121,66,120,93,113,29,105,20,78,True
98,45,106,110,1,17,123,96,43,138,True
106,98,20,121,95,113,129,12,65,111,False
63,65,38,98,100,120,123,29,10,85,True
42,123,98,33,22,106,86,73,66,69,False
35,19,112,62,82,103,105,95,20,120,False
21,100,108,126,20,74,90,41,14,40,True
129,47,106,110,59,39,128,20,71,82,True
47,71,68,13,42,120,19,20,97,1,False
96,26,111,48,13,20,100,21,120,126,False
25,120,86,20,69,74,7,137,26,70,False
74,121,136,2,41,48,106,63,138,78,True
23,66,123,49,46,10,105,20,25,82,True
76,105,26,14,1,28,112,20,89,18,True
73,71,65,92,126,137,26,62,41,21,False
73,74,69,58,26,46,98,20,119,10,True
21,107,96,72,46,45,105,69,12,112,True
13,20,98,86,10,19,105,137,100,15,False
97,123,45,59,41,21,20,55,106,105,True
106,58,86,129,25,57,71,26,59,114,True
65,36,19,90,126,56,32,47,123,100,True
65,21,44,106,88,66,47,104,72,86,True
73,74,69,58,26,46,98,20,119,10,True
21,107,96,72,46,45,105,69,12,112,True
72,26,102,97,106,112,53,18,40,82,False
17,73,121,129,90,57,13,82,26,102,True
23,91,38,26,48,106,60,41,121,65,False
13,86,65,120,56,69,40,104,41,79,False
114,31,120,65,8,41,43,58,106,88,False
14,33,80,51,93,74,112,41,71,97,True
39,123,86,129,95,8,105,120,21,69,False
6,30,105,29,43,21,71,93,98,121,True
106,66,55,71,48,120,20,123,25,98,True
61,87,20,114,28,97,22,45,26,48,False
78,20,76,21,26,6,137,19,3,123,True
86,20,96,25,34,21,87,100,7,28,False
39,90,97,10,136,5,47,1,106,114,True
48,33,105,114,106,91,20,43,32,102,False
110,21,73,113,69,126,26,58,112,32,False
21,26,53,120,70,14,85,123,51,75,True
22,14,112,53,8,10,31,135,20,69,False
69,65,19,95,53,98,64,88,15,11,True
33,62,20,113,13,28,100,65,21,136,False
90,128,26,19,89,18,119,121,14,21,False
129,60,66,86,89,137,48,13,58,65,True
35,19,112,62,82,103,105,95,20,120,False
86,35,53,1,29,65,13,59,96,10,False
19,123,27,1,69,94,33,23,5,7,True
120,26,47,100,73,28,71,123,21,25,True
98,5,93,96,26,48,28,71,138,19,True
74,105,5,89,102,10,51,100,25,47,False
46,100,105,39,71,20,45,7,89,25,True
82,71,74,64,25,70,26,128,106,98,True
93,58,129,26,106,135,20,25,113,9,False
41,20,96,26,59,1,120,97,105,86,False
106,105,45,70,102,84,120,20,48,97,False
106,20,136,15,80,129,71,22,121,48,False
103,105,126,65,10,27,98,62,82,17,False
53,119,88,43,4,98,97,26,40,93,True
90,100,123,58,93,98,3,25,75,19,True
