r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
98,114,33,14,49,106,83,96,46,123,True
33,72,69,17,1,25,112,85,65,86,False
45,10,105,33,64,120,79,26,129,32,False
69,45,8,86,39,14,121,13,123,15,True
97,20,21,119,128,13,85,123,93,57,False
98,53,137,123,25,33,26,69,82,80,False
49,21,26,20,10,55,39,19,76,95,False
49,69,41,15,121,19,26,53,97,70,True
1,123,106,101,129,73,58,128,74,2,False
74,19,82,112,105,29,110,80,121,8,False
112,74,71,37,44,39,88,93,43,20,True
93,112,53,57,23,19,128,13,83,48,True
136,97,120,123,41,106,88,21,29,48,False
71,5,96,25,41,82,106,33,86,58,False
39,67,120,105,129,82,97,53,106,26,False
10,102,27,14,83,69,62,25,20,28,True
28,66,98,93,69,41,87,106,60,26,True
49,60,114,41,3,106,9,97,109,27,False
129,112,59,111,93,13,5,57,65,138,False
79,101,138,137,107,49,21,20,19,112,False
66,109,39,19,96,29,43,119,93,49,False
114,78,112,86,72,97,105,103,10,13,True
54,69,74,111,65,73,94,105,28,60,False
73,19,76,33,66,82,119,114,13,112,True
70,19,45,112,49,129,50,110,10,83,False
102,74,49,112,58,27,2,66,98,41,True
123,112,26,93,39,83,119,11,43,114,False
79,97,10,105,21,49,20,62,83,6,True
103,25,109,46,47,89,105,7,22,59,False
97,119,109,48,98,14,47,53,74,102,True
5,13,93,2,72,15,109,20,29,1,False
53,96,26,113,123,54,86,78,74,79,True
98,23,82,45,26,58,74,86,21,57,True
78,22,123,95,19,112,57,114,58,106,False
29,74,26,14,32,78,119,86,114,45,False
41,21,66,74,78,49,72,79,93,29,True
41,20,39,28,45,137,37,1,62,97,False
79,14,48,69,64,89,71,17,98,27,True
106,48,65,53,83,105,1,71,26,17,True
3,47,21,13,65,90,26,48,71,29,True
4,88,13,135,5,26,31,106,96,70,False
106,21,105,31,104,129,22,72,33,5,True
53,100,1,74,21,114,41,28,123,26,True
71,10,86,22,112,83,96,17,79,48,True
20,11,112,41,110,92,114,94,26,98,True
14,123,12,13,102,97,10,21,100,120,False
113,79,58,49,30,110,45,114,32,98,True
66,76,62,47,41,112,26,93,43,7,False
13,19,40,110,67,95,45,78,137,26,True
66,69,65,93,21,25,17,100,62,98,True
70,17,14,26,79,126,65,97,21,41,False
72,29,20,39,123,106,93,26,7,98,True
105,54,106,15,27,39,26,29,53,63,False
1,112,45,7,100,13,66,46,103,20,False
106,119,123,14,63,105,49,89,21,13,True
70,17,14,26,79,126,65,97,21,41,False
72,29,20,39,123,106,93,26,7,98,True
97,20,21,119,128,13,85,123,93,57,False
120,14,123,66,46,19,129,95,85,86,True
70,97,58,86,66,47,29,26,48,33,True
95,21,19,90,26,74,123,93,66,28,False
1,106,123,96,128,98,20,45,73,23,False
73,121,98,101,43,83,47,80,90,21,False
10,97,62,98,45,40,22,69,93,105,False
20,62,90,112,82,95,121,100,17,69,True
128,63,19,137,106,20,25,56,74,49,False
7,25,101,45,28,63,92,47,19,31,False
123,71,74,47,1,126,101,129,58,10,True
90,20,136,72,70,87,98,123,106,10,True
98,112,104,45,48,84,19,123,1,86,True
86,112,96,1,45,63,71,68,98,129,True
86,10,20,17,49,113,123,29,112,21,True
86,112,105,137,46,67,126,20,101,26,True
10,97,62,98,45,40,22,69,93,105,False
136,69,96,123,82,74,100,137,26,10,False
1,112,45,7,100,13,66,46,103,20,False
123,65,1,96,121,129,10,45,26,32,True
17,27,47,113,112,39,14,85,69,46,True
35,19,126,95,58,47,22,25,123,86,True
48,49,69,123,75,102,106,114,26,62,True
65,135,106,1,66,78,14,121,94,120,True
49,128,102,95,123,106,51,9,41,79,False
10,83,20,62,74,97,123,51,106,12,False
136,97,120,123,41,106,88,21,29,48,False
105,96,95,106,66,72,82,13,62,33,True
25,110,82,58,96,59,69,20,53,95,False
60,45,62,71,41,21,106,113,26,14,True
67,119,34,26,45,13,71,86,82,113,True
120,20,26,4,129,97,88,1,98,58,False
23,98,4,33,120,59,106,53,95,21,False
45,19,11,36,63,82,121,112,29,25,False
136,69,96,123,82,74,100,137,26,10,False
123,97,58,74,93,6,26,21,106,138,False
49,128,102,95,123,106,51,9,41,79,False
121,20,95,96,106,70,105,76,66,136,True
21,19,95,83,49,137,112,129,121,113,False
41,21,47,100,45,113,43,19,82,119,False
1,62,65,47,55,95,20,98,3,59,False
94,121,97,11,53,113,85,63,123,69,True
97,20,13,71,25,123,53,19,95,113,True
19,58,90,21,10,97,71,56,80,113,False
82,29,53,41,13,33,71,123,48,126,False
1,39,112,53,119,65,87,69,123,95,True
86,112,105,137,46,67,126,20,101,26,True
18,45,106,107,55,62,96,48,43,21,True
20,21,120,41,19,102,65,22,90,18,True
49,121,98,58,21,14,10,45,114,22,False
25,29,123,20,39,28,106,33,45,73,False
82,98,110,86,63,21,19,45,59,95,True
5,100,76,43,102,49,113,90,27,45,False
5,13,93,2,72,15,109,20,29,1,False
1,91,96,120,31,21,123,71,63,3,True
46,121,31,57,71,1,101,112,98,120,True
102,91,31,129,20,128,26,14,12,53,False
21,5,26,78,109,49,19,72,8,15,False
82,90,26,110,98,18,123,112,105,13,False
63,100,137,85,47,12,66,20,136,120,True
82,38,65,120,123,8,97,87,19,98,False
23,15,100,112,69,105,95,21,101,106,True
90,26,58,48,71,39,23,112,45,82,False
98,83,15,106,26,20,71,69,114,101,False
73,69,49,45,126,15,94,83,43,100,False
72,18,25,26,137,41,20,5,120,14,False
123,93,98,26,97,65,14,25,48,107,True
48,26,62,69,106,83,15,80,20,72,True
88,83,71,80,8,123,23,128,10,102,True
126,58,100,73,86,65,80,19,106,71,True
74,102,71,80,20,13,28,1,26,123,True
6,106,45,90,58,74,135,69,26,102,True
95,85,74,21,65,126,110,105,129,41,False
102,13,69,112,5,94,100,20,66,47,True
39,71,55,94,105,73,40,66,17,100,True
10,80,66,19,76,18,58,25,21,71,True
87,10,20,98,25,82,71,34,69,64,False
71,102,74,26,95,49,69,66,126,48,True
97,105,123,59,95,137,30,35,82,62,False
21,123,73,39,26,136,15,45,46,106,False
106,136,41,86,96,48,22,39,20,28,False
90,26,29,86,67,95,112,28,7,45,False
43,95,97,128,25,20,110,41,47,106,False
33,39,45,27,109,73,20,21,51,78,False
71,5,96,25,41,82,106,33,86,58,False
33,106,5,80,100,20,68,97,95,136,True
45,54,102,9,76,95,20,19,97,35,False
36,45,20,95,71,14,82,32,66,21,True
88,121,82,137,105,74,32,19,110,33,True
97,102,114,73,66,17,26,110,41,137,False
73,19,76,33,66,82,119,114,13,112,True
86,112,105,137,46,67,126,20,101,26,True
70,21,26,136,7,13,69,1,45,121,False
110,13,41,21,45,112,31,120,1,123,True
26,98,59,48,33,47,19,18,86,45,True
47,31,112,73,123,113,83,2,26,48,True
63,14,90,76,20,13,112,32,97,40,True
73,121,98,101,43,83,47,80,90,21,False
45,19,11,36,63,82,121,112,29,25,False
97,126,110,112,1,98,88,105,71,138,False
58,78,90,121,73,66,41,60,19,128,True
5,72,41,120,15,66,26,69,126,95,True
49,62,69,45,10,19,75,95,29,22,False
72,98,27,126,101,107,62,15,111,82,True
123,20,8,96,47,5,29,13,14,86,True
106,87,126,135,113,20,45,29,41,13,False
103,53,70,14,57,35,51,28,123,90,True
41,69,20,14,105,110,43,60,26,78,True
17,129,15,45,33,26,85,22,21,41,True
53,114,41,137,110,16,106,83,48,65,False
103,25,112,29,98,53,57,136,123,41,False
123,3,113,88,8,14,119,49,21,105,False
21,100,43,3,93,73,129,47,65,58,False
105,48,90,97,102,14,21,62,100,92,False
90,123,95,14,83,66,73,129,45,25,True
25,135,48,65,96,17,70,86,45,97,True
39,26,83,114,97,95,66,53,65,28,False
109,56,58,120,2,90,33,29,93,86,True
59,26,101,137,41,67,53,33,110,113,True
41,120,69,87,105,137,97,95,65,90,True
39,123,56,26,97,137,114,22,105,21,False
137,46,20,123,106,97,14,95,120,26,True
2,106,112,110,41,137,26,111,89,78,True
54,49,19,14,25,137,103,105,48,90,False
129,20,57,85,12,93,120,5,97,123,False
21,25,87,69,66,14,135,95,19,65,False
59,27,36,46,136,26,25,41,51,90,True
93,110,23,123,128,106,46,29,65,20,False
21,94,5,39,123,100,95,98,107,86,True
41,31,79,129,100,1,26,15,7,25,True
20,100,114,17,15,72,106,112,1,137,True
22,56,1,69,112,100,27,25,32,60,False
91,20,76,70,104,15,43,110,123,102,False
135,41,66,40,46,91,14,93,120,47,False
112,71,53,13,102,120,20,100,29,10,True
91,69,93,26,106,137,112,80,70,123,False
41,104,21,10,53,91,60,137,27,95,False
93,110,23,123,128,106,46,29,65,20,False
72,18,25,26,137,41,20,5,120,14,False
123,93,98,26,97,65,14,25,48,107,True
88,106,94,1,27,100,105,47,17,73,True
71,10,86,22,112,83,96,17,79,48,True
90,20,45,11,97,93,69,26,102,83,False
41,31,79,129,100,1,26,15,7,25,True
