r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
49,21,14,31,10,72,53,96,1,25,False
10,123,65,72,106,13,37,95,136,26,True
126,96,123,58,63,14,98,5,15,9,True
100,26,21,41,106,40,79,97,96,48,False
73,105,27,15,137,95,58,21,76,20,True
82,26,56,98,46,96,58,41,123,74,False
95,26,96,25,15,98,123,128,90,82,True
55,90,112,51,70,19,93,31,96,43,True
97,66,95,27,80,43,26,21,113,45,False
93,92,38,98,53,10,83,128,29,22,True
61,86,25,46,27,120,26,97,67,20,False
41,26,20,98,106,71,113,112,48,21,False
21,88,66,113,96,53,123,43,126,1,False
105,1,106,29,112,120,68,3,93,58,False
86,2,70,76,66,114,62,99,98,53,False
83,120,26,60,46,90,5,15,95,106,False
82,26,106,47,71,102,86,93,14,28,False
41,68,96,98,123,82,35,51,58,2,True
82,26,56,98,46,96,58,41,123,74,False
98,76,58,12,138,21,90,20,129,93,True
21,106,39,58,89,98,88,45,114,93,True
105,112,120,70,58,98,20,123,29,41,True
46,66,41,114,33,65,113,92,86,6,True
20,21,27,4,129,25,97,121,58,120,False
21,86,107,129,100,82,98,62,106,112,False
89,76,53,58,106,46,96,119,51,22,True
94,26,58,51,97,66,11,95,112,20,True
20,35,138,29,74,72,1,11,135,14,False
26,106,10,23,102,63,21,137,71,20,True
47,71,123,97,21,49,51,112,128,25,False
13,96,45,123,89,44,137,105,106,68,True
70,74,33,19,20,71,123,39,55,10,False
45,79,55,63,59,72,80,86,83,96,False
123,80,135,10,13,138,40,82,53,78,False
114,80,48,39,31,123,95,25,43,19,False
53,88,59,63,106,90,123,48,84,98,False
27,88,21,13,25,93,64,120,100,65,True
83,41,128,59,86,82,65,123,48,28,False
96,98,41,121,90,74,53,69,94,112,False
120,66,29,27,56,15,39,123,17,80,True
82,26,58,93,21,126,110,129,41,83,False
41,28,112,19,110,9,103,123,63,97,True
90,129,112,123,21,13,110,89,14,98,False
41,53,20,16,23,106,66,129,10,105,True
72,129,123,137,63,18,101,47,91,13,True
21,19,39,72,93,89,14,65,97,31,False
72,129,98,93,20,89,14,32,97,19,True
21,19,39,72,93,89,14,65,97,31,False
19,26,28,66,8,103,96,39,82,105,False
98,58,21,42,105,41,100,112,28,74,True
19,136,26,46,97,15,112,38,87,48,False
136,112,66,59,93,106,40,26,60,10,True
97,62,112,65,48,123,59,14,105,104,True
17,41,45,34,86,72,123,95,69,51,False
106,20,123,55,114,13,21,18,113,96,True
93,45,123,20,17,74,112,114,65,25,True
27,129,100,106,20,114,6,49,123,40,False
4,6,14,123,111,114,12,65,43,69,False
23,17,25,26,104,123,56,15,75,5,True
5,100,128,54,105,29,48,85,25,17,False
30,107,53,70,96,74,63,28,37,19,False
10,45,83,47,39,19,21,112,48,106,True
72,28,23,100,67,20,41,138,21,102,False
21,97,54,7,110,100,81,74,128,47,False
82,69,53,97,92,13,18,26,129,5,False
53,129,114,74,123,82,21,102,19,11,False
129,41,74,123,65,106,29,105,70,26,False
43,21,105,112,10,41,60,53,80,123,False
45,10,74,129,66,110,32,86,14,106,False
7,111,69,112,89,66,46,80,79,28,False
54,66,28,14,123,114,74,26,71,58,True
105,120,20,94,49,82,16,66,69,21,True
79,94,26,61,71,106,38,90,3,89,False
63,14,113,26,20,65,106,112,93,58,False
26,29,63,95,59,1,23,31,76,58,True
72,129,98,93,20,89,14,32,97,19,True
53,79,69,120,89,20,19,93,62,21,False
105,19,21,41,88,74,123,83,135,14,True
95,83,98,13,19,120,100,123,21,29,True
20,106,21,3,51,98,48,102,126,14,True
66,26,112,33,32,90,136,96,41,123,True
63,69,114,23,90,97,26,109,94,47,False
74,123,93,45,49,137,100,110,138,90,False
41,26,74,120,123,137,107,105,48,65,True
82,123,15,93,101,49,20,40,46,26,False
94,26,58,51,97,66,11,95,112,20,True
95,26,96,25,15,98,123,128,90,82,True
55,90,112,51,70,19,93,31,96,43,True
110,123,113,41,69,94,22,19,136,45,False
137,86,20,90,41,95,106,33,2,103,False
94,79,112,123,120,103,121,10,69,65,True
136,47,26,94,52,95,100,21,65,58,False
13,111,63,21,105,95,17,33,62,91,False
45,65,96,21,95,113,123,47,98,110,False
106,112,93,121,19,70,58,123,43,28,False
41,65,98,20,74,23,38,105,64,73,True
1,86,107,20,89,96,21,138,45,53,True
36,123,78,62,67,98,121,96,20,25,False
48,97,63,96,14,12,62,45,13,55,False
74,41,100,65,80,123,71,20,137,89,False
106,96,112,41,5,65,10,26,66,126,False
53,60,1,65,96,44,45,29,112,113,True
74,21,112,96,82,13,65,123,69,25,True
106,33,58,123,25,49,68,81,120,26,True
112,20,98,95,86,46,19,33,39,74,False
97,66,23,98,26,120,58,95,79,28,False
41,28,112,19,110,9,103,123,63,97,True
90,129,112,123,21,13,110,89,14,98,False
96,39,62,21,26,58,65,41,69,19,True
28,92,20,10,14,55,48,53,113,138,False
113,123,5,120,129,128,19,21,10,13,False
55,90,112,51,70,19,93,31,96,43,True
90,53,97,1,86,58,93,13,112,26,True
120,51,71,67,20,58,112,86,10,110,True
41,65,98,20,74,23,38,105,64,73,True
66,123,8,65,13,49,58,55,121,41,False
95,138,91,49,97,93,110,80,26,82,True
93,26,49,123,106,98,64,113,10,21,True
10,105,16,20,76,13,26,41,123,18,False
19,20,56,84,81,41,49,14,86,66,False
65,126,59,43,109,89,123,49,110,19,True
41,65,98,20,74,23,38,105,64,73,True
59,45,102,72,129,49,30,67,105,106,True
19,68,106,67,15,25,120,22,99,100,False
129,76,9,46,67,41,74,98,43,110,False
102,138,89,13,66,128,41,100,52,20,True
18,98,45,25,123,26,46,135,17,110,False
12,21,105,106,72,4,135,100,26,90,True
10,26,98,71,76,69,14,123,47,15,False
82,105,126,25,112,66,67,17,69,135,True
90,13,10,71,45,17,20,126,69,21,False
19,55,95,49,58,54,121,20,120,14,True
20,57,90,10,39,15,14,120,21,79,False
105,120,20,94,49,82,16,66,69,21,True
20,97,82,3,13,21,113,66,71,10,True
103,48,22,71,69,19,20,33,76,10,False
13,33,48,20,83,113,71,82,45,29,True
95,113,88,103,9,82,129,83,72,90,True
69,26,13,1,120,41,137,129,5,119,True
137,86,20,90,41,95,106,33,2,103,False
46,138,136,106,135,73,123,20,57,120,True
123,63,112,129,53,13,91,25,69,86,False
28,91,103,47,93,98,82,21,85,123,True
123,26,100,34,25,75,41,69,62,43,False
98,83,26,76,41,80,105,73,112,93,True
59,51,97,10,123,4,105,100,33,120,True
83,128,21,71,63,20,102,72,80,10,False
123,63,64,110,13,105,83,129,90,93,True
129,3,13,22,82,103,112,105,79,70,True
120,54,123,58,22,26,17,47,10,37,False
91,72,93,129,105,41,34,71,26,39,True
25,28,26,83,63,66,34,10,3,96,True
66,26,10,137,106,113,71,98,105,22,False
105,106,60,101,80,120,66,1,47,114,True
93,32,121,45,97,43,110,113,51,120,True
41,96,11,31,123,70,66,98,46,40,True
73,27,106,29,20,120,129,93,111,66,True
129,13,26,63,9,86,98,66,15,106,False
98,1,123,5,22,41,45,105,39,97,False
21,19,79,13,41,12,14,39,65,20,True
90,13,10,71,45,17,20,126,69,21,False
120,75,10,66,76,49,1,21,97,68,True
90,63,62,65,17,86,110,31,93,129,False
96,64,123,25,120,58,45,129,27,54,False
10,123,65,72,106,13,37,95,136,26,True
20,114,112,19,17,13,128,72,61,10,True
82,69,53,97,92,13,18,26,129,5,False
53,129,114,74,123,82,21,102,19,11,False
21,105,41,123,29,100,31,72,114,112,True
51,96,21,71,113,129,119,93,105,106,True
20,39,65,46,104,41,121,47,26,61,False
100,11,63,65,98,110,19,41,34,106,False
48,123,74,78,53,41,45,13,98,40,True
110,41,25,19,96,69,62,80,100,74,True
112,51,120,14,25,13,2,138,20,10,True
95,68,28,100,22,106,20,26,63,60,False
10,26,20,96,76,25,71,112,69,114,False
95,138,36,102,82,22,100,109,19,96,False
65,26,2,33,15,106,112,110,70,69,False
90,123,65,73,98,48,60,20,66,21,False
6,71,80,98,20,47,86,8,26,137,True
76,58,9,73,97,135,33,45,107,95,False
22,31,113,92,71,106,20,69,73,21,False
13,100,93,21,5,96,126,33,79,113,False
13,72,86,10,38,25,5,20,97,21,True
93,20,39,123,82,58,101,17,129,48,True
112,128,7,114,106,95,20,123,78,13,True
104,32,63,48,20,49,15,4,123,40,False
4,135,3,95,112,120,26,58,98,89,False
48,105,38,26,13,17,64,15,19,25,True
129,58,8,123,97,22,65,71,14,54,True
20,57,90,10,39,15,14,120,21,79,False
42,106,20,12,72,69,40,49,45,1,False
129,105,112,10,79,54,71,123,90,33,False
90,41,112,71,20,129,53,45,67,13,False
74,26,97,89,88,100,106,25,33,20,False
7,95,65,112,97,74,33,123,41,21,False
82,72,46,28,123,98,45,106,62,1,False
98,53,112,123,109,90,19,20,1,21,True
17,45,48,53,120,95,106,65,26,69,False
110,123,113,41,69,94,22,19,136,45,False
137,86,20,90,41,95,106,33,2,103,False
53,79,69,120,89,20,19,93,62,21,False
13,111,63,21,105,95,17,33,62,91,False
45,65,96,21,95,113,123,47,98,110,False
106,112,93,121,19,70,58,123,43,28,False
95,26,96,25,15,98,123,128,90,82,True
13,111,63,21,105,95,17,33,62,91,False
7,95,65,112,97,74,33,123,41,21,False
48,97,63,96,14,12,62,45,13,55,False
93,9,97,53,137,17,45,43,69,41,True
53,60,1,65,96,44,45,29,112,113,True
82,20,100,26,74,110,62,46,95,88,True
41,22,119,126,58,48,96,123,13,20,True
21,45,106,98,10,4,20,71,126,43,False
112,66,120,71,41,98,21,13,26,119,False
41,58,26,98,10,49,82,48,21,65,True
69,120,71,33,56,19,93,21,26,66,True
120,54,123,58,22,26,17,47,10,37,False
89,110,26,49,23,74,100,65,120,70,True
129,100,25,72,47,54,65,49,97,45,False
48,105,38,26,13,17,64,15,19,25,True
76,58,9,73,97,135,33,45,107,95,False
46,89,112,3,96,93,60,121,20,106,False
98,83,80,65,33,66,106,10,78,45,False
58,3,81,98,34,82,69,21,6,20,False
19,55,95,49,58,54,121,20,120,14,True
17,138,67,29,53,112,58,48,106,28,True
76,58,69,26,95,65,14,10,106,56,True
65,26,2,33,15,106,112,110,70,69,False
90,123,65,73,98,48,60,20,66,21,False
90,41,112,71,20,129,53,45,67,13,False
105,120,20,94,49,82,16,66,69,21,True
88,43,14,25,74,33,49,20,94,100,False
97,21,26,6,66,28,75,137,123,10,True
19,55,95,49,58,54,121,20,120,14,True
66,26,69,25,28,56,120,45,96,88,True
76,58,9,73,97,135,33,45,107,95,False
22,31,113,92,71,106,20,69,73,21,False
63,69,114,23,90,97,26,109,94,47,False
105,69,41,89,112,72,21,100,33,86,True
58,25,107,41,74,10,106,112,19,97,False
41,57,121,65,19,13,105,28,48,20,True
119,29,47,67,26,17,73,49,45,101,False
47,41,85,98,5,10,128,20,136,59,False
10,21,27,71,41,25,56,129,20,63,True
1,26,90,123,80,28,25,45,39,27,False
69,47,138,48,14,46,112,21,20,98,False
106,123,119,21,129,90,112,105,60,97,True
82,100,17,26,1,105,48,74,112,129,True
48,113,26,21,19,10,112,66,98,15,True
41,68,96,98,123,82,35,51,58,2,True
