r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
97,67,72,65,74,100,21,26,54,39,False
74,123,93,83,129,90,105,73,20,29,False
97,33,95,106,96,112,20,98,82,88,False
15,61,14,3,73,58,96,123,82,10,False
96,12,110,45,46,82,75,128,63,100,True
97,120,31,8,19,21,105,14,65,129,True
47,66,26,95,129,93,121,65,98,14,True
19,111,7,97,95,61,123,121,89,46,True
29,48,83,112,22,20,119,98,80,41,False
6,72,47,74,83,26,106,105,62,93,True
41,23,53,11,84,21,55,19,25,73,True
43,113,1,40,19,45,63,69,123,11,True
66,96,41,112,90,106,91,14,136,26,True
112,74,45,1,123,21,20,23,63,105,False
48,111,26,69,106,93,83,120,112,119,True
65,1,39,29,123,84,104,12,31,69,False
70,22,15,100,58,48,106,103,105,112,True
120,93,71,66,112,14,26,123,10,98,True
21,38,66,97,48,98,53,88,135,41,True
41,71,39,79,85,123,129,20,120,10,True
98,66,41,62,112,48,123,83,106,28,False
13,41,68,19,98,1,112,120,20,63,True
21,129,105,83,41,38,20,82,47,65,True
101,34,26,25,129,71,13,123,67,96,True
17,86,20,48,129,66,100,47,74,41,False
69,26,33,93,76,41,71,20,21,25,False
112,74,45,1,123,21,20,23,63,105,False
39,49,51,82,88,63,68,19,96,137,True
39,58,29,41,26,69,83,10,121,126,False
63,123,21,69,26,39,45,78,48,65,True
19,76,66,93,123,21,20,106,83,78,True
19,112,90,17,12,58,23,105,21,55,True
1,20,76,7,32,46,13,21,26,129,False
58,41,128,22,72,123,94,105,104,13,False
120,97,86,73,62,112,91,17,129,4,False
103,22,46,92,100,73,26,20,120,97,False
21,112,96,48,106,51,121,98,80,93,False
21,138,26,50,135,53,71,18,39,9,True
44,71,20,35,112,102,43,129,100,85,False
58,43,106,9,6,22,135,63,102,96,True
21,86,41,105,60,102,47,123,20,51,False
32,26,14,83,21,90,69,58,86,93,True
71,39,113,3,83,53,20,94,21,28,True
14,123,92,56,23,105,106,97,5,89,True
82,31,29,121,21,13,26,3,2,1,True
33,1,14,63,38,113,46,85,28,123,False
120,82,100,14,21,41,119,45,98,76,False
9,123,32,61,110,10,40,128,129,22,False
113,96,20,123,39,120,89,22,69,100,False
46,83,25,88,129,41,19,68,21,97,False
97,86,95,66,96,98,38,14,110,41,True
49,123,105,14,106,98,114,104,87,58,False
106,66,28,10,112,41,7,103,13,68,True
26,41,86,47,17,90,123,51,10,69,False
48,58,23,69,5,10,136,119,13,26,False
48,19,39,21,66,89,123,69,72,137,False
137,66,26,49,10,82,28,58,121,7,True
123,105,69,89,46,20,48,62,43,114,True
13,85,19,21,98,123,1,105,65,96,True
20,98,112,48,106,19,21,13,66,46,False
29,20,41,106,62,66,59,10,105,14,True
85,136,25,82,26,120,86,60,41,58,True
26,98,45,74,21,19,105,10,16,123,False
53,106,3,95,14,70,59,129,66,48,True
14,105,47,89,7,45,41,69,80,43,True
96,26,123,82,1,106,69,19,113,58,False
21,48,26,19,33,87,93,114,47,7,True
106,100,90,48,69,113,26,40,18,129,False
98,82,105,25,7,136,93,69,121,72,False
19,100,92,48,39,113,53,119,69,120,False
120,29,65,100,113,110,112,7,106,18,True
35,69,53,110,41,113,28,123,26,48,False
95,56,69,51,59,21,88,8,45,71,True
106,53,42,111,71,20,76,59,48,97,True
89,102,45,21,98,92,103,70,114,123,False
48,123,39,21,120,19,112,114,95,58,False
21,120,103,96,33,129,41,20,58,22,False
46,54,65,14,105,1,86,76,26,129,True
15,93,23,120,40,102,26,58,128,94,True
138,86,98,66,129,107,112,45,97,95,False
26,25,13,62,97,40,107,72,48,110,False
96,83,56,76,26,22,69,73,107,68,False
95,20,13,14,123,58,49,94,71,106,True
94,55,19,74,21,22,47,71,14,41,True
5,90,22,123,129,13,107,23,14,101,True
33,106,129,114,103,54,26,82,112,71,False
17,86,20,48,129,66,100,47,74,41,False
17,71,20,33,94,66,96,13,25,26,False
66,7,48,23,20,126,65,123,28,82,True
65,128,98,82,28,106,95,21,121,123,False
17,123,105,69,63,120,30,113,97,41,False
136,13,18,21,88,82,100,10,113,66,False
123,69,1,21,13,28,136,41,20,103,True
69,66,80,1,20,49,71,105,114,129,True
73,123,27,3,1,48,20,74,92,82,False
80,86,62,13,21,25,20,69,63,14,False
82,88,105,129,45,16,21,54,120,66,False
25,72,71,113,33,68,29,49,20,1,True
87,114,105,29,52,97,27,45,48,113,False
20,27,80,74,67,88,21,1,68,100,True
82,58,65,129,28,108,3,14,113,39,True
105,14,70,106,123,47,98,21,100,78,True
68,19,114,48,26,1,69,105,112,106,False
70,7,64,128,106,129,86,19,93,20,True
76,58,48,102,51,41,123,26,112,129,True
14,123,92,56,23,105,106,97,5,89,True
123,106,83,82,28,76,14,95,69,86,True
46,45,47,66,98,120,74,83,41,26,False
89,102,86,123,76,58,19,21,71,95,True
58,47,71,86,1,95,26,13,31,69,True
56,20,97,26,76,82,135,65,69,113,False
69,21,26,98,82,28,51,15,36,40,False
98,136,1,72,47,82,27,105,69,59,False
13,45,96,123,63,112,29,21,59,1,False
106,129,62,65,48,82,69,27,59,88,False
