r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
91,70,60,86,59,10,26,121,39,114,False
20,98,120,72,25,111,103,126,51,63,False
93,129,112,91,30,74,19,97,73,119,True
71,48,36,98,111,29,6,108,126,105,True
119,32,5,7,57,53,14,76,19,15,False
63,48,86,96,43,10,97,136,100,72,True
25,71,102,98,1,13,112,69,20,10,True
50,93,76,96,5,67,14,71,36,113,False
106,40,93,114,27,46,56,83,84,110,True
35,3,104,53,113,25,97,10,70,123,True
26,47,80,83,56,88,110,17,14,102,True
83,10,25,14,26,21,1,100,102,72,False
95,39,126,37,22,44,19,31,97,90,True
2,10,56,81,82,21,14,72,30,135,False
53,59,71,121,114,102,7,123,19,48,True
105,48,85,22,65,53,29,21,45,14,False
98,53,93,13,91,45,47,14,22,73,True
97,14,72,18,10,80,137,119,71,48,False
11,14,31,83,43,1,74,62,25,96,False
61,25,30,45,10,48,121,19,66,128,False
121,10,36,59,111,3,114,14,106,33,False
12,19,15,58,25,3,106,28,105,137,False
112,60,80,67,123,135,14,106,109,71,True
61,48,14,111,128,88,93,10,83,58,True
76,119,92,41,91,6,13,69,83,65,False
51,66,7,53,94,111,56,59,61,123,True
21,14,10,13,44,20,62,68,6,137,False
21,80,26,112,1,22,86,41,92,90,True
63,86,66,106,112,80,113,110,101,1,False
25,19,61,26,105,136,18,58,21,43,False
42,109,74,83,121,10,19,98,65,31,False
120,112,26,14,41,45,1,43,76,114,True
74,71,3,121,48,129,65,5,21,1,True
13,12,129,5,114,73,19,14,35,21,True
10,50,15,66,102,72,96,5,126,93,False
19,97,17,20,114,68,63,101,88,82,False
10,97,32,114,40,45,94,43,86,20,False
19,138,92,26,137,1,43,74,71,66,True
14,44,65,71,112,69,100,53,76,48,True
51,82,109,5,56,14,97,101,57,12,True
16,128,101,41,36,80,85,48,1,126,True
10,47,62,114,26,5,41,11,88,76,False
106,97,2,25,31,74,123,26,47,94,True
114,74,61,58,123,62,104,39,37,67,False
8,27,97,76,17,41,86,69,53,119,True
106,100,15,20,92,53,63,126,47,121,True
27,137,83,39,10,17,71,82,63,43,False
95,110,19,86,39,48,136,17,128,47,False
62,45,44,101,63,53,23,29,123,46,True
14,31,40,35,82,17,119,26,69,8,True
67,14,13,55,53,126,69,100,121,21,True
76,93,14,121,26,65,106,68,114,2,True
55,106,45,21,86,113,98,26,63,110,False
33,90,19,21,45,18,121,43,7,112,False
67,14,13,55,53,126,69,100,121,21,True
135,84,59,56,65,93,45,40,106,26,True
65,19,48,46,55,97,22,93,26,102,True
78,21,1,26,106,119,40,73,137,126,False
105,27,69,74,77,21,110,96,10,40,True
25,66,53,106,49,41,113,121,69,19,True
26,72,14,98,90,137,53,33,114,17,True
8,76,78,26,112,93,45,20,106,41,False
15,19,20,114,33,8,90,98,112,100,False
29,112,58,18,14,114,6,83,20,19,False
76,85,114,112,109,120,47,1,26,29,True
64,41,114,123,82,63,20,121,21,60,True
97,123,101,13,41,105,137,82,110,21,True
19,86,66,110,41,29,53,59,85,10,True
69,26,33,13,12,7,47,110,65,21,True
112,58,86,14,129,33,72,106,95,19,False
70,13,74,77,72,29,40,45,19,93,False
21,70,19,98,25,33,95,45,27,107,True
76,21,100,72,29,64,93,136,121,69,False
70,80,92,65,119,25,26,14,69,11,True
65,20,129,113,10,105,97,95,58,120,False
1,105,112,77,120,90,69,89,123,58,False
82,3,21,48,15,41,110,69,86,74,False
19,86,121,93,33,89,80,112,45,14,False
3,93,26,71,33,114,20,13,48,31,True
48,45,19,56,98,70,138,26,80,15,True
83,41,98,19,74,97,123,3,67,112,True
71,72,121,25,102,126,9,10,83,20,False
128,8,65,98,105,114,14,76,123,110,True
114,136,58,25,55,53,26,41,69,97,False
47,121,45,8,129,114,14,26,23,33,True
66,97,105,74,41,114,83,112,19,48,True
93,25,105,60,91,26,19,21,92,41,False
110,129,17,26,48,8,121,39,20,100,False
49,85,19,14,21,106,80,92,53,86,False
82,66,76,27,15,21,105,112,45,69,False
41,47,19,33,25,129,106,31,123,109,True
98,105,74,65,48,46,112,25,91,71,True
97,22,8,138,51,19,37,62,33,48,False
46,19,21,79,28,13,27,66,102,6,True
18,112,65,19,7,79,26,61,47,48,False
1,129,123,107,112,114,106,14,86,45,False
90,111,41,14,112,65,25,29,114,91,False
97,25,13,26,58,28,46,19,20,69,False
123,96,58,59,89,41,14,43,52,53,True
53,106,41,98,26,33,91,82,19,93,True
113,110,119,14,96,8,40,43,65,25,False
39,137,58,45,42,65,105,25,97,8,True
65,20,129,113,10,105,97,95,58,120,False
29,112,58,18,14,114,6,83,20,19,False
28,114,65,106,6,88,41,19,58,33,False
69,17,62,41,22,39,10,31,32,65,True
96,20,41,83,61,79,5,21,32,97,True
97,106,86,1,105,56,48,83,102,26,True
10,65,69,13,58,120,112,121,14,93,False
7,55,21,48,83,93,123,74,45,61,True
114,82,112,110,19,128,69,1,7,40,False
1,121,129,90,58,13,101,41,69,26,False
7,69,26,83,1,96,106,95,112,72,True
4,129,120,45,102,21,53,13,1,65,True
45,136,1,20,120,72,74,41,5,102,False
70,26,74,100,21,32,18,64,29,65,False
135,84,59,56,65,93,45,40,106,26,True
65,19,48,46,55,97,22,93,26,102,True
102,41,106,128,105,65,96,71,13,10,False
69,26,33,13,12,7,47,110,65,21,True
20,29,45,93,90,120,23,1,26,100,False
1,27,114,98,83,56,26,23,99,100,False
82,74,69,123,85,120,93,97,26,105,True
97,94,21,58,112,90,4,19,33,51,True
26,97,48,22,83,65,8,98,74,58,False
1,64,86,120,137,69,128,41,72,45,True
82,128,66,88,65,21,105,23,8,110,False
65,96,15,56,40,1,39,71,58,51,True
6,123,59,83,97,80,33,65,79,15,False
45,100,136,80,13,41,69,5,76,72,False
65,66,56,60,34,137,7,74,121,53,True
45,39,98,56,86,62,69,1,3,7,False
113,29,123,114,105,97,14,7,93,65,False
67,38,13,62,45,101,14,100,22,104,True
41,59,68,26,102,20,96,113,121,65,True
129,47,41,26,123,90,98,83,101,1,True
53,123,41,39,112,13,82,14,26,66,True
65,112,89,105,32,106,21,119,60,8,True
17,83,102,138,26,65,96,73,112,6,True
85,138,86,13,102,65,106,100,111,8,True
20,106,29,44,105,49,71,68,36,97,False
53,110,41,22,26,61,50,128,120,63,True
106,68,93,53,55,46,20,65,114,29,False
41,47,19,33,25,129,106,31,123,109,True
82,112,100,88,47,58,41,14,69,43,True
1,121,62,21,106,89,13,20,55,68,False
61,82,53,109,48,72,39,55,6,83,False
49,56,64,69,25,19,9,96,41,62,True
10,19,71,72,82,56,45,88,58,96,False
109,19,74,98,66,35,129,3,50,128,True
8,76,78,26,112,93,45,20,106,41,False
15,19,20,114,33,8,90,98,112,100,False
61,58,47,41,123,18,100,104,26,49,False
55,26,7,19,109,4,5,98,20,13,True
114,7,33,65,21,69,3,25,88,49,False
55,106,100,25,65,72,4,53,28,47,True
63,7,83,137,33,98,112,53,89,72,True
38,40,22,1,71,88,95,17,121,55,False
112,138,22,12,97,20,56,11,114,91,True
14,79,100,33,97,58,72,41,59,120,False
53,8,106,26,98,59,87,67,19,29,True
93,48,97,106,72,52,123,78,46,65,True
98,3,110,96,41,21,26,63,14,102,True
72,97,95,111,78,5,69,45,82,71,False
90,48,129,121,74,10,82,45,28,83,False
112,75,129,100,25,5,126,45,114,97,False
71,40,39,36,90,110,86,41,106,129,False
100,86,107,48,29,15,101,74,129,83,True
14,20,39,22,113,86,7,51,93,106,True
19,91,41,17,62,53,103,97,46,74,False
25,121,100,86,72,63,5,135,88,22,False
49,58,19,29,47,10,106,100,64,120,True
65,18,110,53,17,41,106,90,135,79,True
137,59,10,22,119,82,20,58,53,41,False
105,59,109,83,14,12,112,58,20,21,False
70,105,58,29,120,10,123,84,21,98,False
25,100,59,33,62,105,29,5,97,1,True
22,1,19,90,83,21,17,110,33,65,False
48,31,91,74,71,83,17,100,105,25,False
106,86,129,45,4,17,71,58,73,55,True
74,123,73,112,108,137,25,83,121,98,False
74,98,53,72,14,71,5,43,10,39,True
36,53,71,20,81,8,26,40,102,14,False
93,51,26,69,39,13,66,97,128,46,True
14,7,19,20,65,66,62,89,137,72,True
65,18,110,53,17,41,106,90,135,79,True
137,59,10,22,119,82,20,58,53,41,False
48,69,91,119,17,53,129,86,72,82,False
35,128,100,32,20,74,97,123,11,120,False
74,57,46,37,93,23,69,105,31,54,False
128,137,112,89,21,114,20,13,72,47,False
26,33,10,39,4,76,5,8,53,69,False
59,58,138,98,41,20,126,46,96,65,True
65,137,105,63,59,41,45,47,9,109,True
15,83,120,114,94,93,66,86,97,47,False
6,40,100,43,98,14,51,121,17,44,True
112,39,48,83,71,45,123,14,69,106,True
112,7,76,5,41,110,72,105,73,106,True
10,86,14,106,53,49,22,57,80,72,False
21,110,102,76,26,129,49,87,19,41,True
72,80,48,106,26,90,20,71,41,69,True
39,80,114,26,91,65,74,129,25,105,False
69,90,105,1,5,84,79,106,22,113,True
112,71,86,65,48,105,33,93,69,13,False
45,27,129,73,137,95,114,86,120,79,False
26,103,69,93,22,45,16,15,80,21,False
10,29,21,22,65,93,110,71,39,5,False
41,25,26,53,90,31,82,72,104,10,False
34,103,7,111,114,136,91,58,113,41,True
54,3,126,123,129,22,68,76,19,80,True
106,8,58,88,20,93,30,74,25,69,True
65,86,69,49,21,102,48,121,112,62,True
11,98,86,100,113,128,51,25,120,55,False
114,51,59,36,138,29,128,74,46,112,False
27,110,113,129,93,112,135,123,82,90,True
129,73,114,21,85,80,95,14,91,106,False
78,121,123,21,3,86,138,8,69,113,False
113,74,65,100,123,15,62,17,129,68,False
39,83,114,14,10,120,5,109,112,97,True
25,53,128,129,41,89,29,65,45,39,False
10,3,112,19,61,70,102,20,47,86,True
7,100,21,98,53,41,66,96,123,19,False
25,97,74,123,18,1,37,21,129,78,True
13,66,86,84,44,82,21,30,17,69,False
69,59,45,100,1,13,83,105,78,10,False
106,136,135,10,45,65,3,98,25,90,False
105,65,41,97,19,21,76,74,128,96,True
53,26,98,49,113,137,83,69,20,48,True
98,119,96,40,25,46,5,47,19,13,False
35,71,17,6,7,112,100,10,98,105,True
28,105,121,41,39,128,69,112,56,100,True
80,110,100,25,48,86,66,14,41,128,True
17,93,58,123,96,56,62,69,120,110,False
82,14,58,106,129,114,123,33,69,95,False
123,43,86,138,47,113,53,98,32,14,True
18,45,19,121,97,120,107,111,33,41,False
96,83,58,17,113,106,114,128,73,47,True
58,106,97,86,76,121,71,135,114,56,False
13,69,102,123,21,26,113,71,6,15,False
45,14,20,96,106,105,58,10,3,29,True
114,90,29,66,45,112,19,20,32,106,True
5,22,102,53,7,83,70,73,126,50,False
111,70,106,1,62,40,39,5,137,6,True
2,120,25,72,27,39,9,41,128,83,False
45,96,8,112,88,138,72,91,39,49,False
83,80,100,75,26,17,72,129,106,101,True
98,19,112,135,10,53,83,1,106,74,True
45,14,27,106,41,58,123,78,22,82,True
58,123,129,76,1,21,102,26,47,41,True
64,49,101,62,70,53,73,19,26,97,True
20,26,135,123,93,5,2,53,84,35,True
39,69,120,111,96,25,51,12,98,26,True
102,26,67,135,13,25,87,27,120,19,False
106,123,79,28,46,48,26,69,58,13,False
17,123,41,102,20,25,84,69,90,72,True
91,48,14,52,33,20,66,137,21,95,True
