r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
49,65,105,1,137,59,45,41,20,97,True
95,26,96,129,123,98,13,21,20,66,False
120,14,72,110,99,121,65,49,41,90,True
112,56,76,114,83,49,26,121,3,15,True
96,76,45,121,93,7,46,112,43,90,True
21,123,31,39,104,107,136,113,58,98,True
119,48,45,92,74,43,105,86,41,126,True
94,106,20,14,105,19,33,1,97,47,False
138,26,62,129,13,102,46,17,123,20,True
48,20,120,2,84,45,102,41,78,26,False
1,71,21,58,47,10,39,68,14,65,True
26,106,10,3,47,41,123,25,136,66,True
9,30,1,76,136,13,101,3,29,93,False
123,6,5,65,120,9,69,26,62,41,False
66,29,72,46,25,120,20,97,70,86,True
10,80,51,58,47,49,123,136,95,86,False
106,40,69,19,114,20,71,49,57,12,True
44,5,74,21,14,46,20,66,38,70,True
41,25,92,33,49,13,119,75,71,60,True
96,105,27,6,46,45,123,90,41,29,False
19,82,10,129,65,49,94,123,20,45,False
65,119,93,47,55,69,74,41,91,20,True
82,96,126,112,65,69,119,136,76,93,True
22,121,48,49,20,29,93,13,87,26,False
82,10,114,2,123,62,113,49,65,20,False
93,66,123,106,21,49,26,69,43,53,True
74,20,98,10,110,53,71,1,43,25,False
96,65,26,25,46,53,1,69,59,86,True
39,9,20,129,89,73,105,93,121,25,False
113,10,53,69,68,71,76,37,119,93,True
6,136,112,20,106,93,129,31,105,17,True
6,136,112,20,106,93,129,31,105,17,True
59,58,97,25,98,13,49,123,82,26,False
21,69,22,26,20,105,96,70,61,25,True
41,88,98,40,13,76,71,110,58,93,False
26,106,10,3,47,41,123,25,136,66,True
9,30,1,76,136,13,101,3,29,93,False
82,66,92,19,17,59,33,78,48,49,False
95,138,49,14,20,33,100,76,121,82,False
13,123,5,1,23,48,45,65,120,135,False
65,123,90,93,96,76,85,49,95,121,True
94,14,26,96,49,121,93,69,79,21,False
58,14,19,102,15,80,89,98,110,65,False
65,45,137,47,56,25,100,102,66,15,True
82,43,26,89,63,98,123,119,110,1,False
10,49,45,76,85,19,1,26,135,98,False
74,65,45,49,46,55,26,93,47,88,False
23,20,64,96,6,13,97,86,48,65,True
76,65,68,4,137,93,26,123,13,29,False
90,5,69,48,98,22,20,7,89,105,False
94,123,71,25,98,113,112,20,46,49,False
69,84,94,19,14,49,80,96,33,26,False
48,23,135,105,20,26,13,29,66,21,False
105,98,1,136,56,58,112,76,70,14,False
