r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
105,1,39,65,119,126,45,21,41,26,True
86,76,99,69,94,46,100,112,91,70,True
91,105,1,57,28,74,3,123,41,69,True
93,71,17,92,123,65,21,19,82,114,True
89,105,98,60,58,74,63,72,41,79,True
63,129,106,98,86,123,21,20,43,69,False
47,58,53,93,21,32,123,98,97,112,False
69,112,98,26,41,17,1,58,123,49,True
96,26,48,45,39,73,58,21,17,69,True
107,93,65,112,49,21,45,98,105,60,True
102,26,110,13,33,90,123,97,111,93,False
61,65,5,112,82,120,83,97,53,113,True
25,21,19,72,41,96,10,123,105,82,True
106,66,114,21,61,15,45,26,97,98,False
93,60,20,90,65,41,86,88,85,97,False
114,112,97,95,123,63,107,20,66,98,False
93,53,43,106,123,98,45,7,105,48,False
41,20,107,98,30,64,19,66,25,88,True
19,86,12,53,69,15,26,96,123,39,False
69,123,28,82,128,25,26,98,76,96,True
51,60,6,123,106,45,92,48,129,27,False
17,10,83,14,65,25,61,136,40,112,False
78,93,29,58,86,80,37,64,82,63,True
73,45,90,123,2,20,66,113,100,56,False
70,62,25,129,20,74,26,102,7,41,False
78,86,87,43,48,13,26,28,5,93,False
1,105,7,98,78,106,5,80,136,14,True
56,69,20,106,46,66,26,48,129,25,True
48,19,92,123,29,137,74,63,83,58,True
69,61,126,66,26,100,123,1,25,112,True
69,46,13,27,112,106,1,97,105,20,True
61,22,27,14,136,65,137,74,41,66,False
41,86,45,23,120,48,92,65,126,71,True
98,83,106,63,97,113,123,120,105,103,False
12,22,83,72,28,102,129,88,20,46,False
112,102,33,123,48,106,105,75,62,10,True
21,69,51,94,114,74,121,137,12,64,True
47,58,53,93,21,32,123,98,97,112,False
41,20,107,98,30,64,19,66,25,88,True
10,65,39,129,120,72,20,49,98,82,False
48,45,34,97,105,14,111,37,17,73,False
68,22,112,71,41,62,75,21,25,12,True
106,10,28,58,123,48,20,13,65,114,True
19,123,68,74,95,65,82,28,106,121,True
114,26,33,98,28,72,64,22,71,97,True
41,26,137,123,90,85,20,48,98,74,True
123,129,113,93,33,72,71,20,10,120,False
110,121,82,106,69,10,58,21,71,80,True
1,100,17,26,104,13,114,5,48,16,True
10,43,20,100,55,41,7,102,45,26,False
39,19,14,12,45,110,18,86,129,128,True
46,59,14,55,71,47,20,100,138,80,True
13,83,123,89,88,33,11,19,17,100,True
28,45,138,39,10,65,19,48,72,106,False
39,19,14,12,45,110,18,86,129,128,True
98,42,26,20,69,86,70,14,28,91,False
74,71,26,54,53,70,80,35,65,106,True
71,39,26,10,21,1,62,40,15,22,True
106,123,98,1,20,63,65,10,100,13,True
20,97,93,123,129,81,68,49,53,22,True
113,56,19,91,48,137,112,41,66,45,False
69,61,126,66,26,100,123,1,25,112,True
106,66,114,21,61,15,45,26,97,98,False
93,45,43,126,121,13,14,73,65,90,False
113,19,65,21,90,63,112,129,106,45,False
106,7,21,112,33,17,37,123,129,41,True
5,10,26,14,113,120,3,69,12,45,False
82,40,71,21,19,33,26,136,102,39,False
63,135,137,45,20,136,106,8,112,83,False
82,128,58,41,19,48,86,39,114,26,False
12,22,105,96,19,46,53,69,39,15,True
93,60,20,90,65,41,86,88,85,97,False
72,80,112,14,20,21,86,126,96,62,False
93,23,112,105,106,1,58,19,69,59,True
29,84,105,58,95,21,27,110,129,126,True
95,45,26,98,126,120,40,58,69,114,True
82,92,58,66,129,98,26,45,25,71,False
14,121,102,46,74,129,25,26,69,13,False
114,48,110,90,58,123,19,46,112,92,True
13,128,70,7,65,90,123,45,96,1,True
93,58,100,112,114,66,129,72,32,98,False
21,91,137,92,89,70,62,20,112,25,True
83,67,126,98,45,20,21,29,34,26,True
56,79,29,74,85,38,37,21,113,82,True
82,97,106,58,110,73,20,3,8,105,False
95,79,45,136,129,10,100,7,20,21,False
58,20,13,97,1,74,72,69,21,89,True
10,55,22,101,19,66,20,112,106,18,True
2,110,41,123,13,128,21,82,26,10,True
128,97,106,94,35,138,64,67,37,29,True
17,33,20,29,4,66,14,120,73,135,False
95,26,123,106,23,20,97,56,86,13,True
41,86,45,23,120,48,92,65,126,71,True
55,65,64,47,48,20,45,93,102,13,False
105,76,6,20,14,123,5,106,75,1,True
35,33,14,69,82,60,80,47,105,123,False
