r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win,id
19,137,43,66,114,53,18,23,123,65,True,7625348875
112,10,37,73,104,106,1,29,123,71,True,7625316506
55,19,126,15,91,18,121,13,109,49,True,7625256654
15,21,69,62,51,96,10,123,65,50,True,7625233082
58,20,33,61,36,126,10,71,49,79,False,7625218507
123,86,15,10,96,5,54,90,9,19,False,7625161613
89,87,52,79,137,78,123,22,41,86,True,7625120821
41,25,112,105,96,19,9,37,48,23,False,7625105191
98,91,136,71,119,56,88,43,123,65,False,7625094186
18,86,13,85,43,105,26,19,54,15,False,7625018396
28,91,48,79,23,100,49,78,63,123,False,7624974941
10,74,23,105,85,129,94,103,25,128,True,7624949386
82,13,110,19,129,20,105,9,14,44,True,7624888140
112,96,88,100,15,69,63,65,53,13,True,7624880815
18,59,69,26,5,129,54,110,120,100,False,7624854612
25,33,48,16,37,72,110,19,3,103,True,7624844963
20,53,38,107,51,120,41,112,123,96,False,7624827905
107,16,45,25,100,106,71,64,27,35,False,7624818690
138,23,104,110,105,17,33,16,48,37,False,7624792298
23,96,74,105,93,128,49,21,26,102,True,7624774827
